hemi,ROI,t_statistic,p_value,df,mean_adolescents,mean_Adults,p_adj
rh,pSTS_faces,5.200057282668735,0.001975347492996545,6.039097461129684,30.4464286225,18.58550851888889,0.047408339831917085
