subject,hemi,ROI,fwhm,fwhm_upper,fwhm_lower,fwhm_central5,fwhm_central10,fwhm_contra,fwhm_ipsi,fwhm_upperContra,fwhm_lowerContra,fwhm_upperIpsi,fwhm_lowerIpsi,CoM_x,CoM_y,centerX,centerY,includedvox,totalvox,proportion20
MW23,rh,LOS_limbs,18.55172309,0,100,0,35.28550512,100,0,0,100,0,0,-5.678274632,-9.463451385,-4.524731635,-9.735352621,194,311,0.623794212
MZ23,rh,LOS_limbs,24.08594091,12.95652174,87.04347826,0,24.60869565,100,0,12.95652174,87.04347826,0,0,-14.29185104,-5.235383034,-11.36637783,-3.784059329,188,675,0.278518519
NAV22,rh,LOS_limbs,32.37818891,39.84637542,60.15362458,34.2774844,84.87758041,80.79692751,0,32.7412386,48.05568891,7.105136822,12.09793567,-8.354974747,-0.67683816,-4.103030618,-1.278285783,668,963,0.693665628
NC24,rh,LOS_limbs,32.75546113,64.22190879,35.77809121,31.82886695,80.48895157,82.69863658,0,52.32722144,30.37141514,11.89468735,5.40667607,-9.863368988,-6.642089367,-4.447164206,1.836486697,343,1169,0.293413174
SP,rh,LOS_limbs,29.27199141,63.17347543,36.82652457,20.84073416,66.37063351,99.40793369,0,62.58140912,36.82652457,0.592066311,0,-9.541297913,-1.34370327,-6.980453329,1.507530941,1027,1443,0.711711712
ST25,rh,LOS_limbs,23.44237074,20.51282051,79.48717949,10.8974359,61.17216117,100,0,20.51282051,79.48717949,0,0,-10.40706444,-3.563770056,-7.866421733,-2.840856616,1133,1995,0.570927318
TH,rh,LOS_limbs,33.18436408,41.18185983,58.81814017,33.89830508,84.47091159,79.61520843,0,33.30279432,46.31241411,7.879065506,12.50572607,-9.09088707,-7.048955917,-4.016726994,-1.153185226,554,1259,0.447974583
TL24,rh,LOS_limbs,34.38408005,35.87655379,64.12344621,33.77625375,96.8281183,43.20617231,0,15.34504929,27.86112302,20.5315045,36.26232319,-6.221968651,-6.519833565,0.91271189,-1.94789502,168,745,0.232214765
JG24,rh,LOS_limbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28,rh,LOS_limbs,26.75980212,25.42253521,74.57746479,7.394366197,48.02816901,100,0,25.42253521,74.57746479,0,0,-10.74743652,-8.400457382,-9.030512335,-2.659321859,65,125,0.52
KG22,rh,LOS_limbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,rh,LOS_limbs,22.66074244,23.47140039,76.52859961,0.591715976,40.72978304,100,0,23.47140039,76.52859961,0,0,-10.96042919,-2.832944155,-10.00526242,-2.42996402,365,375,0.973333333
DRS22,rh,LOS_limbs,26.26548774,27.85923754,72.14076246,14.58944282,61.51026393,100,0,27.85923754,72.14076246,0,0,-7.05779314,-3.042215586,-7.66879993,-2.321189226,752,883,0.851642129
MBA24,rh,LOS_limbs,25.4997577,49.68895801,50.31104199,9.797822706,55.13219285,100,0,49.68895801,50.31104199,0,0,-12.35264015,-2.269560337,-8.762741991,-0.049881731,173,242,0.714876033
DF,rh,LOS_limbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05/ENK05_190317_19993_time_03_1,rh,IPS_places,25.69897688,41.59021407,58.40978593,16.28440367,65.36697248,100,0,41.59021407,58.40978593,0,0,-6.494404316,0.362010211,-7.687311846,-0.854338802,740,1002,0.739520958
CLC06/CLC06_190912_21275_time_04_1,rh,IPS_places,23.47664198,46.61172161,53.38827839,11.26373626,61.996337,100,0,46.61172161,53.38827839,0,0,-7.295129776,2.894700289,-8.256288682,-0.316609304,215,261,0.823754789
ED07/ED07_190914_21286_time_04_1,rh,IPS_places,28.31403144,34.27672956,65.72327044,5.597484277,41.69811321,100,0,34.27672956,65.72327044,0,0,-14.248353,3.922218084,-9.917586951,-1.760290059,163,396,0.411616162
ENK05/ENK05_191208_21930_time_04_1,rh,IPS_places,30.64552866,26.31578947,73.68421053,21.58968851,65.73576799,95.97207304,0,26.04726101,69.92481203,0.268528464,3.759398496,-8.070287704,-2.321024418,-6.37592481,-2.932268599,719,929,0.773950484
INW06/INW06_191103_21656_time_04_1,rh,IPS_places,27.14008833,50.37697053,49.62302947,9.389993146,51.06237149,100,0,50.37697053,49.62302947,0,0,-9.263237,-1.020607948,-9.086110446,0.046021084,526,815,0.645398773
RJ09/RJ09_190914_21289_time_04_1,rh,IPS_places,28.69160627,51.87461586,48.12538414,7.682851875,45.4824831,100,0,51.87461586,48.12538414,0,0,-10.26528072,-2.325542688,-9.628581357,0.20507105,924,1460,0.643150685
AOK07/AOK07_191207_21927_time_04_1,rh,IPS_places,31.64694485,58.99244332,41.00755668,27.15365239,73.35012594,92.0906801,0,53.85390428,38.23677582,5.138539043,2.770780856,-5.936522484,0.761139452,-5.81181392,1.118486988,548,762,0.719160105
CS11/CS11_190203_19652_time_03_1,rh,IPS_places,26.4378454,58.68306802,41.31693198,15.34008683,62.22865412,100,0,58.68306802,41.31693198,0,0,-7.142818928,-0.340226442,-7.90774637,0.876304461,1088,1275,0.853333333
GEJA09/GEJA09_190921_21343_time_04_1,rh,IPS_places,24.1859141,63.52636128,36.47363872,7.865168539,54.27830596,100,0,63.52636128,36.47363872,0,0,-9.964821815,-0.689731777,-8.875773453,1.288609424,343,386,0.888601036
MDT09/MDT09_191006_21450_time_03_1,rh,IPS_places,33.66487241,28.19599109,71.80400891,35.10022272,89.22048998,63.38530067,0,18.48552339,44.89977728,9.710467706,26.90423163,-4.303420067,-0.028820693,-1.799145432,-2.941045664,300,672,0.449404762
DAPA10/DAPA10_190112_19476_time_03_1,rh,IPS_places,20.13675152,77.36318408,22.63681592,50.74626866,100,87.93532338,0,66.79104478,21.14427861,10.5721393,1.492537313,-4.158648968,0.47592175,-3.260034729,2.242598075,159,160,0.99375
STM10/STM10_190903_21220_time_03_1,rh,IPS_places,26.19542982,60.01472754,39.98527246,7.805596465,49.9263623,100,0,60.01472754,39.98527246,0,0,-8.790587425,-1.666347623,-9.205818241,1.0333763,683,959,0.714285714
DAPA10/DAPA10_191012_21490_time_04_1,rh,IPS_places,22.38911973,33.70445344,66.29554656,2.429149798,47.87449393,100,0,33.70445344,66.29554656,0,0,-7.207843304,2.16023922,-9.548890589,-1.464029307,521,836,0.629186603
CGSA11/CGSA11_190921_21340_time_04_1,rh,IPS_places,23.46714815,19.85294118,80.14705882,0,31.61764706,100,0,19.85294118,80.14705882,0,0,-15.25104427,-4.023532391,-10.85811492,-2.878727058,100,199,0.502512563
OS12/OS12_190725_20947_time_06_1,rh,IPS_places,24.24539217,81.10440035,18.89559965,6.039689387,50.73339085,100,0,81.10440035,18.89559965,0,0,-10.17659473,4.153545856,-8.737765156,3.100039455,402,631,0.637083994
CR24,rh,IPS_places,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS22,rh,IPS_places,24.4221769,0,100,11.1580727,59.5942519,89.77176669,0,0,89.77176669,0,10.22823331,-4.626290321,-6.785548687,-4.168980391,-7.307190452,345,455,0.758241758
EM,rh,IPS_places,26.5547865,55.33285612,44.66714388,19.89978525,69.21975662,100,0,55.33285612,44.66714388,0,0,-7.7202878,1.484810114,-7.181876261,0.55557702,1069,1531,0.698889615
ES,rh,IPS_places,29.43002525,42.11448598,57.88551402,13.02570093,53.44626168,100,0,42.11448598,57.88551402,0,0,-9.049809456,-4.962759018,-8.574709048,-0.90901664,1136,1833,0.632842335
GB23,rh,IPS_places,24.63242691,68.86477462,31.13522538,7.595993322,53.17195326,100,0,68.86477462,31.13522538,0,0,-6.571352005,5.520275116,-8.83856585,1.869499824,411,660,0.628787879
JEW23,rh,IPS_places,27.812446,80.13029316,19.86970684,24.03908795,73.2247557,95.04885993,0,75.24429967,19.80456026,4.885993485,0.06514658,-4.220970631,3.238181591,-5.607292921,3.436421321,548,618,0.886731392
JP23,rh,IPS_places,27.57469709,36.53333333,63.46666667,19.73333333,67.46666667,100,0,36.53333333,63.46666667,0,0,-4.789038658,-4.343032837,-7.120488723,-1.478568743,387,391,0.989769821
JW,rh,IPS_places,22.02536313,94.96855346,5.031446541,18.34381551,76.20545073,100,0,94.96855346,5.031446541,0,0,-3.731566191,0.976630211,-5.680095236,4.40244727,374,391,0.956521739
KM25,rh,IPS_places,5.094018604,100,0,0,0,100,0,100,0,0,0,-16.50015259,8.721941948,-15.5287896,8.050121245,43,584,0.075342466
MG,rh,IPS_places,27.37847131,47.91105121,52.08894879,15.90296496,61.5902965,100,0,47.91105121,52.08894879,0,0,-6.424832344,-0.595278919,-7.911929522,-0.223708323,459,478,0.960251046
MJH25,rh,IPS_places,26.29252548,39.79441997,60.20558003,5.800293686,46.18208517,100,0,39.79441997,60.20558003,0,0,-7.728056908,-2.208606958,-9.604965032,-1.056156026,327,399,0.819548872
MN,rh,IPS_places,25.37144972,8.31372549,91.68627451,7.450980392,50.50980392,100,0,8.31372549,91.68627451,0,0,-7.416805744,-3.603522301,-8.014015027,-4.596249959,193,248,0.778225806
MW23,rh,IPS_places,22.08282938,0,100,17.51295337,74.50777202,95.44041451,0,0,95.44041451,0,4.559585492,-3.690795422,-4.492840767,-4.501098047,-5.747605519,735,788,0.932741117
MZ23,rh,IPS_places,21.43048814,11.44114411,88.55885589,3.740374037,52.69526953,100,0,11.44114411,88.55885589,0,0,-7.267175674,-5.103439808,-8.588433255,-3.529822561,495,544,0.917279412
NAV22,rh,IPS_places,28.56181816,36.7866005,63.2133995,16.93548387,61.60049628,100,0,36.7866005,63.2133995,0,0,-8.922310829,0.849054098,-7.630358567,-1.512666648,864,1325,0.65509434
NC24,rh,IPS_places,25.28861182,49.76452119,50.23547881,9.576138148,54.86656201,100,0,49.76452119,50.23547881,0,0,-5.561450005,1.80425477,-8.82134021,-0.03146118,448,490,0.914285714
SP,rh,IPS_places,20.89310258,91.07763615,8.922363847,9.617612978,66.04866744,100,0,91.07763615,8.922363847,0,0,-6.460784435,5.209400654,-7.31197141,3.732788178,1063,1267,0.842146803
ST25,rh,IPS_places,16.2108698,98.07692308,1.923076923,13.07692308,87.5,100,0,98.07692308,1.923076923,0,0,-7.130197525,3.864445686,-6.238291166,3.588824718,635,756,0.849206349
TH,rh,IPS_places,26.1714921,23.84446075,76.15553925,16.06749817,63.97652238,100,0,23.84446075,76.15553925,0,0,-5.032502174,-1.967002153,-7.268689176,-2.775101271,2083,2681,0.778067885
TL24,rh,IPS_places,31.24799047,19.93785603,80.06214397,37.44174003,90.36768514,50.85447954,0,10.15018125,40.70429829,9.78767478,39.35784568,-1.336108685,-4.997485638,-0.097381758,-3.855446792,352,473,0.744186047
MSH28,rh,IPS_places,22.68417158,100,0,2.054794521,45.10763209,100,0,100,0,0,0,-8.628684998,9.408649445,-5.973888539,7.846451148,147,217,0.677419355
KG22,rh,IPS_places,30.87676858,81.58174098,18.41825902,22.13375796,66.45435244,91.87898089,0,73.77919321,18.09978769,7.802547771,0.318471338,-7.135948181,3.82141304,-5.629373313,4.015571142,430,593,0.725126476
VN26,rh,IPS_places,16.58285186,26.93726937,73.06273063,57.3800738,100,96.67896679,0,26.75276753,69.92619926,0.184501845,3.136531365,-4.182421207,0.348355055,-3.549282284,-1.520686383,217,418,0.526315789
DRS22,rh,IPS_places,15.90572704,0,100,0,60.2,88.2,0,0,88.2,0,11.8,-6.385871887,-4.521639824,-2.556214442,-8.739642808,117,183,0.639344262
MBA24,rh,IPS_places,24.30016337,61.59728122,38.40271878,11.21495327,59.72812234,100,0,61.59728122,38.40271878,0,0,-8.288311005,1.174747944,-8.354221252,1.103984712,315,336,0.94047619
DF,rh,IPS_places,11.77178304,0,100,38.68613139,100,97.44525547,0,0,97.44525547,0,2.554744526,-2.028925657,-7.464173794,-2.5593601,-4.588504237,16,24,0.666666667
ENK05/ENK05_190317_19993_time_03_1,rh,MOG_places,28.18749306,32.14965124,67.85034876,16.23335447,60.74825618,100,0,32.14965124,67.85034876,0,0,-7.307800293,-3.434847832,-7.641970885,-1.995607104,845,1130,0.752212389
CLC06/CLC06_190912_21275_time_04_1,rh,MOG_places,28.31304673,34.73882945,65.26117055,22.97042165,70.86217747,98.74134676,0,34.61296413,64.12838263,0.125865324,1.132787917,-4.361868382,-4.732724667,-6.55557195,-1.715307914,655,704,0.930397727
ED07/ED07_190914_21286_time_04_1,rh,MOG_places,26.20656756,42.34167894,57.65832106,12.73932253,58.6892489,100,0,42.34167894,57.65832106,0,0,-4.775635242,-0.359744757,-8.286577142,-0.806198188,515,709,0.726375176
ENK05/ENK05_191208_21930_time_04_1,rh,MOG_places,23.15472594,4.351939451,95.64806055,10.59602649,61.68401135,100,0,4.351939451,95.64806055,0,0,-4.654092789,-7.721693516,-6.87899562,-4.752694721,757,975,0.788717949
INW06/INW06_191103_21656_time_04_1,rh,MOG_places,19.73453786,13.74837873,86.25162127,0,42.41245136,100,0,13.74837873,86.25162127,0,0,-5.411518097,-5.58950758,-9.736792114,-3.022248333,530,542,0.977859779
RJ09/RJ09_190914_21289_time_04_1,rh,MOG_places,21.18257922,4.489337823,95.51066218,0,35.91470258,100,0,4.489337823,95.51066218,0,0,-11.71439552,-6.604460716,-9.828662024,-4.367142775,362,480,0.754166667
AOK07/AOK07_191207_21927_time_04_1,rh,MOG_places,29.87411644,25.65266742,74.34733258,21.45289444,66.5153235,96.87854711,0,25.53916005,71.33938706,0.113507378,3.007945516,-5.872353077,-5.488483429,-6.379859495,-2.914871926,840,964,0.883817427
CS11/CS11_190203_19652_time_03_1,rh,MOG_places,27.5668155,51.09926716,48.90073284,23.25116589,72.41838774,99.80013324,0,50.96602265,48.83411059,0.133244504,0.066622252,-6.647358418,-1.426224828,-6.712907596,0.110425963,1030,1059,0.975448536
GEJA09/GEJA09_190921_21343_time_04_1,rh,MOG_places,7.742082773,0,100,20.83333333,100,100,0,0,100,0,0,-3.036698818,-4.317115784,-3.770964795,-4.395522415,81,88,0.920454545
MDT09/MDT09_191006_21450_time_03_1,rh,MOG_places,28.62878432,32.20234423,67.79765577,13.9420111,56.32325725,100,0,32.20234423,67.79765577,0,0,-6.068873405,-4.48805666,-8.113350246,-2.031635786,1228,1308,0.95030581
DAPA10/DAPA10_190112_19476_time_03_1,rh,MOG_places,24.22219116,42.13241617,57.86758383,21.23817713,75.66638005,100,0,42.13241617,57.86758383,0,0,-4.582743168,-2.988743782,-6.850484166,-0.763022102,780,802,0.972568579
STM10/STM10_190903_21220_time_03_1,rh,MOG_places,26.47913027,75.7925072,24.2074928,18.44380403,67.07492795,100,0,75.7925072,24.2074928,0,0,-6.014563084,-0.948166907,-6.906125293,2.741063558,1062,1115,0.965919283
DAPA10/DAPA10_191012_21490_time_04_1,rh,MOG_places,17.42505473,9.666666667,90.33333333,9.333333333,77.5,100,0,9.666666667,90.33333333,0,0,-4.706880093,-4.120103836,-7.189480217,-3.024652744,757,766,0.988250653
CGSA11/CGSA11_190921_21340_time_04_1,rh,MOG_places,25.77126914,27.1006813,72.8993187,20.28766086,70.93111279,100,0,27.1006813,72.8993187,0,0,-5.030897617,-5.397154808,-6.707565251,-2.370692147,733,803,0.912826899
OS12/OS12_190725_20947_time_06_1,rh,MOG_places,23.82222754,9.654561559,90.34543844,9.47741364,57.75022143,100,0,9.654561559,90.34543844,0,0,-6.347878456,-0.409733504,-7.580114075,-4.158122224,586,604,0.975165563
CR24,rh,MOG_places,20.31125285,100,0,2.93040293,54.09035409,100,0,100,0,0,0,-6.611837387,6.099200726,-6.879875054,6.112543256,347,374,0.927807487
CS22,rh,MOG_places,22.87307536,0,100,2.51450677,46.03481625,91.3926499,0,0,91.3926499,0,8.607350097,-4.603947639,-7.423903942,-4.111044707,-8.92137633,452,480,0.94375
EM,rh,MOG_places,19.03060925,0,100,33.80084151,99.29873773,74.61430575,0,0,74.61430575,0,25.38569425,-1.721037269,-4.050819874,-1.896251853,-5.165465682,49,51,0.960784314
ES,rh,MOG_places,26.50315084,42.89834174,57.10165826,11.31939438,55.51550108,100,0,42.89834174,57.10165826,0,0,-7.584643841,-1.866090178,-8.629846418,-0.739907997,375,529,0.708884688
GB23,rh,MOG_places,30.61149217,57.18142549,42.81857451,23.16414687,68.19654428,97.30021598,0,55.39956803,41.90064795,1.781857451,0.917926566,-5.126548767,1.499067783,-6.676514006,0.877369221,349,394,0.885786802
JEW23,rh,MOG_places,18.51598981,0,100,26.62721893,94.52662722,94.37869822,0,0,94.37869822,0,5.621301775,-3.154448509,-4.613503933,-3.67568609,-4.95255544,976,1031,0.970902037
JP23,rh,MOG_places,21.41684344,0,100,15.63876652,73.78854626,95.15418502,0,0,95.15418502,0,4.845814978,-4.530900002,-5.963281631,-4.322701827,-6.09762663,564,571,0.987740806
JW,rh,MOG_places,17.98853047,0,100,16.32653061,85.40031397,91.05180534,0,0,91.05180534,0,8.948194662,-2.087431192,-2.876990557,-3.189037629,-6.329064612,271,272,0.996323529
KM25,rh,MOG_places,26.15084814,28.42415317,71.57584683,17.7466863,66.56848306,100,0,28.42415317,71.57584683,0,0,-5.972851276,-1.787953496,-7.194041404,-2.257865808,595,772,0.773316062
MG,rh,MOG_places,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJH25,rh,MOG_places,20.35936255,0,100,14.56548348,75.15299878,100,0,0,100,0,0,-4.35357666,-1.805204153,-5.590642446,-4.998402693,641,747,0.858099063
MN,rh,MOG_places,17.21421789,15.87030717,84.12969283,31.74061433,100,100,0,15.87030717,84.12969283,0,0,-3.477949858,-1.948804259,-5.101352786,-2.47706872,615,642,0.957943925
MW23,rh,MOG_places,24.16096805,0,100,4.502164502,47.27272727,93.67965368,0,0,93.67965368,0,6.32034632,-5.077788353,-8.663870811,-4.626320607,-8.42263537,458,482,0.950207469
MZ23,rh,MOG_places,20.03022037,9.422110553,90.57788945,3.015075377,55.40201005,100,0,9.422110553,90.57788945,0,0,-7.031085491,-5.354009628,-8.446865964,-3.506742264,810,871,0.947187141
NAV22,rh,MOG_places,26.17130461,29.24320353,70.75679647,12.19691403,57.67817781,100,0,29.24320353,70.75679647,0,0,-7.34828186,-0.809756577,-8.173183053,-2.165890225,242,243,0.995884774
NC24,rh,MOG_places,18.65047206,0,100,0,25.90448625,100,0,0,100,0,0,-7.337290764,-6.661577225,-9.808873533,-6.01674393,284,376,0.757978723
SP,rh,MOG_places,21.75964943,1.068376068,98.93162393,9.294871795,63.03418803,100,0,1.068376068,98.93162393,0,0,-5.197292805,-5.932905197,-6.666879102,-5.061010175,911,1153,0.79358196
ST25,rh,MOG_places,16.67424312,32.91139241,67.08860759,40.50632911,100,100,0,32.91139241,67.08860759,0,0,-4.966351986,-0.636163354,-4.881712338,-1.163895293,941,1015,0.934975369
TH,rh,MOG_places,19.76823886,32.12435233,67.87564767,33.67875648,98.05699482,100,0,32.12435233,67.87564767,0,0,-3.221702576,-2.613914251,-5.318408102,-1.371566248,719,761,0.947437582
TL24,rh,MOG_places,16.6768481,0.904159132,99.09584087,43.94213382,100,88.24593128,0,0.904159132,87.34177215,0,11.75406872,-2.785138369,-8.053145409,-2.716985428,-3.940549084,94,94,1
JG24,rh,MOG_places,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28,rh,MOG_places,22.58894229,10.36525173,89.63474827,20.63178677,78.28232971,100,0,10.36525173,89.63474827,0,0,-3.33566618,0.699090004,-5.739151387,-3.831905483,481,493,0.975659229
KG22,rh,MOG_places,21.94831255,35.01577287,64.98422713,0.420609884,42.27129338,100,0,35.01577287,64.98422713,0,0,-5.097798347,-4.088909149,-10.10848686,-1.325604286,544,582,0.969072165
VN26,rh,MOG_places,17.44335642,5.158069884,94.84193012,30.78202995,99.50083195,100,0,5.158069884,94.84193012,0,0,-5.451159477,-7.341479778,-4.539682014,-3.518815021,686,690,0.994202899
DRS22,rh,MOG_places,23.27625527,83.4109972,16.5890028,24.88350419,82.10624418,99.44082013,0,82.85181733,16.5890028,0.55917987,0,-5.458592415,2.522186756,-5.575334207,3.223616759,495,634,0.780757098
MBA24,rh,MOG_places,24.26978777,59.17312661,40.82687339,10.5081826,59.08699397,100,0,59.17312661,40.82687339,0,0,-7.473399162,-1.29851675,-8.450419591,0.873127379,582,604,0.965231788
DF,rh,MOG_places,36.43457274,46.55500571,53.44499429,29.99619338,100,53.90178911,0,25.12371526,28.77807385,21.43129045,24.66692044,-4.484066963,0.388053656,-0.562684643,-0.488880041,1279,1674,0.765232975
ENK05/ENK05_190317_19993_time_03_1,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLC06/CLC06_190912_21275_time_04_1,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ED07/ED07_190914_21286_time_04_1,lh,IOG_faces,10.10418288,0,100,1.01010101,100,100,0,0,100,0,0,5.868063927,-3.770338774,6.289931625,-3.618727991,32,36,0.888888889
ENK05/ENK05_191208_21930_time_04_1,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INW06/INW06_191103_21656_time_04_1,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ09/RJ09_190914_21289_time_04_1,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AOK07/AOK07_191207_21927_time_04_1,lh,IOG_faces,10.85103042,96.55172414,3.448275862,8.620689655,100,100,0,96.55172414,3.448275862,0,0,6.938093185,1.23940444,6.500685482,2.247036306,98,98,1
CS11/CS11_190203_19652_time_03_1,lh,IOG_faces,20.67259134,12.41134752,87.58865248,9.456264775,66.54846336,100,0,12.41134752,87.58865248,0,0,4.373547554,-0.175181687,7.50425468,-3.290768973,73,78,0.961538462
GEJA09/GEJA09_190921_21343_time_04_1,lh,IOG_faces,5.620408163,75.80645161,24.19354839,100,100,72.58064516,0,53.22580645,19.35483871,22.58064516,4.838709677,0.353937387,0.492212713,0.53117355,0.574091613,27,27,1
MDT09/MDT09_191006_21450_time_03_1,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAPA10/DAPA10_190112_19476_time_03_1,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STM10/STM10_190903_21220_time_03_1,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAPA10/DAPA10_191012_21490_time_04_1,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CGSA11/CGSA11_190921_21340_time_04_1,lh,IOG_faces,14.55555033,19.33174224,80.66825776,68.01909308,100,95.22673031,0,19.33174224,75.89498807,0,4.77326969,3.251580715,-1.914411902,2.940217758,-1.842082971,146,146,1
OS12/OS12_190725_20947_time_06_1,lh,IOG_faces,27.60524955,60.62624917,39.37375083,8.261159227,48.43437708,100,0,60.62624917,39.37375083,0,0,9.975319862,0.428812534,9.273342354,1.139249087,59,61,0.967213115
CR24,lh,IOG_faces,19.09833171,0,100,0,40.05524862,100,0,0,100,0,0,9.47321701,-5.762738705,8.755299496,-5.512672127,206,236,0.872881356
CS22,lh,IOG_faces,13.45014201,0,100,11.94444444,97.77777778,100,0,0,100,0,0,3.60430479,-2.33387351,5.79929382,-3.809319646,190,231,0.896103896
EM,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES,lh,IOG_faces,20.84509299,38.55981417,61.44018583,2.43902439,51.45180023,100,0,38.55981417,61.44018583,0,0,7.437220097,-0.115978271,9.386895425,-0.938287656,184,211,0.872037915
GB23,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JEW23,lh,IOG_faces,22.89053581,6.268081003,93.731919,10.89681774,62.487946,100,0,6.268081003,93.731919,0,0,7.072829723,-5.139751911,7.046794965,-4.413664246,48,63,0.761904762
JP23,lh,IOG_faces,15.50326967,56.11814346,43.88185654,93.88185654,100,76.37130802,0,42.40506329,33.96624473,13.71308017,9.915611814,2.436765909,0.097342491,1.664349,0.375443075,232,232,1
JW,lh,IOG_faces,3.589808577,82.60869565,17.39130435,100,100,100,0,82.60869565,17.39130435,0,0,1.22016573,0.043833904,1.145660669,0.470698312,40,50,0.8
KM25,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,lh,IOG_faces,15.13821735,7.726269316,92.27373068,3.311258278,77.70419426,100,0,7.726269316,92.27373068,0,0,6.62134552,-3.634492397,7.602148228,-2.789893578,122,124,0.983870968
MJH25,lh,IOG_faces,24.31104844,78.51027397,21.48972603,3.339041096,44.52054795,100,0,78.51027397,21.48972603,0,0,12.64230919,5.107932568,9.507932978,2.825179507,35,57,0.614035088
MN,lh,IOG_faces,23.47250231,52.33730522,47.66269478,1.099908341,40.23831347,100,0,52.33730522,47.66269478,0,0,8.23999691,-1.255374789,10.36788653,0.220842628,64,90,0.711111111
MW23,lh,IOG_faces,28.86264236,58.41463415,41.58536585,12.13414634,53.04878049,100,0,58.41463415,41.58536585,0,0,17.077528,3.099897146,8.658575631,0.967400744,30,72,0.416666667
MZ23,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAV22,lh,IOG_faces,26.24130015,86.39705882,13.60294118,10.88235294,55.22058824,100,0,86.39705882,13.60294118,0,0,7.120504856,6.218804359,7.702161842,4.025760933,66,72,0.930555556
NC24,lh,IOG_faces,23.40433901,69.80609418,30.19390582,0,30.19390582,100,0,69.80609418,30.19390582,0,0,12.59050941,3.453176022,11.2373337,1.848896416,30,54,0.555555556
SP,lh,IOG_faces,20.42635042,73.60774818,26.39225182,28.32929782,92.37288136,100,0,73.60774818,26.39225182,0,0,6.295987129,0.797130108,5.668559723,1.954811235,343,343,1
ST25,lh,IOG_faces,13.9626123,56.21761658,43.78238342,36.52849741,100,100,0,56.21761658,43.78238342,0,0,5.46509552,1.110168099,5.334387882,0.354319254,70,70,1
TH,lh,IOG_faces,9.035025518,99.38271605,0.617283951,100,100,85.80246914,0,85.18518519,0.617283951,14.19753086,0,0.856968284,1.089483857,1.37445054,2.100210221,93,126,0.801587302
TL24,lh,IOG_faces,20.52441579,48.26347305,51.73652695,19.4011976,82.03592814,100,0,48.26347305,51.73652695,0,0,7.316543102,1.840160608,6.961030385,-0.14004131,461,520,0.896153846
JG24,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG22,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRS22,lh,IOG_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
