subject,hemi,ROI,fwhm,fwhm_upper,fwhm_lower,fwhm_central5,fwhm_central10,fwhm_contra,fwhm_ipsi,fwhm_upperContra,fwhm_lowerContra,fwhm_upperIpsi,fwhm_lowerIpsi,CoM_x,CoM_y,centerX,centerY,includedvox,totalvox,proportion20
ENK05/ENK05_190317_19993_time_03_1,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLC06/CLC06_190912_21275_time_04_1,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ED07/ED07_190914_21286_time_04_1,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05/ENK05_191208_21930_time_04_1,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INW06/INW06_191103_21656_time_04_1,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ09/RJ09_190914_21289_time_04_1,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AOK07/AOK07_191207_21927_time_04_1,rh,pSTS_faces,34.4406693,67.56066411,32.43933589,33.54618987,93.2737335,58.49297573,0,39.16560238,19.32737335,28.39506173,13.11196254,-7.853173733,3.163722754,-1.140264738,2.403553031,129,170,0.758823529
CS11/CS11_190203_19652_time_03_1,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDT09/MDT09_191006_21450_time_03_1,rh,pSTS_faces,32.14402287,25.69614069,74.30385931,38.10454323,93.20957499,43.57596483,0,10.89399121,32.68197362,14.80214949,41.62188569,-4.232168198,-3.287946701,0.818173262,-3.147805352,122,154,0.792207792
DAPA10/DAPA10_190112_19476_time_03_1,rh,pSTS_faces,25.70407923,50.26985351,49.73014649,56.7463377,100,71.47262914,0,35.85196608,35.62066307,14.41788743,14.10948342,-2.818214417,-2.844769478,-2.210637524,0.029004454,139,203,0.684729064
STM10/STM10_190903_21220_time_03_1,rh,pSTS_faces,29.49694309,72.92753623,27.07246377,26.72463768,74.84057971,92.52173913,0,66.43478261,26.08695652,6.492753623,0.985507246,-9.417787552,4.179216385,-5.487832769,2.711657149,250,299,0.836120401
CGSA11/CGSA11_190921_21340_time_04_1,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OS12/OS12_190725_20947_time_06_1,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CR24,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS22,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,rh,pSTS_faces,23.51740638,76.11262489,23.88737511,4.904632153,49.68210718,100,0,76.11262489,23.88737511,0,0,-8.882908821,1.302959442,-9.100850076,2.510522772,124,187,0.663101604
ES,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB23,rh,pSTS_faces,21.41210457,88.44884488,11.55115512,6.270627063,58.41584158,100,0,88.44884488,11.55115512,0,0,-9.601067543,5.082560539,-8.064607604,3.527549273,66,337,0.195845697
JEW23,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP23,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JW,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM25,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MJH25,rh,pSTS_faces,22.24448241,61.43589744,38.56410256,77.53846154,100,50.66666667,0,31.28205128,19.38461538,30.15384615,19.17948718,-0.222547814,0.532060981,-0.048925386,0.993384389,45,173,0.271676301
MN,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW23,rh,pSTS_faces,13.87404546,28.68421053,71.31578947,97.63157895,100,74.21052632,0,22.10526316,52.10526316,6.578947368,19.21052632,-2.04611659,-2.111116171,-1.365330906,-1.180651866,81,300,0.27
MZ23,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAV22,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC24,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP,rh,pSTS_faces,14.01439754,100,0,0,9.793814433,100,0,100,0,0,0,-11.13942337,10.66808605,-7.834276257,9.422825391,62,164,0.37804878
TH,rh,pSTS_faces,14.6311255,0,100,24.58628842,100,98.8179669,0,0,98.8179669,0,1.182033097,-3.950604439,-5.698024273,-3.420935334,-5.101130928,12,198,0.060606061
TL24,rh,pSTS_faces,17.4229939,25.33333333,74.66666667,0,7.666666667,0,0,0,0,25.33333333,74.66666667,13.77967358,-0.930829823,13.01223145,-1.72564604,11,178,0.061797753
JG24,rh,pSTS_faces,17.7318253,97.10610932,2.893890675,51.44694534,100,28.77813505,0,28.61736334,0.160771704,68.48874598,2.733118971,2.328990936,2.027403355,1.493154464,3.863565849,98,169,0.633136095
MSH28,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG22,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,rh,pSTS_faces,22.42119561,39.52095808,60.47904192,2.195608782,46.10778443,100,0,39.52095808,60.47904192,0,0,-9.006046295,-1.6466676,-9.771277583,-0.919012573,178,288,0.635416667
DRS22,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBA24,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF,rh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05/ENK05_190317_19993_time_03_1,rh,MTG_limbs,34.51294658,47.73016546,52.26983454,33.43232923,100,57.78532032,0,27.61985575,30.16546457,20.11030972,22.10436996,-12.28593826,-6.168789864,-1.077755019,-0.312283239,206,927,0.236245955
CLC06/CLC06_190912_21275_time_04_1,rh,MTG_limbs,29.66788561,53.62068966,46.37931034,28.90804598,78.16091954,93.56321839,0,50,43.56321839,3.620689655,2.816091954,-8.511069298,0.366610795,-5.683051186,0.406266566,277,1199,0.231025855
ED07/ED07_190914_21286_time_04_1,rh,MTG_limbs,35.05970203,45.90163934,54.09836066,32.29508197,100,45.45081967,0,20.86065574,24.59016393,25.04098361,29.50819672,4.217158318,-2.444984436,0.624446205,-0.561075667,26,1015,0.027586207
ENK05/ENK05_191208_21930_time_04_1,rh,MTG_limbs,25.60249768,0,100,13.02003082,60.40061633,88.28967643,0,0,88.28967643,0,11.71032357,-5.122850895,-11.83938408,-4.154427586,-7.099983408,174,1015,0.179310345
INW06/INW06_191103_21656_time_04_1,rh,MTG_limbs,11.64923721,0,100,0,0,100,0,0,100,0,0,-5.084402561,-16.29977989,-4.446696993,-16.14379744,19,651,0.029185868
RJ09/RJ09_190914_21289_time_04_1,rh,MTG_limbs,22.40608329,60.50251256,39.49748744,0,37.5879397,100,0,60.50251256,39.49748744,0,0,-11.7070446,0.663613558,-10.58570213,0.936606162,61,902,0.074279379
AOK07/AOK07_191207_21927_time_04_1,rh,MTG_limbs,35.77425362,43.44909234,56.55090766,31.09707972,100,53.31491713,0,23.20441989,30.11049724,20.24467245,26.44041042,-3.513203144,-4.76005888,-0.473595208,-0.91556002,226,533,0.4315197
CS11/CS11_190203_19652_time_03_1,rh,MTG_limbs,34.72467359,56.31027254,43.68972746,33.03983229,100,44.77987421,0,25.32494759,19.45492662,30.98532495,24.23480084,2.85654974,3.617427588,0.708218485,0.867272813,142,1301,0.116064566
GEJA09/GEJA09_190921_21343_time_04_1,rh,MTG_limbs,34.28447479,48.4744306,51.5255694,33.86334336,91.49119037,71.42243232,0,34.67984529,36.74258702,13.7945853,14.78298238,-10.15923405,-1.061843395,-2.938603943,-0.206206857,82,989,0.083923155
MDT09/MDT09_191006_21450_time_03_1,rh,MTG_limbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAPA10/DAPA10_190112_19476_time_03_1,rh,MTG_limbs,22.2054377,0,100,9.743589744,62.46153846,81.74358974,0,0,81.74358974,0,18.25641026,-3.204705954,-9.8648386,-2.873629229,-7.858430837,653,1215,0.53744856
STM10/STM10_190903_21220_time_03_1,rh,MTG_limbs,30.23562737,76.51933702,23.48066298,28.56353591,77.01657459,86.96132597,0,65.24861878,21.71270718,11.27071823,1.767955801,-9.505515099,1.937494516,-4.731540734,3.256169446,210,992,0.221774194
DAPA10/DAPA10_191012_21490_time_04_1,rh,MTG_limbs,20.88855483,44.89559165,55.10440835,0,38.97911833,100,0,44.89559165,55.10440835,0,0,-10.73277092,0.732721686,-10.46403549,-0.420505399,517,1197,0.44695071
CGSA11/CGSA11_190921_21340_time_04_1,rh,MTG_limbs,28.30899487,30.39340102,69.60659898,11.35786802,52.7284264,100,0,30.39340102,69.60659898,0,0,-12.39788628,-9.421825409,-8.533024917,-2.200735237,512,1048,0.489503817
OS12/OS12_190725_20947_time_06_1,rh,MTG_limbs,34.52894506,48.85690093,51.14309907,33.361558,99.44961897,61.81202371,0,30.22861981,31.5834039,18.62828112,19.55969517,-13.72204971,-1.702723742,-1.600128185,-0.160837865,203,772,0.265544041
CR24,rh,MTG_limbs,18.20720365,0,100,0,16.31097561,100,0,0,100,0,0,-8.868729591,-10.31911945,-10.62102778,-6.279372498,272,914,0.297592998
CS22,rh,MTG_limbs,13.25542855,0,100,0,20.05813953,100,0,0,100,0,0,-12.29989433,-10.20165443,-8.216802968,-7.91334012,32,1324,0.055891239
EM,rh,MTG_limbs,32.01143597,19.51700345,80.48299655,33.90832923,84.37654017,65.64810251,0,13.7013307,51.94677181,5.815672745,28.53622474,-7.600232601,-4.765874386,-1.981495615,-4.011868116,227,1002,0.24251497
ES,rh,MTG_limbs,25.2201251,54.32883241,45.67116759,0.476568705,34.23351867,100,0,54.32883241,45.67116759,0,0,-11.54239464,3.331597567,-10.97459963,0.443702124,84,1893,0.046487058
GB23,rh,MTG_limbs,35.82744893,48.8976378,51.1023622,31.02362205,100,47.95275591,0,23.42519685,24.52755906,25.47244094,26.57480315,0.017635867,0.471248239,0.285609044,-0.147988911,503,912,0.551535088
JEW23,rh,MTG_limbs,29.48510676,1.686046512,98.31395349,22.79069767,69.01162791,39.53488372,0,0.406976744,39.12790698,1.279069767,59.18604651,-5.395602703,-9.563921928,1.209376573,-6.687441631,631,1167,0.540702656
JP23,rh,MTG_limbs,34.25818698,19.30352537,80.69647463,31.72828891,80.65348237,42.04643164,0,7.738607051,34.30782459,11.56491831,46.38865004,4.366305828,-6.9521842,1.079876315,-4.32992261,369,1405,0.304626335
JW,rh,MTG_limbs,37.15147148,52.25522552,47.74477448,28.89622296,100,51.92519252,0,27.13604694,24.78914558,25.11917858,22.9556289,-3.079018116,0.976350486,-0.283647901,0.320769268,625,839,0.744934446
KM25,rh,MTG_limbs,13.45639419,100,0,0,0,100,0,100,0,0,0,-15.70885754,4.519893169,-13.19817049,4.446185015,174,987,0.176291793
MG,rh,MTG_limbs,27.08973784,5.020632737,94.97936726,19.60110041,67.74415406,91.12792297,0,5.020632737,86.10729023,0,8.872077029,-5.026421547,-4.795942307,-4.808437953,-5.443959043,293,993,0.295065458
MJH25,rh,MTG_limbs,25.87251823,7.245283019,92.75471698,3.849056604,42.49056604,100,0,7.245283019,92.75471698,0,0,-7.745224476,-9.003716469,-8.808030143,-4.859292641,65,1203,0.054031588
MN,rh,MTG_limbs,23.11748249,33.64750236,66.35249764,30.91423186,89.91517436,99.24599434,0,33.64750236,65.59849199,0,0.754005655,-7.084307194,0.021336554,-5.481738475,-1.494271915,82,1264,0.068037975
MW23,rh,MTG_limbs,30.11111493,19.08736784,80.91263216,21.36894825,66.22148024,94.15692821,0,18.92042293,75.23650529,0.166944908,5.676126878,-5.734625816,-5.027953625,-5.903139105,-3.815432209,488,572,0.853146853
MZ23,rh,MTG_limbs,35.72776996,44.46202532,55.53797468,31.17088608,100,54.78639241,0,24.40664557,30.37974684,20.05537975,25.15822785,-6.727257729,-0.425517052,-0.678385826,-0.785144655,484,803,0.602739726
NAV22,rh,MTG_limbs,21.93819344,45.35864979,54.64135021,6.434599156,57.70042194,100,0,45.35864979,54.64135021,0,0,-10.11390591,0.961745858,-8.814620873,-0.417825052,144,703,0.204836415
NC24,rh,MTG_limbs,30.13559274,62.42322725,37.57677275,33.78001117,84.75711893,13.67950865,0,9.156895589,4.522613065,53.26633166,33.05415969,3.153711081,-0.798964679,4.592478153,1.496359052,110,1119,0.09919571
SP,rh,MTG_limbs,33.06647838,52.08140611,47.91859389,36.44773358,100,44.58834413,0,23.17298797,21.41535615,28.90841813,26.50323774,-6.795713902,2.134566307,0.718079666,0.251652659,504,1390,0.364748201
ST25,rh,MTG_limbs,26.22203248,21.50220913,78.49779087,10.67746686,54.86008837,100,0,21.50220913,78.49779087,0,0,-10.49468994,-1.631343722,-8.200980589,-3.020369413,435,672,0.647321429
TH,rh,MTG_limbs,31.90083401,22.17821782,77.82178218,31.53465347,80.24752475,76.73267327,0,18.16831683,58.56435644,4.00990099,19.25742574,-3.908041239,-7.672005653,-3.457866125,-3.625443788,331,1905,0.196325459
TL24,rh,MTG_limbs,32.8901915,31.41923436,68.58076564,36.78804855,96.73202614,54.52847806,0,17.22689076,37.3015873,14.1923436,31.27917834,-7.78488493,-8.294834137,-0.575975901,-2.435673338,183,848,0.215801887
JG24,rh,MTG_limbs,35.06695916,56.77339901,43.22660099,32.34811166,99.13793103,58.49753695,0,33.08702791,25.41050903,23.6863711,17.81609195,-1.527777553,5.286474705,-1.166704573,0.941543163,486,900,0.54
MSH28,rh,MTG_limbs,35.15893746,34.00081733,65.99918267,29.8324479,77.03310176,79.36248468,0,27.87086228,51.49162239,6.129955047,14.50756028,-8.456821442,-5.753237724,-4.212526238,-2.235860654,107,702,0.152421652
KG22,rh,MTG_limbs,25.94833102,59.72952667,40.27047333,14.7257701,62.35912847,100,0,59.72952667,40.27047333,0,0,-9.491548538,5.446451187,-7.914624975,0.988839331,279,713,0.399719495
VN26,rh,MTG_limbs,25.3519152,0,100,5.114083399,46.49881983,100,0,0,100,0,0,-9.004716873,-9.222650528,-7.017507685,-6.640442,55,599,0.146911519
DRS22,rh,MTG_limbs,17.76769842,48.08306709,51.91693291,14.69648562,84.34504792,100,0,48.08306709,51.91693291,0,0,-9.368002892,1.788418174,-7.228577587,-0.147641571,74,1413,0.061571125
MBA24,rh,MTG_limbs,17.89175828,7.266982622,92.73301738,0,0,100,0,7.266982622,92.73301738,0,0,-15.47942352,-4.296673298,-14.55200098,-3.356653732,60,748,0.080213904
DF,rh,MTG_limbs,28.09274055,36.47435897,63.52564103,28.84615385,79.87179487,94.74358974,0,35.12820513,59.61538462,1.346153846,3.91025641,-8.048318863,0.559245646,-5.596187817,-1.498512624,305,714,0.428571429
ENK05/ENK05_190317_19993_time_03_1,lh,pSTS_faces,22.1382362,90.83419156,9.165808445,10.29866117,63.64572606,100,0,90.83419156,9.165808445,0,0,5.844150543,4.497292995,7.277811467,3.907340735,40,157,0.25477707
CLC06/CLC06_190912_21275_time_04_1,lh,pSTS_faces,27.29027879,30.2578019,69.7421981,0.542740841,30.73270014,100,0,30.2578019,69.7421981,0,0,11.1611948,-10.09413147,11.20381626,-2.168290126,27,117,0.247863248
ENK05/ENK05_191208_21930_time_04_1,lh,pSTS_faces,18.52177844,2.06185567,97.93814433,0,38.43888071,100,0,2.06185567,97.93814433,0,0,11.95757008,-5.305446148,9.676207973,-4.124145336,48,199,0.24120603
INW06/INW06_191103_21656_time_04_1,lh,pSTS_faces,22.90626531,57.66634523,42.33365477,1.446480231,43.58727097,100,0,57.66634523,42.33365477,0,0,13.97522736,3.252883434,10.0009518,0.719281841,22,209,0.105263158
RJ09/RJ09_190914_21289_time_04_1,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AOK07/AOK07_191207_21927_time_04_1,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS11/CS11_190203_19652_time_03_1,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GEJA09/GEJA09_190921_21343_time_04_1,lh,pSTS_faces,33.09143213,43.16081331,56.83918669,33.78003697,84.19593346,80.54528651,0,35.12014787,45.42513863,8.040665434,11.41404806,14.77176762,-0.977552593,4.159244768,-0.888616046,67,163,0.411042945
MDT09/MDT09_191006_21450_time_03_1,lh,pSTS_faces,32.01991409,30.22682446,69.77317554,38.80670611,94.72386588,63.70808679,0,19.77317554,43.93491124,10.45364892,25.8382643,4.421346664,-1.731751561,1.756522046,-2.530050227,120,133,0.902255639
DAPA10/DAPA10_190112_19476_time_03_1,lh,pSTS_faces,20.37998428,32.52427184,67.47572816,0,7.645631068,100,0,32.52427184,67.47572816,0,0,13.90286541,-2.759495974,13.55049383,-1.418447985,154,220,0.7
DAPA10/DAPA10_191012_21490_time_04_1,lh,pSTS_faces,23.63345142,71.66212534,28.33787466,0,34.51407811,100,0,71.66212534,28.33787466,0,0,14.53025341,2.163769007,10.72250221,2.033991779,62,203,0.315270936
CGSA11/CGSA11_190921_21340_time_04_1,lh,pSTS_faces,23.99935352,58.96762905,41.03237095,0.437445319,36.3079615,100,0,58.96762905,41.03237095,0,0,11.50321102,6.737953186,10.71655701,0.848509503,214,226,0.946902655
OS12/OS12_190725_20947_time_06_1,lh,pSTS_faces,7.695876876,0,100,0,0,100,0,0,100,0,0,13.92157078,-10.6572485,12.2578364,-10.65641668,12,150,0.08
CR24,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS22,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,lh,pSTS_faces,18.02379039,80.59467919,19.40532081,0,40.37558685,100,0,80.59467919,19.40532081,0,0,13.80706692,1.430248976,10.12809085,2.2718263,65,218,0.311926606
GB23,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JEW23,lh,pSTS_faces,32.96223738,25.2553389,74.7446611,36.16527391,89.78644383,59.42432683,0,15.45961003,43.96471681,9.795728877,30.77994429,5.225315571,-6.291990757,1.206931094,-3.298364663,27,302,0.089403974
JP23,lh,pSTS_faces,19.01249364,32.91316527,67.08683473,0,3.221288515,100,0,32.91316527,67.08683473,0,0,15.75725269,-7.219659805,13.98903278,-1.303203129,34,366,0.092896175
JW,lh,pSTS_faces,19.05067833,71.86629526,28.13370474,0,7.799442897,100,0,71.86629526,28.13370474,0,0,13.01137733,2.421836853,13.28892489,1.694092894,16,230,0.069565217
KM25,lh,pSTS_faces,28.94759361,96.74502712,3.254972875,21.63954189,67.8119349,78.05907173,0,74.86437613,3.1946956,21.88065099,0.060277275,5.620338917,7.5547719,3.299998002,6.186097902,127,134,0.947761194
MG,lh,pSTS_faces,21.76535533,100,0,1.802757158,47.18981972,89.07741251,0,89.07741251,0,10.92258749,0,9.070116043,7.231431961,3.661254993,9.038213501,19,200,0.095
MN,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW23,lh,pSTS_faces,29.39313673,3.113983549,96.88601645,16.74500588,59.92949471,88.13160987,0,3.113983549,85.01762632,0,11.86839013,13.33545589,-5.272688389,4.754678577,-6.276704447,82,203,0.403940887
NAV22,lh,pSTS_faces,21.66968556,100,0,0,20.55974166,100,0,100,0,0,0,7.20188427,13.51329327,9.132424392,8.12558831,51,148,0.344594595
SP,lh,pSTS_faces,22.44375742,87.75100402,12.24899598,22.69076305,80.92369478,100,0,87.75100402,12.24899598,0,0,9.994017601,4.632277489,5.653007907,3.546133057,156,327,0.47706422
ST25,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TH,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TL24,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG22,lh,pSTS_faces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,lh,pSTS_faces,24.22507781,47.20550301,52.79449699,0,31.98624248,100,0,47.20550301,52.79449699,0,0,14.96235275,4.845517159,11.20315602,-0.236680169,45,123,0.365853659
DF,lh,pSTS_faces,15.80634848,1.825557809,98.17444219,0,0.405679513,100,0,1.825557809,98.17444219,0,0,14.34632683,-7.674139977,13.31493141,-3.500667963,17,209,0.114832536
ENK05/ENK05_190317_19993_time_03_1,lh,MTG_limbs,24.28443397,76.8115942,23.1884058,36.06138107,93.09462916,90.87809037,0,68.62745098,22.25063939,8.184143223,0.937766411,5.115418434,5.443444729,4.294200473,2.655903439,57,1484,0.096361186
CLC06/CLC06_190912_21275_time_04_1,lh,MTG_limbs,25.02914988,47.05882353,52.94117647,1.369863014,38.03384367,100,0,47.05882353,52.94117647,0,0,12.69191074,0.061418112,10.54053527,-0.292278349,126,941,0.138150903
ED07/ED07_190914_21286_time_04_1,lh,MTG_limbs,0.997710843,100,0,0,0,100,0,100,0,0,0,5.537048817,7.3549366,6.230250926,18.6413495,10,1924,0.013513514
ENK05/ENK05_191208_21930_time_04_1,lh,MTG_limbs,18.17497485,94.05487805,5.945121951,0,0,100,0,94.05487805,5.945121951,0,0,13.35571957,10.13880062,15.2634151,3.542144115,46,1592,0.031407035
INW06/INW06_191103_21656_time_04_1,lh,MTG_limbs,23.6737083,13.62815884,86.37184116,0,34.29602888,100,0,13.62815884,86.37184116,0,0,9.115178108,-6.354566574,10.35480644,-3.607123703,222,1321,0.176381529
RJ09/RJ09_190914_21289_time_04_1,lh,MTG_limbs,35.81735773,42.69972452,57.30027548,31.01141283,95.0806769,62.25895317,0,26.76111767,35.4978355,15.93860685,21.80243998,7.474247456,-0.431237578,1.729286157,-1.032999062,94,1675,0.058507463
AOK07/AOK07_191207_21927_time_04_1,lh,MTG_limbs,-12.55307706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.46254158,4.684242249,17.84124171,2.14531656,21,1845,0.037398374
CS11/CS11_190203_19652_time_03_1,lh,MTG_limbs,34.92177162,60.73797678,39.26202322,32.66998342,99.04643449,54.18739635,0,32.75290216,21.4344942,27.98507463,17.82752902,4.955113888,5.112512589,0.589902374,1.500638294,141,1036,0.137065637
GEJA09/GEJA09_190921_21343_time_04_1,lh,MTG_limbs,35.40663505,28.58293076,71.41706924,31.72302738,84.17874396,65.05636071,0,19.0821256,45.9742351,9.500805153,25.44283414,10.5461607,-3.192000389,2.112032642,-3.035048194,74,1678,0.054827175
MDT09/MDT09_191006_21450_time_03_1,lh,MTG_limbs,31.98017803,43.34319527,56.65680473,28.99408284,76.18343195,89.69428008,0,39.29980276,50.39447732,4.043392505,6.262327416,11.04464054,-2.331570387,5.431633227,-0.836110764,119,1613,0.076255425
DAPA10/DAPA10_190112_19476_time_03_1,lh,MTG_limbs,25.09688769,0,100,8.166533227,52.44195356,100,0,0,100,0,0,8.656773567,-7.906153202,6.283817383,-6.506579671,417,1834,0.239367503
STM10/STM10_190903_21220_time_03_1,lh,MTG_limbs,21.03102764,83.88571429,16.11428571,0,33.82857143,100,0,83.88571429,16.11428571,0,0,13.66055775,4.942609787,10.52476181,2.935675179,261,1343,0.214445272
DAPA10/DAPA10_191012_21490_time_04_1,lh,MTG_limbs,24.53717492,78.40336134,21.59663866,6.890756303,51.42857143,100,0,78.40336134,21.59663866,0,0,9.428699493,2.374261618,8.766482896,2.832237879,148,1894,0.079197466
CGSA11/CGSA11_190921_21340_time_04_1,lh,MTG_limbs,26.33738808,53.45454545,46.54545455,15.34545455,62.54545455,100,0,53.45454545,46.54545455,0,0,10.56358433,3.638881683,7.92696373,0.35965899,444,1070,0.420560748
OS12/OS12_190725_20947_time_06_1,lh,MTG_limbs,30.74497431,96.52963161,3.470368393,23.97223705,69.35397758,43.8868126,0,42.60544581,1.281366791,53.9241858,2.189001602,3.930348158,10.42335796,-0.736305811,6.520475317,39,1216,0.042763158
CR24,lh,MTG_limbs,23.26585384,13.68715084,86.31284916,5.2141527,50.83798883,100,0,13.68715084,86.31284916,0,0,12.12002373,-6.043496609,8.613269815,-3.559733055,99,1200,0.083333333
CS22,lh,MTG_limbs,18.50458255,0,100,0,14.26470588,100,0,0,100,0,0,12.5982666,-11.12685204,10.87706356,-6.264766441,20,1630,0.018404908
EM,lh,MTG_limbs,24.80200201,12.45901639,87.54098361,6.147540984,49.18032787,100,0,12.45901639,87.54098361,0,0,11.77679157,0.188065156,8.542760747,-3.959266008,327,1066,0.307692308
ES,lh,MTG_limbs,34.08567654,46.9795741,53.0204259,33.94176445,86.09300304,76.92307692,0,36.28857019,40.63450674,10.69100391,12.38591917,8.61704731,-0.951853931,3.725285753,-0.405223199,58,1654,0.035066505
JEW23,lh,MTG_limbs,34.69440878,36.90176322,63.09823678,33.08144416,92.9890848,64.18975651,0,24.05541562,40.13434089,12.84634761,22.96389589,5.445133209,-6.27299881,1.941609191,-1.796847537,548,1267,0.433307024
JP23,lh,MTG_limbs,23.72125743,0,100,4.057709648,47.61045987,100,0,0,100,0,0,7.922719479,-6.975962639,6.446113223,-7.116392499,248,2441,0.115936092
JW,lh,MTG_limbs,31.35966571,51.38888889,48.61111111,26.74897119,72.8909465,93.51851852,0,47.99382716,45.52469136,3.395061728,3.086419753,14.46876526,0.719411433,6.027396346,0.17387576,85,1311,0.11136537
KM25,lh,MTG_limbs,29.65231992,100,0,18.3908046,62.12643678,67.81609195,0,67.81609195,0,32.18390805,0,0.411347091,8.445342064,2.120689588,7.273439533,225,1448,0.156077348
