sub,ROI,hemi,CenterXs,CenterYs,FWHMs,FWHM_radius,size
MN,mFus_faces,rh,-3.740962933,-2.444339848,4.379368072,2.189684036,7.369426
MN,OTS_bodies,rh,-4.392904656,-2.879654867,5.828486912,2.914243456,10.98012
MN,mOTS_words,rh,-6.517085657,-1.646834077,12.41273816,6.206369078,11.55969
MW23,V1,rh,-6.517975815,-1.747058312,16.63153797,8.315768983,2.29944
MW23,V2,rh,-5.742399667,0.66967202,14.61274847,7.306374235,2.93698
MW23,V3,rh,-4.577893054,-1.270620283,14.29572692,7.147863462,4.983274
MW23,hV4,rh,-5.284707423,0.679751744,8.789960854,4.394980427,6.045529
MW23,VO,rh,-7.840956249,1.414952826,14.26317624,7.131588121,12.29013
MW23,PHC,rh,-7.814132751,0.124479275,9.852134056,4.926067028,13.61445
MW23,pFus_faces,rh,-1.162432658,-1.154464652,5.323216888,2.661608444,9.553133
MW23,CoS_places,rh,-4.336301702,0.643572436,11.49465784,5.747328918,12.34316
MW23,mFus_faces,rh,-2.058284035,-2.216835779,3.751701313,1.875850656,10.64757
MW23,OTS_bodies,rh,-2.874537717,-2.737639373,5.314183697,2.657091848,11.20659
MZ23,V1,rh,-8.8401327,-1.710942265,15.88651138,7.943255691,3.138778
MZ23,V2,rh,-6.836909015,0.124690429,16.54252848,8.271264238,3.473923
MZ23,V3,rh,-6.421735099,-1.35405267,14.9847757,7.492387851,4.860574
MZ23,hV4,rh,-4.501838768,0.201434278,5.866355578,2.933177789,5.381269
MZ23,VO,rh,-8.13802541,2.153966297,8.354880816,4.177440408,8.600976
MZ23,PHC,rh,-9.566041097,5.209094497,11.18487125,5.592435624,12.1167
MZ23,pFus_faces,rh,-2.728731658,1.658361039,6.026069652,3.013034826,9.707166
MZ23,pOTS_words,rh,-6.369469359,-4.394171306,9.892702228,4.946351114,11.7586
MZ23,CoS_places,rh,-9.074082282,2.841531873,7.559871314,3.779935657,10.90523
MZ23,mFus_faces,rh,-1.614511288,0.920219442,3.968527851,1.984263926,7.776712
MZ23,OTS_bodies,rh,-5.860615734,-6.341880603,7.435686673,3.717843337,20.08657
NAV22,V1,rh,-6.08649992,-0.183043882,15.48650103,7.743250516,3.542327
NAV22,V2,rh,-6.170228406,-0.483967867,15.04452363,7.522261814,4.048951
NAV22,V3,rh,-8.144478706,-3.142020966,11.95159259,5.975796296,6.196236
NAV22,hV4,rh,-6.41840817,-0.863596958,8.908574656,4.454287328,6.650665
NAV22,VO,rh,-8.443072921,1.309013437,12.36748472,6.18374236,12.55394
NAV22,PHC,rh,-6.896158179,4.296686843,12.02336424,6.011682119,17.97841
NAV22,pFus_faces,rh,-9.137160524,3.763260134,7.731238192,3.865619096,13.04461
NAV22,pOTS_words,rh,-6.203543656,0.534381396,3.655260503,1.827630251,9.135007
NAV22,CoS_places,rh,-8.935592044,3.048842129,10.81275791,5.406378954,13.94947
NAV22,mFus_faces,rh,-5.379917843,2.741950261,9.982804835,4.991402418,10.13562
NAV22,OTS_bodies,rh,-4.144146644,0.97870343,1.413592584,0.706796292,10.30157
NC24,V1,rh,-5.446619694,4.541481183,19.5336018,9.7668009,2.59375
NC24,V2,rh,-6.549984243,1.090203805,17.09156866,8.545784331,3.413977
NC24,V3,rh,-5.225959446,0.320179111,15.04107218,7.52053609,3.625119
NC24,hV4,rh,-4.884811802,1.728037025,10.22153675,5.110768373,6.595542
NC24,VO,rh,-11.2778861,4.546521019,12.03168447,6.015842236,11.46679
NC24,PHC,rh,-9.732825095,3.287153445,10.31122406,5.15561203,15.05241
NC24,pOTS_words,rh,-3.629901748,-1.645938968,2.722436877,1.361218439,11.48145
NC24,CoS_places,rh,-6.594877053,1.390257839,10.70949609,5.354748044,11.80484
NC24,mFus_faces,rh,-2.839883785,-0.453205899,3.623695958,1.811847979,10.08844
SP,V1,rh,-5.915056266,-1.35066173,15.51756302,7.758781508,2.991346
SP,V2,rh,-6.318516114,-0.091921373,14.5644482,7.2822241,3.773151
SP,V3,rh,-6.743688627,-0.796446531,14.40225598,7.201127989,6.296058
SP,hV4,rh,-4.986141784,0.186076194,8.772978509,4.386489254,6.093067
SP,VO,rh,-8.340141622,0.923742198,11.64511498,5.822557488,9.251401
SP,pFus_faces,rh,-2.726060433,-1.651761043,6.164654728,3.082327364,7.904805
SP,CoS_places,rh,-8.918109827,-1.067367912,12.81477213,6.407386067,14.08658
SP,mFus_faces,rh,-3.136263456,-1.581042606,6.547641217,3.273820609,8.792464
SP,OTS_bodies,rh,-3.174808143,-2.819777435,5.378750615,2.689375308,8.542736
ST25,V1,rh,-7.940321146,-0.239177188,14.61811652,7.309058262,2.35144
ST25,V2,rh,-6.637574803,-0.57496158,17.08889824,8.544449118,3.411539
ST25,V3,rh,-6.795217463,-0.426859554,13.46573527,6.732867635,5.775934
ST25,hV4,rh,-7.851823702,3.567930485,9.429795031,4.714897516,9.979417
ST25,pFus_faces,rh,-4.7361941,-1.054613778,12.02267971,6.011339857,9.326368
ST25,pOTS_words,rh,-3.733091995,-0.244535896,3.377977933,1.688988966,5.209464
ST25,CoS_places,rh,-7.62759694,1.430387944,8.438119149,4.219059575,10.44545
ST25,mFus_faces,rh,-2.558952924,-0.167497584,6.218476529,3.109238264,8.094848
ST25,OTS_bodies,rh,-4.549827352,-1.405145799,7.952803458,3.976401729,9.737399
ST25,mOTS_words,rh,-7.027932599,-3.732698255,8.855422307,4.427711154,9.034923
TH,V1,rh,-5.511835322,-1.54109839,17.65242258,8.826211289,2.760185
TH,V2,rh,-5.30341098,-1.777306992,15.19515008,7.597575041,3.516818
TH,V3,rh,-5.242401947,-0.128940576,15.54305742,7.771528711,4.365569
TH,hV4,rh,-5.814469849,-1.082608178,9.216880374,4.608440187,6.132529
TH,VO,rh,-10.61631797,2.795722797,14.19274187,7.096370936,9.459912
TH,pFus_faces,rh,-2.315561482,-2.54686597,9.742910396,4.871455198,9.419558
TH,pOTS_words,rh,-2.515807277,-5.608815959,11.72630432,5.863152159,10.76681
TH,CoS_places,rh,-5.136169313,-5.038048928,10.31783929,5.158919645,9.859446
TH,mFus_faces,rh,0.485830169,-2.222053243,5.331135814,2.665567907,7.062348
TH,OTS_bodies,rh,0.294073078,-4.408610569,12.10892293,6.054461467,9.151834
TH,mOTS_words,rh,9.592329476,-10.72065608,9.29845333,4.649226665,13.79498
TL24,V1,rh,-3.26690166,-2.563167585,17.1380276,8.569013802,2.6328
TL24,V2,rh,-4.206657531,4.285432832,16.10038454,8.050192268,2.977391
TL24,V3,rh,-5.174977678,-0.09473198,12.45539165,6.227695826,6.208395
TL24,hV4,rh,-5.788926091,1.891550315,7.653634025,3.826817012,9.930318
TL24,CoS_places,rh,-5.298718198,5.139328542,9.051294971,4.525647486,11.2832
TL24,OTS_bodies,rh,-4.14739749,-8.2155294,6.004094148,3.002047074,11.44533
JG24,V1,rh,-5.746125098,-1.65297931,15.90727978,7.95363989,3.581122
JG24,V2,rh,-4.970903449,1.022263866,14.95597939,7.477989696,3.502715
JG24,V3,rh,-7.142508921,-1.729028309,15.14996876,7.57498438,5.763491
JG24,hV4,rh,-2.73629609,-0.540224917,8.454006501,4.227003251,3.883912
JG24,VO,rh,-8.363273097,0.511997787,13.23420678,6.61710339,9.510342
MSH28,V1,rh,-5.494403118,0.256375486,14.77505743,7.387528713,3.281728
MSH28,V2,rh,-6.289014446,0.170109468,14.39060218,7.195301089,3.634079
MSH28,V3,rh,-6.50282275,0.164085686,13.01730594,6.508652971,5.147963
MSH28,hV4,rh,-5.398544512,-2.453102317,11.99437017,5.997185084,7.224494
MSH28,VO,rh,-9.100987011,2.219250965,11.56228175,5.781140877,10.35443
MSH28,pFus_faces,rh,-5.702848201,-2.223128026,6.771673642,3.385836821,8.52332
KG22,V1,rh,-7.154907561,-2.459111698,17.34142342,8.670711711,3.511407
KG22,V2,rh,-6.456386004,-0.958321055,17.21603574,8.60801787,4.277205
KG22,V3,rh,-5.478737369,-0.807275309,14.88264048,7.441320238,5.366097
KG22,hV4,rh,-5.664350864,1.396405989,8.990243436,4.495121718,5.609586
KG22,VO,rh,-9.785477797,4.41812408,12.07359325,6.036796625,9.990483
KG22,pFus_faces,rh,-4.480492453,-0.997554568,3.193785759,1.59689288,7.747791
KG22,CoS_places,rh,-4.027477108,0.632851456,10.10574911,5.052874556,6.709074
KG22,mFus_faces,rh,-0.319494217,-0.7489684,3.67400896,1.83700448,5.054364
KG22,OTS_bodies,rh,-5.611483117,-1.059073734,5.297456503,2.648728252,10.25559
VN26,V1,rh,-9.364219327,3.308307786,14.45226423,7.226132115,2.62317
VN26,V2,rh,-7.623580474,2.204852105,16.18815247,8.094076233,3.721504
VN26,V3,rh,-6.833570644,-1.771191171,13.62950219,6.814751093,5.430023
VN26,hV4,rh,-7.195766725,2.187648216,6.344188867,3.172094433,7.383575
VN26,VO,rh,-7.321679786,1.51178235,7.428613382,3.714306691,9.320539
VN26,pFus_faces,rh,-3.909689718,-3.372100597,9.702264317,4.851132159,12.26148
VN26,CoS_places,rh,-7.144484428,-0.96627078,11.17477659,5.587388297,14.24111
VN26,mFus_faces,rh,-3.114888476,-4.182885989,2.421316641,1.21065832,8.837735
VN26,mOTS_words,rh,-1.666744586,-2.345465194,2.432311959,1.216155979,8.316902
DRS22,V1,rh,-6.178809738,-0.363060477,14.15508618,7.077543092,1.965919
DRS22,V2,rh,-6.634182745,0.951656858,16.28032363,8.140161815,3.345835
DRS22,V3,rh,-5.7126458,-4.121744021,16.92880041,8.464400207,5.405056
DRS22,hV4,rh,-4.662875898,-0.918847054,7.445313959,3.72265698,6.510995
DRS22,VO,rh,-8.50191477,1.735582775,12.02158963,6.010794814,10.06025
DRS22,pFus_faces,rh,-3.301000834,-0.018773153,5.771071371,2.885535686,9.427766
DRS22,CoS_places,rh,-8.199103308,9.475589657,11.90045373,5.950226864,16.60908
DRS22,mFus_faces,rh,-5.363638521,-1.222112966,6.958352552,3.479176276,8.91768
DRS22,OTS_bodies,rh,-5.801362824,0.959723013,11.68761446,5.843807228,9.957927
MBA24,V1,rh,-7.050536724,-4.586142411,15.95028744,7.975143719,3.294906
MBA24,V2,rh,-7.309773991,0.341713417,15.48864433,7.744322165,3.344976
MBA24,V3,rh,-7.400932573,1.967193848,10.3958441,5.197922052,5.316272
MBA24,hV4,rh,-4.332791094,-0.674604878,5.659398654,2.829699327,5.144201
MBA24,VO,rh,-8.035360039,0.103960398,7.992867616,3.996433808,9.184489
MBA24,pFus_faces,rh,-2.325259757,-2.028744039,2.7341863,1.36709315,9.56618
MBA24,pOTS_words,rh,-3.218187972,-3.03632323,5.257129886,2.628564943,11.83174
MBA24,CoS_places,rh,-8.095309004,-0.620404188,9.56063552,4.78031776,10.31764
MBA24,OTS_bodies,rh,-2.369107886,-6.105104948,8.686983289,4.343491645,8.778494
DF,V1,rh,-6.380550521,-0.030426025,16.0662976,8.033148801,2.49051
DF,V2,rh,-6.565000479,0.001133837,15.6906725,7.845336252,3.60932
DF,V3,rh,-6.89115463,-0.635175103,15.23233424,7.616167121,5.119715
DF,hV4,rh,-6.201039333,0.10050012,8.972069514,4.486034757,6.142528
DF,VO,rh,-8.552423992,2.137331471,11.11108468,5.555542342,10.36833
DF,pFus_faces,rh,-3.08748731,-0.402286871,5.941782463,2.970891232,8.869967
DF,pOTS_words,rh,-3.774829356,-2.545067761,7.437216386,3.718608193,11.49537
DF,CoS_places,rh,-7.891857045,-1.255296265,7.331262991,3.665631495,11.65864
DF,mFus_faces,rh,-1.349132578,-0.766034919,8.625778772,4.312889386,10.50238
ENK05/ENK05_190317_19993_time_03_1,V1,lh,7.841438417,0.067166051,16.20575586,8.102877931,2.549268
ENK05/ENK05_190317_19993_time_03_1,V2,lh,8.218131462,1.662511923,12.17569864,6.087849322,3.370162
ENK05/ENK05_190317_19993_time_03_1,V3,lh,7.912366165,-0.905432909,11.96701271,5.983506353,4.768579
ENK05/ENK05_190317_19993_time_03_1,hV4,lh,5.629787439,4.286705477,8.605436388,4.302718194,7.10501
ENK05/ENK05_190317_19993_time_03_1,VO,lh,8.127525633,3.240910743,11.07095959,5.535479796,10.23529
ENK05/ENK05_190317_19993_time_03_1,PHC,lh,14.30771652,0.84590691,10.2672679,5.133633949,17.74368
ENK05/ENK05_190317_19993_time_03_1,pFus_faces,lh,5.042165111,2.302510728,2.668958022,1.334479011,10.36895
ENK05/ENK05_190317_19993_time_03_1,pOTS_words,lh,4.238875593,-2.302639161,7.35864504,3.67932252,9.79172
ENK05/ENK05_190317_19993_time_03_1,mOTS_words,lh,4.826016034,-0.096098002,6.09234651,3.046173255,12.68814
CLC06/CLC06_190912_21275_time_04_1,V1,lh,6.08773608,-3.548528219,15.13370824,7.566854121,2.590296
CLC06/CLC06_190912_21275_time_04_1,V2,lh,6.746237832,-1.483687559,16.06015251,8.030076257,3.673574
CLC06/CLC06_190912_21275_time_04_1,V3,lh,6.741585727,0.733805787,13.3649118,6.682455899,4.469101
CLC06/CLC06_190912_21275_time_04_1,hV4,lh,5.341603523,1.801269594,8.294100076,4.147050038,4.60219
CLC06/CLC06_190912_21275_time_04_1,VO,lh,9.341519932,4.536056913,11.00916045,5.504580224,10.18241
CLC06/CLC06_190912_21275_time_04_1,PHC,lh,12.03736696,2.313424139,7.901987848,3.950993924,15.1077
CLC06/CLC06_190912_21275_time_04_1,pFus_faces,lh,3.799846232,-0.456664485,2.685838078,1.342919039,5.410025
CLC06/CLC06_190912_21275_time_04_1,CoS_places,lh,9.586907508,3.008124547,9.944138876,4.972069438,12.56453
CLC06/CLC06_190912_21275_time_04_1,mFus_faces,lh,4.249770702,2.02456996,4.145111634,2.072555817,8.768992
ED07/ED07_190914_21286_time_04_1,V1,lh,6.689485276,-0.279977429,16.00957784,8.004788919,2.641736
ED07/ED07_190914_21286_time_04_1,V2,lh,6.113855991,-1.032315545,14.17853525,7.089267627,3.702567
ED07/ED07_190914_21286_time_04_1,V3,lh,6.524503041,-1.453017691,14.45937,7.229684998,4.722635
ED07/ED07_190914_21286_time_04_1,hV4,lh,5.767201128,0.824783347,10.72078569,5.360392846,5.165133
ED07/ED07_190914_21286_time_04_1,VO,lh,8.609674845,2.512998444,12.86433819,6.432169094,10.47338
ED07/ED07_190914_21286_time_04_1,pFus_faces,lh,6.46882433,0.045813213,6.816921899,3.408460949,9.606373
ED07/ED07_190914_21286_time_04_1,pOTS_words,lh,4.279952813,-4.64243229,8.536633894,4.268316947,10.84462
ED07/ED07_190914_21286_time_04_1,CoS_places,lh,9.2298156,7.452832079,9.527991521,4.76399576,12.59519
ED07/ED07_190914_21286_time_04_1,mFus_faces,lh,3.626828398,-0.885360381,2.10662006,1.05331003,7.035107
ED07/ED07_190914_21286_time_04_1,OTS_bodies,lh,4.17989226,-2.318271234,6.866701997,3.433350998,5.67921
ENK05/ENK05_191208_21930_time_04_1,V1,lh,8.097184398,0.865262804,16.61566377,8.307831887,2.666622
ENK05/ENK05_191208_21930_time_04_1,V2,lh,6.673007156,1.406436727,12.9013435,6.450671748,2.862057
ENK05/ENK05_191208_21930_time_04_1,V3,lh,7.324070091,-0.00468022,12.9554341,6.477717052,4.447021
ENK05/ENK05_191208_21930_time_04_1,hV4,lh,4.075148728,3.325961921,4.453309341,2.226654671,4.259446
ENK05/ENK05_191208_21930_time_04_1,VO,lh,6.581064304,3.927560577,9.774604883,4.887302441,8.227786
ENK05/ENK05_191208_21930_time_04_1,PHC,lh,10.59703424,-0.478717055,10.72500744,5.362503718,11.57747
ENK05/ENK05_191208_21930_time_04_1,pFus_faces,lh,9.224184149,0.950787319,9.992282855,4.996141427,14.14555
ENK05/ENK05_191208_21930_time_04_1,pOTS_words,lh,5.647286766,-0.971391932,8.395074742,4.197537371,10.04373
ENK05/ENK05_191208_21930_time_04_1,CoS_places,lh,14.31481731,1.676566607,8.541191192,4.270595596,17.08977
ENK05/ENK05_191208_21930_time_04_1,mFus_faces,lh,11.14693319,-0.273663925,12.14244714,6.071223571,17.05018
ENK05/ENK05_191208_21930_time_04_1,OTS_bodies,lh,11.72209887,-7.25851176,8.320768062,4.160384031,18.74954
INW06/INW06_191103_21656_time_04_1,V1,lh,7.126915738,-1.931578667,14.28815599,7.144077997,3.664486
INW06/INW06_191103_21656_time_04_1,V2,lh,6.564573036,0.080886108,16.07011781,8.035058907,3.307694
INW06/INW06_191103_21656_time_04_1,V3,lh,7.427157292,-1.331461827,13.1224554,6.5612277,3.847858
INW06/INW06_191103_21656_time_04_1,hV4,lh,6.66591919,2.333981961,9.429855804,4.714927902,4.820837
INW06/INW06_191103_21656_time_04_1,VO,lh,11.86753095,3.03900494,11.31438477,5.657192387,8.599862
INW06/INW06_191103_21656_time_04_1,PHC,lh,12.69247753,2.976537619,7.746741224,3.873370612,13.27052
INW06/INW06_191103_21656_time_04_1,pFus_faces,lh,6.754650211,-2.988170933,2.367910909,1.183955455,8.865652
INW06/INW06_191103_21656_time_04_1,pOTS_words,lh,5.646372531,-5.507756737,6.348998453,3.174499227,7.885751
INW06/INW06_191103_21656_time_04_1,CoS_places,lh,12.07258163,2.836446211,8.058858121,4.029429061,13.60311
INW06/INW06_191103_21656_time_04_1,mFus_faces,lh,5.311966701,-2.461116812,9.937943135,4.968971567,13.85116
INW06/INW06_191103_21656_time_04_1,mOTS_words,lh,5.476282025,-5.153848162,8.419721887,4.209860943,11.15806
RJ09/RJ09_190914_21289_time_04_1,V1,lh,6.925447068,0.253145728,16.8697663,8.434883149,2.860258
RJ09/RJ09_190914_21289_time_04_1,V2,lh,8.000275932,-2.180371456,12.93045484,6.46522742,3.808558
RJ09/RJ09_190914_21289_time_04_1,V3,lh,9.118741103,0.324991067,11.30027854,5.650139272,5.925589
RJ09/RJ09_190914_21289_time_04_1,hV4,lh,6.885883674,4.691673146,9.110125771,4.555062885,5.944915
RJ09/RJ09_190914_21289_time_04_1,VO,lh,11.81180654,2.172425884,9.396713428,4.698356714,11.53519
RJ09/RJ09_190914_21289_time_04_1,PHC,lh,11.14021458,5.108784639,13.52194833,6.760974166,12.76681
RJ09/RJ09_190914_21289_time_04_1,pFus_faces,lh,6.512179063,0.507188571,3.976525366,1.988262683,8.854673
RJ09/RJ09_190914_21289_time_04_1,pOTS_words,lh,3.964700353,1.080774457,6.320857653,3.160428827,9.286001
RJ09/RJ09_190914_21289_time_04_1,CoS_places,lh,8.76315898,4.044214939,9.809136033,4.904568016,12.48397
RJ09/RJ09_190914_21289_time_04_1,mFus_faces,lh,0.677350407,1.95337068,2.761189642,1.380594821,6.154774
RJ09/RJ09_190914_21289_time_04_1,OTS_bodies,lh,3.062508558,-3.274563096,6.125604576,3.062802288,11.8447
RJ09/RJ09_190914_21289_time_04_1,mOTS_words,lh,1.327981286,-6.493692183,11.40901811,5.704509057,14.28934
AOK07/AOK07_191207_21927_time_04_1,V1,lh,6.876712843,1.047528636,14.17032613,7.085163067,2.546238
AOK07/AOK07_191207_21927_time_04_1,V2,lh,6.164362117,0.39560519,13.32019057,6.660095285,3.099826
AOK07/AOK07_191207_21927_time_04_1,V3,lh,6.338793789,-0.09045057,13.55196464,6.77598232,4.308357
AOK07/AOK07_191207_21927_time_04_1,hV4,lh,7.167393271,1.30121742,9.602598212,4.801299106,6.190938
AOK07/AOK07_191207_21927_time_04_1,VO,lh,11.80310452,1.063706315,9.734070592,4.867035296,12.42233
AOK07/AOK07_191207_21927_time_04_1,pFus_faces,lh,6.841247407,1.319844321,1.971604559,0.98580228,7.329511
AOK07/AOK07_191207_21927_time_04_1,pOTS_words,lh,5.465758482,0.113115505,3.3590936,1.6795468,6.261457
AOK07/AOK07_191207_21927_time_04_1,CoS_places,lh,12.80484519,2.076429962,9.929344794,4.964672397,13.96846
AOK07/AOK07_191207_21927_time_04_1,mFus_faces,lh,6.976405526,1.796216752,7.325034093,3.662517047,9.066467
AOK07/AOK07_191207_21927_time_04_1,OTS_bodies,lh,9.259810456,1.989507966,9.455911574,4.727955787,11.3922
AOK07/AOK07_191207_21927_time_04_1,mOTS_words,lh,7.334385869,0.804215205,5.675552549,2.837776275,9.821429
CS11/CS11_190203_19652_time_03_1,V1,lh,6.492415088,1.159692147,15.23595093,7.617975463,3.600279
CS11/CS11_190203_19652_time_03_1,V2,lh,6.329726046,-2.28787118,12.56679775,6.283398875,3.45732
CS11/CS11_190203_19652_time_03_1,V3,lh,6.547983156,0.500979974,11.00339577,5.501697884,4.667467
CS11/CS11_190203_19652_time_03_1,hV4,lh,7.246681329,1.66661722,11.13851942,5.56925971,7.997059
CS11/CS11_190203_19652_time_03_1,VO,lh,11.39846551,0.303402567,13.78934382,6.89467191,12.48554
CS11/CS11_190203_19652_time_03_1,PHC,lh,10.18952058,-0.123453993,10.44078588,5.220392941,13.5772
CS11/CS11_190203_19652_time_03_1,pFus_faces,lh,3.895712127,-0.206717367,6.827249926,3.413624963,8.726931
CS11/CS11_190203_19652_time_03_1,pOTS_words,lh,7.497362244,4.150729907,9.895904214,4.947952107,16.03583
CS11/CS11_190203_19652_time_03_1,CoS_places,lh,11.03056001,0.807825731,8.761400139,4.380700069,13.02514
CS11/CS11_190203_19652_time_03_1,mFus_faces,lh,3.856838288,1.484079487,4.831456401,2.415728201,10.65968
CS11/CS11_190203_19652_time_03_1,mOTS_words,lh,5.799969054,0.366882546,7.000668705,3.500334353,12.59128
GEJA09/GEJA09_190921_21343_time_04_1,V1,lh,5.815801384,-0.423698179,17.65823209,8.829116043,3.445861
GEJA09/GEJA09_190921_21343_time_04_1,V2,lh,6.626304962,-0.728765833,14.65519179,7.327595895,4.826954
GEJA09/GEJA09_190921_21343_time_04_1,V3,lh,8.571702939,-3.121928278,10.24812226,5.124061129,6.054207
GEJA09/GEJA09_190921_21343_time_04_1,hV4,lh,6.258562351,1.688163458,9.535028813,4.767514406,6.165244
GEJA09/GEJA09_190921_21343_time_04_1,VO,lh,8.922354133,0.621353726,9.538474113,4.769237057,9.546515
GEJA09/GEJA09_190921_21343_time_04_1,PHC,lh,11.33748375,5.200072762,10.6700427,5.335021349,18.2941
GEJA09/GEJA09_190921_21343_time_04_1,pFus_faces,lh,3.825268166,0.7221288,9.194800818,4.597400409,10.40802
GEJA09/GEJA09_190921_21343_time_04_1,pOTS_words,lh,4.182129531,-1.087476071,7.465892598,3.732946299,8.207088
GEJA09/GEJA09_190921_21343_time_04_1,CoS_places,lh,11.53426282,11.40458392,6.977506459,3.48875323,16.13037
GEJA09/GEJA09_190921_21343_time_04_1,mFus_faces,lh,4.375576949,0.65028338,5.95506551,2.977532755,7.231796
GEJA09/GEJA09_190921_21343_time_04_1,OTS_bodies,lh,5.637652792,-6.423518839,14.34379462,7.17189731,41.11647
MDT09/MDT09_191006_21450_time_03_1,V1,lh,6.465189108,-0.787387745,14.93415855,7.467079277,2.662041
MDT09/MDT09_191006_21450_time_03_1,V2,lh,6.513456193,-0.295296193,14.52449893,7.262249465,4.000701
MDT09/MDT09_191006_21450_time_03_1,V3,lh,6.448622045,1.053799,13.30812774,6.65406387,4.672759
MDT09/MDT09_191006_21450_time_03_1,hV4,lh,7.173142657,1.048118432,11.62002288,5.81001144,7.52645
MDT09/MDT09_191006_21450_time_03_1,VO,lh,7.522407863,1.928790239,13.28656817,6.643284083,11.99189
MDT09/MDT09_191006_21450_time_03_1,PHC,lh,9.137184829,1.697131431,11.47284937,5.736424685,15.7643
MDT09/MDT09_191006_21450_time_03_1,pFus_faces,lh,4.344357229,0.061996938,10.18479403,5.092397015,11.13651
MDT09/MDT09_191006_21450_time_03_1,pOTS_words,lh,3.174711547,-0.378775553,12.70838587,6.354192933,10.26833
MDT09/MDT09_191006_21450_time_03_1,CoS_places,lh,9.51142369,4.328906773,9.585275986,4.792637993,15.73978
MDT09/MDT09_191006_21450_time_03_1,mFus_faces,lh,1.970768063,1.599080364,4.273700036,2.136850018,8.957253
MDT09/MDT09_191006_21450_time_03_1,OTS_bodies,lh,-0.307612688,1.944117061,4.42328102,2.21164051,7.018062
DAPA10/DAPA10_190112_19476_time_03_1,V1,lh,5.854307077,1.328599463,16.37934286,8.189671431,4.071153
DAPA10/DAPA10_190112_19476_time_03_1,V2,lh,6.54070107,-0.304428732,15.19175043,7.595875213,4.223479
DAPA10/DAPA10_190112_19476_time_03_1,V3,lh,6.446296871,0.993667058,15.89405585,7.947027923,5.537265
DAPA10/DAPA10_190112_19476_time_03_1,hV4,lh,5.920488117,3.223063834,10.56755365,5.283776826,6.2552
DAPA10/DAPA10_190112_19476_time_03_1,VO,lh,8.487461568,3.961030801,9.443107227,4.721553613,8.713705
DAPA10/DAPA10_190112_19476_time_03_1,PHC,lh,7.738010866,1.551121218,9.272252357,4.636126179,8.476814
DAPA10/DAPA10_190112_19476_time_03_1,pFus_faces,lh,7.92661323,0.815122832,2.977843754,1.488921877,9.657372
DAPA10/DAPA10_190112_19476_time_03_1,pOTS_words,lh,4.570436834,-0.337896464,1.994948952,0.997474476,7.559554
DAPA10/DAPA10_190112_19476_time_03_1,CoS_places,lh,7.582529071,1.29380926,7.380973985,3.690486993,9.277178
DAPA10/DAPA10_190112_19476_time_03_1,mFus_faces,lh,5.804983176,0.611780573,2.642084636,1.321042318,9.366341
DAPA10/DAPA10_190112_19476_time_03_1,OTS_bodies,lh,5.743837185,-5.10619347,10.15439777,5.077198884,10.88835
STM10/STM10_190903_21220_time_03_1,V1,lh,5.171381329,-1.732233782,19.50778421,9.753892105,2.550653
STM10/STM10_190903_21220_time_03_1,V2,lh,6.530696426,-1.342102996,14.67055754,7.335278771,3.004677
STM10/STM10_190903_21220_time_03_1,V3,lh,6.014916381,-0.62894949,16.25418499,8.127092497,3.94963
STM10/STM10_190903_21220_time_03_1,hV4,lh,6.236308833,0.967354243,8.424164345,4.212082173,5.605993
STM10/STM10_190903_21220_time_03_1,VO,lh,8.549987991,5.897640648,14.83227157,7.416135783,8.390061
STM10/STM10_190903_21220_time_03_1,PHC,lh,12.48258576,7.555802294,9.062084607,4.531042304,12.10073
STM10/STM10_190903_21220_time_03_1,pFus_faces,lh,5.433891901,0.502482701,14.11443709,7.057218546,10.44232
STM10/STM10_190903_21220_time_03_1,pOTS_words,lh,3.322186881,0.705555665,1.754372951,0.877186476,4.575777
STM10/STM10_190903_21220_time_03_1,CoS_places,lh,12.04543154,4.827603616,6.658499256,3.329249628,11.39346
STM10/STM10_190903_21220_time_03_1,mFus_faces,lh,4.409166274,1.277917358,2.326356422,1.163178211,9.043345
STM10/STM10_190903_21220_time_03_1,OTS_bodies,lh,11.07576488,-2.541636308,7.687049627,3.843524813,19.44274
STM10/STM10_190903_21220_time_03_1,mOTS_words,lh,8.013380181,0.046898448,4.597351953,2.298675976,11.77205
DAPA10/DAPA10_191012_21490_time_04_1,V1,lh,5.267128766,1.129807138,16.76192753,8.380963765,3.678177
DAPA10/DAPA10_191012_21490_time_04_1,V2,lh,5.954167853,-0.361755851,15.32802835,7.664014175,3.68081
DAPA10/DAPA10_191012_21490_time_04_1,V3,lh,6.564259344,0.553035392,14.39297326,7.196486631,4.598105
DAPA10/DAPA10_191012_21490_time_04_1,hV4,lh,7.815803918,4.184838019,12.51273386,6.256366928,7.11285
DAPA10/DAPA10_191012_21490_time_04_1,VO,lh,9.776235833,3.373065866,12.06320881,6.031604403,8.794788
DAPA10/DAPA10_191012_21490_time_04_1,PHC,lh,12.34371906,-0.774433242,9.915532202,4.957766101,8.318119
DAPA10/DAPA10_191012_21490_time_04_1,pFus_faces,lh,6.798429168,1.438611449,4.135638313,2.067819157,8.996395
DAPA10/DAPA10_191012_21490_time_04_1,pOTS_words,lh,4.696135714,-0.341159462,2.612649402,1.306324701,8.614675
DAPA10/DAPA10_191012_21490_time_04_1,CoS_places,lh,13.90751096,-1.017913678,7.564762506,3.782381253,9.835755
