sub,ROI,hemi,CenterXs,CenterYs,FWHMs,FWHM_radius,size
JEW23,IOG_faces,rh,-2.601799249,-0.47230071,5.757633034,2.878816517,8.30693
JP23,IOG_faces,rh,-3.618777876,-1.985550244,6.509951268,3.254975634,9.155389
JW,IOG_faces,rh,-2.701526353,-4.275864162,7.592743819,3.796371909,6.362829
KM25,IOG_faces,rh,-4.034376107,0.763088669,4.848227028,2.424113514,5.777097
MG,IOG_faces,rh,-3.608631473,-4.057667833,2.026208081,1.013104041,8.169284
MJH25,IOG_faces,rh,-4.08411261,-1.235087081,5.385360895,2.692680448,9.169226
MN,IOG_faces,rh,-1.878494237,-1.20807971,5.843466492,2.921733246,5.475419
MW23,IOG_faces,rh,-0.971727852,1.951669385,13.01708576,6.508542881,7.961007
MZ23,IOG_faces,rh,-0.391992815,-2.252353335,3.346099021,1.673049511,2.794717
NAV22,IOG_faces,rh,-3.487416188,1.257935915,4.776164492,2.388082246,11.62139
NC24,IOG_faces,rh,-8.325148145,3.567257234,9.670196653,4.835098327,10.70602
SP,IOG_faces,rh,-4.596015208,0.224835038,6.110129219,3.055064609,8.452542
ST25,IOG_faces,rh,-4.39549894,1.20796049,9.749006645,4.874503323,7.211677
TH,IOG_faces,rh,-2.829369886,-2.990638087,4.340771177,2.170385589,5.922554
TL24,IOG_faces,rh,-3.757377878,-1.687071458,16.03512178,8.017560889,9.131329
MSH28,IOG_faces,rh,-5.198338105,4.194236952,15.38285217,7.691426084,23.78067
ENK05/ENK05_190317_19993_time_03_1,IPS_places,rh,-6.350656233,-0.318520005,11.35649088,5.678245441,10.59512
CLC06/CLC06_190912_21275_time_04_1,IPS_places,rh,-6.999053464,3.319923608,10.23288859,5.116444294,11.69211
ED07/ED07_190914_21286_time_04_1,IPS_places,rh,-13.81449357,3.56370195,14.14685037,7.073425187,14.86465
ENK05/ENK05_191208_21930_time_04_1,IPS_places,rh,-7.398423164,-2.530024041,12.04115197,6.020575986,10.51242
INW06/INW06_191103_21656_time_04_1,IPS_places,rh,-8.948067923,0.022580674,11.9684897,5.984244848,13.25181
RJ09/RJ09_190914_21289_time_04_1,IPS_places,rh,-7.43067578,-3.271947709,12.76104792,6.380523961,7.966014
AOK07/AOK07_191207_21927_time_04_1,IPS_places,rh,-5.159584847,1.700013132,14.12391854,7.061959271,17.23284
CS11/CS11_190203_19652_time_03_1,IPS_places,rh,-6.131007249,0.247742359,16.81818315,8.409091577,13.63166
GEJA09/GEJA09_190921_21343_time_04_1,IPS_places,rh,-9.75222356,-0.677261197,10.92661849,5.463309243,13.63785
MDT09/MDT09_191006_21450_time_03_1,IPS_places,rh,-4.169064227,0.112270536,10.77236872,5.386184361,11.3306
DAPA10/DAPA10_190112_19476_time_03_1,IPS_places,rh,-4.177287451,-0.251816,11.54348159,5.771740795,8.267301
STM10/STM10_190903_21220_time_03_1,IPS_places,rh,-8.619403478,-2.057243082,10.43522209,5.217611043,10.37001
DAPA10/DAPA10_191012_21490_time_04_1,IPS_places,rh,-6.309608101,1.533025664,11.21434924,5.607174618,7.154994
CGSA11/CGSA11_190921_21340_time_04_1,IPS_places,rh,-14.81660916,-3.028033558,7.861891947,3.930945974,28.40428
OS12/OS12_190725_20947_time_06_1,IPS_places,rh,-9.657129203,3.019779992,11.75328065,5.876640324,14.83151
CS22,IPS_places,rh,-4.687729302,-6.423186357,11.61522254,5.807611271,8.790474
EM,IPS_places,rh,-6.949870702,1.385927497,12.04544753,6.022723767,10.77261
ES,IPS_places,rh,-8.656847726,-4.700133612,14.11488747,7.057443734,14.421
GB23,IPS_places,rh,-6.351961042,5.462670532,13.5484648,6.774232399,9.149094
JEW23,IPS_places,rh,-4.801089591,1.87612727,13.94758769,6.973793847,11.93136
JP23,IPS_places,rh,-5.232084583,-3.231370758,12.97743632,6.488718161,13.65988
JW,IPS_places,rh,-3.509545962,0.934934907,8.613204661,4.30660233,9.8135
KM25,IPS_places,rh,-16.49957549,8.726791356,3.039137822,1.519568911,10.92405
MG,IPS_places,rh,-5.91948288,-1.122750387,15.73316256,7.866581282,11.4671
MJH25,IPS_places,rh,-7.16263068,-3.514585621,17.52487707,8.762438535,9.969032
MN,IPS_places,rh,-7.010035942,-3.674447363,13.32859168,6.664295841,8.675437
MW23,IPS_places,rh,-4.034087128,-4.937395434,9.830850595,4.915425297,11.01191
MZ23,IPS_places,rh,-7.093603357,-5.432200438,11.27252792,5.636263962,7.964464
NAV22,IPS_places,rh,-8.183928892,0.049616949,13.1068882,6.553444102,11.33765
NC24,IPS_places,rh,-5.488778064,1.829763886,8.352496077,4.176248039,11.1411
SP,IPS_places,rh,-5.836369668,5.096205771,7.279141466,3.639570733,8.408555
ST25,IPS_places,rh,-7.119622341,3.960390086,7.730051575,3.865025788,8.596868
TH,IPS_places,rh,-4.905611323,-1.511194817,11.39437298,5.69718649,8.538519
TL24,IPS_places,rh,-1.533286167,-4.370163053,16.91640154,8.458200768,14.80923
MSH28,IPS_places,rh,-8.9469678,9.398611902,15.61830971,7.809154854,15.73861
KG22,IPS_places,rh,-5.961370211,3.028982607,10.14556035,5.072780176,12.28984
VN26,IPS_places,rh,-4.143210381,0.476934678,8.896893733,4.448446866,9.434214
DRS22,IPS_places,rh,-6.197472429,-4.433782214,11.33816063,5.669080317,7.163513
MBA24,IPS_places,rh,-7.705455506,0.710836377,9.330724708,4.665362354,9.425397
DF,IPS_places,rh,-1.963519692,-7.587780654,4.745693948,2.372846974,6.142858
ENK05/ENK05_190317_19993_time_03_1,IPSl_places,rh,-5.626812229,-0.284622105,11.80573899,5.902869494,11.78195
CLC06/CLC06_190912_21275_time_04_1,IPSl_places,rh,-5.810293918,5.166984582,6.719547819,3.359773909,10.6565
ED07/ED07_190914_21286_time_04_1,IPSl_places,rh,-13.81449357,3.56370195,14.14685037,7.073425187,14.86465
ENK05/ENK05_191208_21930_time_04_1,IPSl_places,rh,-7.144188703,-2.298118227,12.24733743,6.123668715,11.45869
INW06/INW06_191103_21656_time_04_1,IPSl_places,rh,-8.948067923,0.022580674,11.9684897,5.984244848,13.25181
RJ09/RJ09_190914_21289_time_04_1,IPSl_places,rh,-12.6837578,2.528570134,12.06128991,6.030644955,12.86699
AOK07/AOK07_191207_21927_time_04_1,IPSl_places,rh,-5.09393153,1.216694192,11.79581588,5.897907941,17.17488
CS11/CS11_190203_19652_time_03_1,IPSl_places,rh,-4.328634767,-0.554665603,15.42329165,7.711645823,12.74102
GEJA09/GEJA09_190921_21343_time_04_1,IPSl_places,rh,-9.75222356,-0.677261197,10.92661849,5.463309243,13.63785
MDT09/MDT09_191006_21450_time_03_1,IPSl_places,rh,-4.169064227,0.112270536,10.77236872,5.386184361,11.3306
DAPA10/DAPA10_190112_19476_time_03_1,IPSl_places,rh,-3.695178018,1.869869515,7.041859071,3.520929536,8.929092
STM10/STM10_190903_21220_time_03_1,IPSl_places,rh,-8.515681206,-1.828370012,10.15350064,5.076750319,10.41802
DAPA10/DAPA10_191012_21490_time_04_1,IPSl_places,rh,-5.95373711,1.923973578,11.25651995,5.628259975,7.237469
CGSA11/CGSA11_190921_21340_time_04_1,IPSl_places,rh,-14.81660916,-3.028033558,7.861891947,3.930945974,28.40428
OS12/OS12_190725_20947_time_06_1,IPSl_places,rh,-9.584288301,3.049559067,11.76266842,5.88133421,14.79504
CR24,IPSl_places,rh,-6.639259554,6.289480457,8.264009015,4.132004508,9.858524
CS22,IPSl_places,rh,-4.687729302,-6.423186357,11.61522254,5.807611271,8.790474
EM,IPSl_places,rh,-6.396079709,0.199084243,10.81898579,5.409492895,11.21641
ES,IPSl_places,rh,-8.945185295,-3.503839277,13.7960867,6.89804335,14.83441
GB23,IPSl_places,rh,-5.234212971,5.647356958,8.43497907,4.217489535,9.097724
JEW23,IPSl_places,rh,-4.545509161,3.267305478,13.22938935,6.614694673,13.02114
JP23,IPSl_places,rh,-4.523931283,-6.836605382,7.208220155,3.604110078,16.11597
JW,IPSl_places,rh,-3.509545962,0.934934907,8.613204661,4.30660233,9.8135
MG,IPSl_places,rh,-4.745939076,-1.262055734,7.12666362,3.56333181,10.98839
MJH25,IPSl_places,rh,-7.109395703,6.728671223,9.597776152,4.798888076,12.72766
MN,IPSl_places,rh,-7.010035942,-3.674447363,13.32859168,6.664295841,8.675437
MW23,IPSl_places,rh,-4.034087128,-4.937395434,9.830850595,4.915425297,11.01191
MZ23,IPSl_places,rh,-7.093603357,-5.432200438,11.27252792,5.636263962,7.964464
NAV22,IPSl_places,rh,-8.785442193,1.584417836,9.872946837,4.936473419,13.58028
NC24,IPSl_places,rh,-5.488778064,1.829763886,8.352496077,4.176248039,11.1411
SP,IPSl_places,rh,-6.250039028,3.661578278,7.037460774,3.518730387,9.181536
ST25,IPSl_places,rh,-6.381759505,2.716656656,6.58805424,3.29402712,8.716049
TH,IPSl_places,rh,-3.937130076,-3.066190453,9.26262874,4.63131437,8.760738
TL24,IPSl_places,rh,-1.533286167,-4.370163053,16.91640154,8.458200768,14.80923
MSH28,IPSl_places,rh,-9.025359246,9.474342874,15.91655824,7.958279121,16.20437
KG22,IPSl_places,rh,-5.961370211,3.028982607,10.14556035,5.072780176,12.28984
VN26,IPSl_places,rh,-3.832508227,-0.335332558,6.641151241,3.320575621,9.60957
DRS22,IPSl_places,rh,-4.947257995,1.708482888,12.27724883,6.138624417,10.79141
MBA24,IPSl_places,rh,-7.705455506,0.710836377,9.330724708,4.665362354,9.425397
DF,IPSl_places,rh,-1.822448765,-7.941562142,4.694568456,2.347284228,5.666717
ENK05/ENK05_190317_19993_time_03_1,IPSm_places,rh,-8.1809475,-0.404233266,7.754967341,3.87748367,7.59412
CLC06/CLC06_190912_21275_time_04_1,IPSm_places,rh,-8.817156298,0.495006824,10.87284229,5.436421144,13.27599
ENK05/ENK05_191208_21930_time_04_1,IPSm_places,rh,-7.872453952,-2.962422132,8.376362918,4.188181459,8.748057
RJ09/RJ09_190914_21289_time_04_1,IPSm_places,rh,-4.205437921,-6.833295061,7.349001592,3.674500796,4.95696
AOK07/AOK07_191207_21927_time_04_1,IPSm_places,rh,-6.72929598,13.25572961,8.581884827,4.290942414,18.61861
CS11/CS11_190203_19652_time_03_1,IPSm_places,rh,-11.31282813,2.554665251,13.49042626,6.745213132,16.19229
DAPA10/DAPA10_190112_19476_time_03_1,IPSm_places,rh,-5.82449468,-7.500908176,3.821906488,1.910953244,6.006186
STM10/STM10_190903_21220_time_03_1,IPSm_places,rh,-9.654953257,-4.34228228,12.5075812,6.253790598,9.890655
DAPA10/DAPA10_191012_21490_time_04_1,IPSm_places,rh,-7.247582354,0.502598661,8.265776529,4.132888265,6.93761
EM,IPSm_places,rh,-8.351711268,4.39024689,12.18853169,6.094265847,9.649182
ES,IPSm_places,rh,-8.405147109,-5.744423552,16.50066908,8.250334539,14.06013
GB23,IPSm_places,rh,-11.74908744,4.570898935,22.87758691,11.43879345,9.397124
JEW23,IPSm_places,rh,-6.464112935,-7.176059697,2.311217068,1.155608534,4.840321
JP23,IPSm_places,rh,-6.698973561,4.236615248,6.075517819,3.03775891,8.572251
JW,IPSm_places,rh,-3.239981107,0.209192251,10.19921608,5.099608042,10.03548
KM25,IPSm_places,rh,-16.49957549,8.726791356,3.039137822,1.519568911,10.92405
MG,IPSm_places,rh,-9.429909561,-0.706045696,15.83644424,7.91822212,12.89906
MJH25,IPSm_places,rh,-7.174593596,-5.816441092,19.17222849,9.586114245,9.349117
NAV22,IPSm_places,rh,-7.63830842,-1.342569696,13.51589213,6.757946065,9.303405
SP,IPSm_places,rh,-5.452676349,6.42687475,8.928315102,4.464157551,7.691584
ST25,IPSm_places,rh,-8.968471833,7.076790326,5.720595415,2.860297708,8.298239
TH,IPSm_places,rh,-6.55027313,1.129477824,12.44769277,6.223846387,8.161145
VN26,IPSm_places,rh,-6.564098001,6.805850228,2.976380918,1.488190459,8.067898
DRS22,IPSm_places,rh,-6.197472429,-4.433782214,11.33816063,5.669080317,7.163513
ENK05/ENK05_190317_19993_time_03_1,ITG_limbs,rh,-7.888326167,-5.990835371,9.346166458,4.673083229,13.80031
ED07/ED07_190914_21286_time_04_1,ITG_limbs,rh,-10.48693567,-3.780160856,8.041676435,4.020838217,11.42915
ENK05/ENK05_191208_21930_time_04_1,ITG_limbs,rh,-3.773665964,-7.578686815,12.95980986,6.479904931,13.05145
INW06/INW06_191103_21656_time_04_1,ITG_limbs,rh,-6.292351395,-9.157839404,7.572574551,3.786287276,9.759158
AOK07/AOK07_191207_21927_time_04_1,ITG_limbs,rh,-7.956749086,-5.936296797,7.108539282,3.554269641,23.5954
CS11/CS11_190203_19652_time_03_1,ITG_limbs,rh,-6.645871277,-8.416341961,9.148634781,4.574317391,14.29585
GEJA09/GEJA09_190921_21343_time_04_1,ITG_limbs,rh,-5.920541248,-3.939260228,8.56405906,4.28202953,11.84788
MDT09/MDT09_191006_21450_time_03_1,ITG_limbs,rh,-5.833588438,-6.943585602,9.730603061,4.86530153,17.31149
DAPA10/DAPA10_190112_19476_time_03_1,ITG_limbs,rh,-2.741519781,-9.037970808,9.660078933,4.830039466,11.94439
STM10/STM10_190903_21220_time_03_1,ITG_limbs,rh,-4.875495456,-1.37712896,10.46073492,5.230367459,16.94606
DAPA10/DAPA10_191012_21490_time_04_1,ITG_limbs,rh,-8.638634927,0.014309891,9.320261128,4.660130564,10.9138
CGSA11/CGSA11_190921_21340_time_04_1,ITG_limbs,rh,-12.12969368,-8.721262263,8.283092704,4.141546352,28.99815
OS12/OS12_190725_20947_time_06_1,ITG_limbs,rh,-12.83043445,-3.348989246,3.953098409,1.976549204,30.34805
CS22,ITG_limbs,rh,-7.284732932,-4.863863828,8.569919552,4.284959776,12.28852
EM,ITG_limbs,rh,-5.211304009,-1.828167282,10.90999895,5.454999475,11.5535
ES,ITG_limbs,rh,-8.530638949,-13.95994293,5.156482757,2.578241378,16.38208
GB23,ITG_limbs,rh,-11.03106172,-2.746822085,15.42508872,7.712544359,14.13538
JEW23,ITG_limbs,rh,-3.676900965,-7.927009363,8.838153701,4.419076851,11.81086
JP23,ITG_limbs,rh,-1.166073707,-8.004874835,7.378898623,3.689449311,18.01544
JW,ITG_limbs,rh,-6.213767898,-1.113374577,5.768617204,2.884308602,13.2387
MG,ITG_limbs,rh,-4.59210187,-3.925795051,8.211588503,4.105794251,12.22049
MJH25,ITG_limbs,rh,-4.843230871,-7.650066985,9.054556125,4.527278063,12.11442
MN,ITG_limbs,rh,-1.839288883,-3.645600204,10.54184146,5.27092073,6.599944
MW23,ITG_limbs,rh,-6.303557578,-5.650680869,10.06237951,5.031189753,12.19415
MZ23,ITG_limbs,rh,-8.044463625,-12.34207654,5.506844186,2.753422093,7.792101
NAV22,ITG_limbs,rh,-5.143129551,1.784375328,9.892237055,4.946118528,13.49671
NC24,ITG_limbs,rh,-3.483141819,-3.217855372,8.284097157,4.142048578,14.64202
SP,ITG_limbs,rh,-8.695651717,0.30677159,10.38349417,5.191747086,15.36592
ST25,ITG_limbs,rh,-8.20292638,-1.565914376,10.02412305,5.012061524,12.39681
TH,ITG_limbs,rh,-3.679432314,-9.305430547,8.099647025,4.049823513,9.646057
TL24,ITG_limbs,rh,-9.984205843,-3.611681056,13.5038661,6.751933049,17.10991
JG24,ITG_limbs,rh,-2.130685774,0.394138727,11.71058644,5.855293219,8.726813
MSH28,ITG_limbs,rh,-2.302222146,-2.710135947,1.804210329,0.902105165,10.45485
VN26,ITG_limbs,rh,-10.24045598,-9.397894237,8.264797531,4.132398765,12.90635
DRS22,ITG_limbs,rh,-2.466621483,-4.146960068,8.294998442,4.147499221,12.14763
MBA24,ITG_limbs,rh,-10.81914001,-7.968820288,8.226922752,4.113461376,13.03546
ENK05/ENK05_190317_19993_time_03_1,LOS_limbs,rh,-14.15661057,-1.851412692,16.2743301,8.13716505,18.57602
CLC06/CLC06_190912_21275_time_04_1,LOS_limbs,rh,-3.002405058,-0.627478834,6.518564873,3.259282437,11.95184
ED07/ED07_190914_21286_time_04_1,LOS_limbs,rh,-6.711565926,0.963231748,13.77011324,6.885056618,10.20231
ENK05/ENK05_191208_21930_time_04_1,LOS_limbs,rh,-6.196983334,-10.22882236,11.01739598,5.508697991,10.9485
INW06/INW06_191103_21656_time_04_1,LOS_limbs,rh,-10.9715178,-6.651947821,12.73766613,6.368833067,12.79835
RJ09/RJ09_190914_21289_time_04_1,LOS_limbs,rh,-12.08641803,-5.886725809,9.439511656,4.719755828,14.2996
AOK07/AOK07_191207_21927_time_04_1,LOS_limbs,rh,-8.989378321,-3.576630404,9.069408634,4.534704317,16.38966
CS11/CS11_190203_19652_time_03_1,LOS_limbs,rh,-7.152692685,-4.97429482,19.58426408,9.792132039,31.66056
GEJA09/GEJA09_190921_21343_time_04_1,LOS_limbs,rh,-5.905917496,-7.330220468,9.918340505,4.959170252,8.049686
MDT09/MDT09_191006_21450_time_03_1,LOS_limbs,rh,-12.0775073,-8.151186337,9.6293439,4.81467195,20.21059
DAPA10/DAPA10_190112_19476_time_03_1,LOS_limbs,rh,-5.330784346,-7.250578075,8.97714929,4.488574645,12.38475
STM10/STM10_190903_21220_time_03_1,LOS_limbs,rh,-8.337761287,-1.861918757,11.44852422,5.724262108,12.33953
DAPA10/DAPA10_191012_21490_time_04_1,LOS_limbs,rh,-8.142491706,-4.241505806,11.19194539,5.595972693,10.52961
CGSA11/CGSA11_190921_21340_time_04_1,LOS_limbs,rh,-8.395493236,-8.174720043,11.21801682,5.609008411,12.28844
OS12/OS12_190725_20947_time_06_1,LOS_limbs,rh,-13.24773515,1.340975736,10.71021823,5.355109115,24.64888
CR24,LOS_limbs,rh,-9.924328002,-7.787170572,11.61039786,5.805198928,15.02697
CS22,LOS_limbs,rh,-12.41488048,-7.623243583,16.57538703,8.287693513,16.03383
EM,LOS_limbs,rh,-5.105922504,-7.162981552,9.730210509,4.865105255,9.548985
ES,LOS_limbs,rh,-11.57827152,-3.402755619,16.76654365,8.383271824,21.50995
GB23,LOS_limbs,rh,-10.4925888,-6.894605581,6.453763193,3.226881597,11.98474
JEW23,LOS_limbs,rh,-5.557238988,-4.152992803,11.75137668,5.87568834,11.22565
JP23,LOS_limbs,rh,-5.545104717,-7.289810496,9.873413041,4.936706521,17.37887
JW,LOS_limbs,rh,-7.886750988,-6.192154762,16.61150958,8.305754789,23.01713
KM25,LOS_limbs,rh,-9.254199597,-2.579403627,12.39454096,6.197270478,11.41213
MG,LOS_limbs,rh,-10.3304705,-2.267718578,12.55402852,6.277014262,14.53106
MJH25,LOS_limbs,rh,-5.972335537,-6.353698434,9.400678158,4.700339079,10.43022
MN,LOS_limbs,rh,-6.86011888,-2.684229961,11.31222576,5.656112882,10.37647
MW23,LOS_limbs,rh,-5.405735031,-9.109093801,9.414925804,4.707462902,8.707794
MZ23,LOS_limbs,rh,-13.90832425,-5.453510623,10.11859604,5.059298018,17.39776
NAV22,LOS_limbs,rh,-7.014249964,-0.770584118,13.35014075,6.675070376,13.80842
NC24,LOS_limbs,rh,-10.30102156,-9.608064486,12.6097618,6.304880898,16.28428
SP,LOS_limbs,rh,-8.930811485,-2.208063783,13.78250698,6.89125349,12.45933
ST25,LOS_limbs,rh,-9.777313769,-4.400513638,11.06229342,5.531146711,11.14181
TH,LOS_limbs,rh,-8.763559525,-5.063548426,13.06098876,6.53049438,22.23353
TL24,LOS_limbs,rh,-6.119193861,-6.55899334,19.533934,9.766966998,20.00356
MSH28,LOS_limbs,rh,-10.66384931,-7.943792341,9.921397387,4.960698694,13.38145
VN26,LOS_limbs,rh,-10.01331318,-3.334275999,12.30590004,6.152950021,16.98815
DRS22,LOS_limbs,rh,-5.835730383,-3.03445892,14.69659193,7.348295966,13.53952
MBA24,LOS_limbs,rh,-11.57050017,-3.432174926,6.334035542,3.167017771,17.38958
ENK05/ENK05_190317_19993_time_03_1,MOG_places,rh,-5.716517872,-4.249235481,12.70687684,6.353438421,9.083363
CLC06/CLC06_190912_21275_time_04_1,MOG_places,rh,-3.95727026,-4.811999385,12.96189963,6.480949813,7.861561
ED07/ED07_190914_21286_time_04_1,MOG_places,rh,-4.073028862,-0.647671624,8.121194184,4.060597092,7.728258
ENK05/ENK05_191208_21930_time_04_1,MOG_places,rh,-4.200859008,-7.133030196,8.8678263,4.43391315,7.51355
INW06/INW06_191103_21656_time_04_1,MOG_places,rh,-4.757916199,-5.549968572,8.144551069,4.072275535,5.952645
RJ09/RJ09_190914_21289_time_04_1,MOG_places,rh,-11.12906571,-6.39700733,13.72746409,6.863732043,15.09167
AOK07/AOK07_191207_21927_time_04_1,MOG_places,rh,-4.853507381,-4.873677959,11.83497022,5.917485109,7.134868
CS11/CS11_190203_19652_time_03_1,MOG_places,rh,-5.670606355,-2.14701613,8.873883553,4.436941777,9.760706
GEJA09/GEJA09_190921_21343_time_04_1,MOG_places,rh,-3.192594201,-4.55297217,1.574895177,0.787447589,2.486543
MDT09/MDT09_191006_21450_time_03_1,MOG_places,rh,-4.989328564,-5.309102812,12.47375028,6.236875139,8.293818
DAPA10/DAPA10_190112_19476_time_03_1,MOG_places,rh,-4.240646141,-3.44521373,9.079006655,4.539503328,8.536477
STM10/STM10_190903_21220_time_03_1,MOG_places,rh,-5.176564009,-0.595607871,10.84771108,5.42385554,9.39347
DAPA10/DAPA10_191012_21490_time_04_1,MOG_places,rh,-4.656957534,-3.380993987,6.591634409,3.295817204,6.364161
CGSA11/CGSA11_190921_21340_time_04_1,MOG_places,rh,-4.631111014,-3.90620831,13.51515534,6.757577668,9.853647
OS12/OS12_190725_20947_time_06_1,MOG_places,rh,-4.909121291,-1.504648577,13.36872222,6.68436111,6.195172
CR24,MOG_places,rh,-6.639259554,6.289480457,8.264009015,4.132004508,9.858524
CS22,MOG_places,rh,-3.871259339,-6.113960852,9.56459437,4.782297185,5.500375
EM,MOG_places,rh,-1.722649659,-3.926276018,4.872106031,2.436053015,6.742707
ES,MOG_places,rh,-5.864784992,-1.972896283,11.64579738,5.822898688,9.403195
GB23,MOG_places,rh,-4.469606794,1.269580843,10.17039581,5.085197905,8.542773
JEW23,MOG_places,rh,-3.133629946,-3.878242921,8.065814404,4.032907202,4.870134
JP23,MOG_places,rh,-4.537219268,-5.471544988,8.571953915,4.285976957,12.25234
JW,MOG_places,rh,-1.587464529,-2.293322699,7.595900647,3.797950323,5.82365
KM25,MOG_places,rh,-5.163285152,-2.550506993,14.90697322,7.453486612,7.975063
MJH25,MOG_places,rh,-4.075581766,-1.459932875,8.440625678,4.220312839,9.185447
MN,MOG_places,rh,-3.085913778,-2.029486087,7.014360982,3.507180491,6.323291
MW23,MOG_places,rh,-4.37232462,-7.864776666,8.711982784,4.355991392,7.487722
MZ23,MOG_places,rh,-6.748037335,-5.589645208,9.971646462,4.985823231,7.305202
NAV22,MOG_places,rh,-6.625721138,-0.485636781,8.618326845,4.309163423,10.89279
NC24,MOG_places,rh,-6.793497586,-6.189686858,7.472098871,3.736049435,6.598503
SP,MOG_places,rh,-4.501965991,-5.060830818,12.44308612,6.221543061,6.828631
ST25,MOG_places,rh,-4.748718903,-0.690985892,8.814261075,4.407130538,7.291207
TH,MOG_places,rh,-2.741544539,-1.981261742,5.959582484,2.979791242,5.436444
TL24,MOG_places,rh,-2.781395724,-7.563734109,8.252779615,4.126389807,6.060281
MSH28,MOG_places,rh,-3.142160513,0.120285474,11.89331263,5.946656314,7.836936
KG22,MOG_places,rh,-4.644343048,-3.991919047,7.839233715,3.919616858,5.285856
VN26,MOG_places,rh,-5.47112971,-7.388833674,8.459570106,4.229785053,8.805216
DRS22,MOG_places,rh,-4.951678436,1.726656631,12.2629624,6.131481201,10.79918
MBA24,MOG_places,rh,-6.905552516,-1.920610446,7.717321555,3.858660777,8.281141
DF,MOG_places,rh,-4.903698032,0.312706798,14.04514439,7.022572194,9.522236
CS11/CS11_190203_19652_time_03_1,mSTS_faces,rh,-3.059674958,1.658376952,1.420263155,0.710131578,2.071312
MW23,mSTS_faces,rh,-3.102462496,-4.836589362,17.02488562,8.51244281,19.83237
ST25,mSTS_faces,rh,-10.00657,1.768605362,8.436528236,4.218264118,18.06529
TH,mSTS_faces,rh,1.519821017,-3.844573248,12.11964571,6.059822854,21.18451
KG22,mSTS_faces,rh,-10.0263723,-4.346905641,11.55860426,5.77930213,13.66875
RJ09/RJ09_190914_21289_time_04_1,STS_faces,rh,-12.21127157,1.151582153,6.568820935,3.284410468,5.943847
CS11/CS11_190203_19652_time_03_1,STS_faces,rh,-3.059674958,1.658376952,1.420263155,0.710131578,2.071312
GEJA09/GEJA09_190921_21343_time_04_1,STS_faces,rh,-10.29313034,-8.258189008,10.72000192,5.360000962,69.56503
DAPA10/DAPA10_190112_19476_time_03_1,STS_faces,rh,0.529401591,-4.535600919,8.116282104,4.058141052,11.99429
STM10/STM10_190903_21220_time_03_1,STS_faces,rh,-11.25358426,2.194657913,9.120026336,4.560013168,13.20117
CR24,STS_faces,rh,-9.978233196,-6.691483926,14.68241392,7.341206962,50.75684
EM,STS_faces,rh,-9.200064222,-0.592087995,9.876674857,4.938337428,15.6804
ES,STS_faces,rh,-14.55344784,7.735941631,6.400938997,3.200469498,28.68204
GB23,STS_faces,rh,-9.911753383,6.028078918,14.81705314,7.408526569,39.05925
JP23,STS_faces,rh,-7.961079892,-6.202845831,15.91129726,7.955648629,25.10825
JW,STS_faces,rh,2.911652725,-1.891002131,9.377383388,4.688691694,179.8745
KM25,STS_faces,rh,-9.390298482,1.885377031,12.55610664,6.278053321,10.89268
MG,STS_faces,rh,-5.615879389,2.393902639,17.70706388,8.853531939,22.731
MJH25,STS_faces,rh,-0.171100495,-0.394734054,8.868284624,4.434142312,15.35279
MW23,STS_faces,rh,-2.505667915,-3.419654994,17.75054245,8.875271224,15.76483
SP,STS_faces,rh,-6.7720087,5.490947194,12.88208802,6.441044009,14.09338
ST25,STS_faces,rh,-10.00657,1.768605362,8.436528236,4.218264118,18.06529
TH,STS_faces,rh,-4.213621916,-4.015402409,14.92501163,7.462505815,21.37785
TL24,STS_faces,rh,2.672948089,-7.850227869,11.93213121,5.966065607,94.56371
KG22,STS_faces,rh,-10.0263723,-4.346905641,11.55860426,5.77930213,13.66875
VN26,STS_faces,rh,-9.575276648,-3.326044882,8.654735948,4.327367974,16.41039
EM,IOG_faces,zh,NA,NA,NA,NA,NA
EM,IPS_places,zh,NA,NA,NA,NA,NA
EM,IPSl_places,zh,NA,NA,NA,NA,NA
EM,IPSm_places,zh,NA,NA,NA,NA,NA
EM,ITG_limbs,zh,NA,NA,NA,NA,NA
EM,LOS_limbs,zh,NA,NA,NA,NA,NA
EM,MOG_places,zh,NA,NA,NA,NA,NA
EM,mSTS_faces,zh,NA,NA,NA,NA,NA
EM,MTG_limbs,zh,NA,NA,NA,NA,NA
EM,pSTS_faces,zh,NA,NA,NA,NA,NA
EM,STS_faces,zh,NA,NA,NA,NA,NA
ENK05/ENK05_190317_19993_time_03_1,MTG_limbs,rh,-13.01710885,-6.029433206,9.819578472,4.909789236,26.37991
CLC06/CLC06_190912_21275_time_04_1,MTG_limbs,rh,-8.213679652,-0.550279907,14.70440086,7.352200431,13.91891
ED07/ED07_190914_21286_time_04_1,MTG_limbs,rh,4.874414072,-2.904303825,18.06213985,9.031069925,144.958
ENK05/ENK05_191208_21930_time_04_1,MTG_limbs,rh,-5.254158155,-11.55745707,9.002147161,4.501073581,25.26427
INW06/INW06_191103_21656_time_04_1,MTG_limbs,rh,-4.320505828,-15.27808731,7.13366894,3.56683447,24.02125
RJ09/RJ09_190914_21289_time_04_1,MTG_limbs,rh,-11.79805586,0.6668046,10.16595081,5.082975403,16.81466
AOK07/AOK07_191207_21927_time_04_1,pSTS_faces,rh,-10.06479568,1.444197415,13.53227168,6.766135839,64.9531
