Session,Hemi,ROI,nrAdultFaces,meanAdultFaces,nrChildFaces,meanChildFaces,nrNoHeadBody,meanNoHeadBody,nrLimbs,meanLimbs,nrCars,meanCars,nrGuitars,meanGuitars,nrCorridors,meanCorridors,nrHouses,meanHouses,nrWords,meanWords,nrNumber,meanNumber,nrFaces,meanFaces,nrBodies,meanBodies,nrObjects,meanObjects,nrPlaces,meanPlaces,nrChars,meanChars
RJ09_190810_time_04_1,rh,LOS_limbs_toon_JC_10mm,3,-0.181557306,1,-0.152149773,59,3.408030368,67,3.829040109,0,-0.728144354,1,-0.451910259,13,-0.123139497,8,-0.680705389,0,-2.529495945,0,-1.676131536,5,-0.223171974,77,4.936259817,1,-0.832201891,19,-0.537561756,0,-2.909123867
AOK07_190203_time_03_2,rh,LOS_limbs_toon_JC_10mm,0,-0.808221066,1,0.298202038,25,1.372267847,45,2.637683627,1,-0.146880659,0,-0.825118481,10,-0.087771526,4,0.534680392,0,-1.826325604,0,-1.125554236,0,-0.258551076,46,2.81863337,0,-0.600680394,13,0.294932478,0,-2.04310826
CS11_181215_time_03_2,rh,LOS_limbs_toon_JC_10mm,1,-1.394894196,1,-0.699547797,58,4.139913066,51,3.495647473,0,-0.133662347,0,-1.239668241,0,-1.907716583,0,-1.531687031,0,-0.945189061,6,0.647449183,2,-1.36097774,66,5.11997808,0,-0.834867009,0,-2.334817672,3,-0.224448269
GEJA09_190921_time_04_1,rh,LOS_limbs_toon_JC_10mm,0,-1.063572285,0,-1.134853589,44,3.225314087,48,3.544015333,0,-0.936691117,0,-0.903247037,0,-0.940432521,1,-0.831639174,1,-0.92099342,2,0.324614609,0,-1.490838156,57,4.611145735,0,-1.260376591,2,-1.201890704,3,-0.42610293
MDT09_191027_time_03_2,rh,LOS_limbs_toon_JC_10mm,0,-1.847515626,0,-1.44037797,55,3.152119602,64,3.879309937,1,0.457020011,0,-0.480293535,2,-2.427108987,3,-0.713642471,8,-0.309391615,9,0.005755444,0,-2.18970389,77,4.821742159,1,0.071846069,3,-2.149322798,11,-0.213092113
DAPA10_181201_time_03_2,rh,LOS_limbs_toon_JC_10mm,1,-0.394465772,2,-0.763668638,67,4.500016457,48,2.962123009,0,-1.019535671,0,-1.019217708,4,-1.600261602,3,-0.694489501,1,-0.80969556,5,-0.389030144,2,-0.811162699,76,4.930190341,0,-1.393127564,6,-1.566019558,5,-0.831326343
STM10_190903_time_03_2,rh,LOS_limbs_toon_JC_10mm,4,-1.660141876,5,-2.283643401,26,1.867890786,49,4.27347147,0,-1.172983634,0,-1.241329008,13,-0.098802223,22,1.282144676,0,-0.984653036,0,-0.129326786,7,-2.712970586,49,4.354659759,0,-1.643322354,22,0.784296453,1,-0.778160036
DAPA10_190921_time_04_1,rh,LOS_limbs_toon_JC_10mm,0,-2.260785556,0,-1.714125596,74,5.821732777,59,4.128937862,0,-1.228295942,0,-1.63543588,7,-1.322004682,9,-0.210083529,0,-1.194437613,7,0.154549273,0,-2.643017073,80,6.603316414,0,-1.91869722,8,-1.051934511,4,-0.733049686
CGSA11_190910_time_04_1,rh,LOS_limbs_toon_JC_10mm,0,-1.376012144,6,0.035078781,56,4.173396105,58,4.11396266,0,-0.404949572,0,-1.011983187,0,-1.53363612,0,-1.747650404,0,-1.265356306,0,-0.482757314,2,-0.79624306,70,5.608815743,0,-0.911373349,0,-2.220272428,0,-1.214373109
OS12_190724_time_06_1,rh,LOS_limbs_toon_JC_10mm,1,-0.709770536,0,-0.325826248,29,1.919593007,18,1.407219893,1,0.45707258,0,-0.667162312,1,-0.818037445,1,-0.374865264,0,-1.068409176,9,0.354402694,3,-0.669815184,27,2.212026189,0,-0.038307927,1,-0.813730707,6,-0.509319429
CS22_190217_time_03_1,rh,LOS_limbs_toon_JC_10mm,11,-0.444534833,11,-0.955637713,58,3.84666584,57,4.042452178,0,-0.292563148,0,-0.667674151,10,-0.955845157,6,-0.864375488,0,-1.830228425,1,-1.180847846,16,-0.985721044,71,5.35971233,0,-0.62102144,18,-1.23429204,0,-2.083290402
em_050317,rh,LOS_limbs_toon_JC_10mm,0,-0.791139202,0,-2.357254572,75,5.787093432,41,3.8408463,7,-0.951188199,8,-0.614224241,0,-5.30002485,0,-1.414424666,10,1.148449205,10,0.517574548,0,-2.172269614,74,6.754507573,8,-1.087311751,0,-4.688142653,19,1.175972627
NAV22_181218_time_03_1,rh,LOS_limbs_toon_JC_10mm,5,-1.092017418,23,1.219819159,32,1.914057226,51,3.536492787,0,-0.662985199,0,-1.477290989,1,-3.295749281,0,-0.7087366,1,-0.826484684,19,1.418676304,17,0.266095687,53,3.823346544,0,-1.386235834,2,-2.745469077,10,0.381080527
GB23_190117_time_03_1,rh,LOS_limbs_toon_JC_10mm,1,-0.288139168,7,0.187846517,48,3.175749479,39,2.32428633,0,-0.330271656,0,-0.630403425,0,-2.394874333,0,-1.54388538,1,-0.083348745,4,0.163352761,7,-0.030750543,54,3.656665724,0,-0.628339958,0,-2.679092953,2,0.052166685
JEW23_181211_time_03_1,rh,LOS_limbs_toon_JC_10mm,3,-0.705151617,23,1.642484458,64,4.700642532,60,4.35793021,0,-1.460215969,0,-3.189977713,0,-3.285478555,1,-0.864098892,0,-1.786444873,12,0.969799497,19,0.815812881,70,6.108290114,0,-3.015581327,0,-2.84167936,4,-0.596161153
JP23_170111_time_02_1,rh,LOS_limbs_toon_JC_10mm,0,-0.105670788,0,0.280184034,3,0.551789141,0,-0.050912312,0,-0.187388323,0,-0.644066419,0,0.00221555,0,-0.028928567,0,0.446107729,0,-0.321339883,0,0.147905362,1,0.290506152,0,-0.525387089,0,-0.017705243,0,0.095262724
MW23_190306_time_03_1,rh,LOS_limbs_toon_JC_10mm,0,-2.252347357,0,-1.569682523,19,1.075005001,52,5.691352464,0,-1.499872467,0,-1.024953251,19,0.09303942,15,-0.594887467,1,-0.876700133,3,0.563346335,0,-2.529153062,47,4.956921134,0,-1.769696035,19,-0.331327966,1,-0.233368612
MZ190410,rh,LOS_limbs_toon_JC_10mm,2,-0.972653122,0,-0.154421512,13,1.060343795,35,2.406202168,5,1.122591652,0,-1.070389331,0,-1.830530257,0,-1.470272468,3,0.514222728,2,0.247246371,1,-0.709264894,38,2.469887621,2,0.237659033,0,-2.247672389,6,0.530912771
CR24_181106_time_03_2,rh,LOS_limbs_toon_JC_10mm,10,0.130903077,16,0.875530983,64,4.154146808,50,3.333164996,0,-0.191702349,0,-0.319729451,0,-3.720510521,0,-2.183821026,9,0.13816196,4,-1.230266022,22,0.737861377,67,5.005257704,0,-0.337480174,0,-4.019334445,9,-0.73623924
NC24_190217_time_03_1,rh,LOS_limbs_toon_JC_10mm,0,-1.600846059,0,-1.2253469,22,1.911969851,33,2.983924925,0,-0.383605444,5,1.033786268,1,-1.354083662,0,-2.093601332,1,0.112983336,1,0.974780134,0,-1.88023064,38,3.403090748,0,0.311581327,0,-2.326388297,4,0.739362821
TL24_190428_time_03_1,rh,LOS_limbs_toon_JC_10mm,0,-0.964804277,0,-1.545786347,57,4.013404061,58,4.056674159,0,-1.759528973,0,-0.428016611,0,-1.554350649,1,0.416745427,0,-1.948207396,3,0.453612878,0,-1.741372641,66,5.469947288,0,-1.619421822,1,-0.795498159,1,-1.059174635
KM25_181204_time_03_1,rh,LOS_limbs_toon_JC_10mm,7,-0.173856323,2,-0.543986406,57,4.280086932,42,3.290670029,0,-0.640192382,0,0.328470371,3,-1.544849503,7,-0.165110477,0,-2.31130362,0,-1.403313082,5,-0.513765851,56,5.048150455,0,-0.30368625,6,-1.175807532,0,-2.571343051
mh102018,rh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1.503053851,14,0.371729212,32,2.028877901,1,-1.313376853,0,-2.538436561
MN181023,rh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1.023947907,2,-0.368197123,20,2.172606589,0,-0.838808467,1,-1.99182535
ST25,rh,LOS_limbs_toon_JC_10mm,0,-1.828770654,9,0.63853798,31,3.567399831,47,5.396935391,0,-0.564444212,0,-2.118130569,0,-2.2478838,0,-2.814024244,0,-1.332980877,13,1.483611705,2,-0.631631895,50,6.256673946,0,-1.697168474,0,-3.437807838,2,0.044090637
es103118,rh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,3.540278781,0,-2.504326085,1,-1.346995205,3,0.177175228,16,0.121051418
jw103018,rh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3.436470901,0,-1.885782796,10,0.517641723,0,0.000677651,0,-2.034037815
mg_041817,rh,LOS_limbs_toon_JC_10mm,4,0.187618389,0,-0.785742853,26,1.876473642,67,3.659584776,6,0.245483836,5,0.667513177,0,-2.872006952,0,-1.891718992,0,-0.119304518,2,-1.033929126,0,-0.412849992,64,3.887816683,10,0.633114315,0,-3.328687682,0,-0.798246144
SP171101,rh,LOS_limbs_toon_JC_10mm,0,-0.240261539,0,-0.662297054,30,2.611973016,28,2.457835326,0,0.909751323,0,-0.623612495,0,-2.126695349,0,-0.780429983,0,-1.595655869,0,0.104314828,0,-0.621652115,44,3.501705452,0,0.191714129,0,-1.953169615,0,-1.049952982
TH181012,rh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.72668522,0,0.256142185,0,-1.050046086,0,-1.192264551,0,0.259156425
JG24_170109_time_04_1,rh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28_181008_time_03_1,rh,LOS_limbs_toon_JC_10mm,1,-0.201775416,4,-0.109399607,26,2.460174793,12,1.664132307,0,-0.503168215,0,-0.405312101,0,-1.14515926,2,-0.234452917,0,-0.960438509,1,-0.077874413,4,-0.203052987,37,2.729270448,0,-0.629933506,2,-0.946104518,1,-0.72633371
KG22_190128_time_03_1,rh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,rh,LOS_limbs_toon_JC_10mm,0,-1.753421952,2,-0.479919222,30,2.6788275,18,1.905430202,0,-0.885038869,0,-0.54376557,0,-2.487261745,0,-1.757393459,17,1.901179521,10,1.61765238,2,-1.430293594,30,3.066543234,0,-1.011670869,0,-2.892712267,29,2.433093585
DRS22,rh,LOS_limbs_toon_JC_10mm,3,-1.105698719,8,0.140672931,50,3.359436144,60,3.840740498,0,-0.641006867,0,-1.338294939,1,-2.625691204,0,-2.365858902,8,0.118003262,19,0.994590551,3,-0.567192181,71,4.948445063,0,-1.293620348,1,-3.396777362,19,0.748785911
MBA24_190130_time_03_1,rh,LOS_limbs_toon_JC_10mm,2,-0.272694076,0,-0.927490063,13,0.979099048,19,1.534647645,0,-0.141242125,0,-0.217399313,7,0.200407773,4,-0.117871944,0,-0.856708776,1,-0.047549834,3,-0.861777762,22,1.747699781,0,-0.237933138,7,0.059921081,1,-0.63304771
df032518,rh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05_181201_time_03_1,lh,LOS_limbs_toon_JC_10mm,0,-1.891125504,0,-1.616682222,54,3.37781519,79,6.052866616,0,-1.752543784,14,1.453291551,1,-1.203761165,0,-1.498494959,0,-1.293385581,0,-0.834443644,0,-2.348599102,82,6.604559986,0,-0.50460433,0,-1.826982089,0,-1.472193817
CLC06_190912_time_04_1,lh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ED07_190824_time_04_2,lh,LOS_limbs_toon_JC_10mm,0,-0.876780084,1,-0.242986168,26,2.496685326,12,1.211686331,0,-0.116127098,0,-0.132411547,1,-0.799933886,0,-1.122984338,0,-0.222864531,0,0.169240942,1,-0.707255208,25,2.407958418,0,-0.168304091,1,-1.298649389,0,-0.041694279
ENK05_190203_time_03_2,lh,LOS_limbs_toon_JC_10mm,0,-0.872648358,1,-1.236071863,44,3.887496767,59,6.212853175,0,-1.170984594,8,0.68136733,0,-2.569031569,0,-2.025762569,0,-0.84282626,0,-1.102594788,1,-1.45294613,63,7.029875291,1,-0.507972496,0,-3.119662324,1,-1.337789496
RJ09_181110_time_03_2,lh,LOS_limbs_toon_JC_10mm,0,-1.568006503,0,-2.089001686,45,3.43749539,61,4.898859038,0,-1.604182371,0,-0.219274114,0,-1.664639868,0,-1.040407403,1,-0.723073043,8,1.062236906,0,-2.511248752,67,5.765075072,0,-1.375635392,0,-1.84043867,10,0.212226227
INW06_191006_time_04_1,lh,LOS_limbs_toon_JC_10mm,0,-3.215853205,0,-2.217658511,43,2.5584008,44,2.658500648,0,-0.199872113,0,-0.454307363,9,-0.714042965,5,0.045410705,12,0.0924031,19,1.253211977,0,-3.593365873,55,3.541883982,0,-0.423186863,9,-0.462534935,18,0.913483519
RJ09_190810_time_04_1,lh,LOS_limbs_toon_JC_10mm,0,-0.066320498,1,-0.563893717,46,3.010637846,49,2.928391163,1,-0.029053866,0,0.34527722,2,-0.732334799,0,-1.645576216,0,-1.749268169,1,-0.696100245,2,-0.464471452,67,4.01627657,3,0.181034162,1,-1.599464486,0,-1.698237595
AOK07_190203_time_03_2,lh,LOS_limbs_toon_JC_10mm,0,-1.108275464,1,-0.390736876,36,2.624649545,40,3.177362418,1,-0.515482466,1,-1.779988092,18,-0.285386193,6,-0.496834891,2,-0.979055912,0,-0.247034602,0,-0.956969315,45,3.974849372,0,-1.450134848,17,-0.527268392,2,-0.853946459
CS11_181215_time_03_2,lh,LOS_limbs_toon_JC_10mm,0,-1.374910538,0,-0.820281745,24,2.065346368,29,1.982331318,1,0.324383211,0,-0.276983662,0,-0.72537532,0,-1.252010501,0,-1.047369775,10,1.275822711,1,-1.439987553,36,2.735065817,3,0.088687061,0,-1.332987212,6,0.129423577
GEJA09_190921_time_04_1,lh,LOS_limbs_toon_JC_10mm,0,0.082995843,1,-0.061669052,22,1.965253408,18,1.232289007,0,-0.189027468,0,-0.411905263,0,-0.560539146,0,-0.864332268,0,-0.932719971,0,0.146251826,1,0.003160738,34,2.106610546,0,-0.389757236,0,-0.961481084,0,-0.555114839
MDT09_191027_time_03_2,lh,LOS_limbs_toon_JC_10mm,0,-3.478928153,0,-2.073193515,22,0.306540019,61,3.374027733,12,0.864665321,1,0.13702343,20,-1.4790341,29,0.927378658,18,0.832362918,9,-0.032476605,0,-3.641813723,56,2.741351334,14,0.752582683,26,-0.404014748,20,0.561778871
DAPA10_181201_time_03_2,lh,LOS_limbs_toon_JC_10mm,0,-1.188991895,0,-1.325132938,27,1.4422128,55,3.197831952,0,-2.06868898,0,-0.060476724,17,0.54960122,7,-0.137275838,0,-0.474931716,3,0.164943657,0,-1.709173016,57,3.28511084,0,-1.642881384,18,0.287981868,2,-0.221390016
STM10_190903_time_03_2,lh,LOS_limbs_toon_JC_10mm,0,-0.161078376,0,-0.661902208,29,2.419845879,16,0.915738281,0,-0.115970051,0,-0.252227326,0,-0.834348753,0,-0.344696668,0,-0.659357314,1,0.180388782,0,-0.594960604,26,2.137711136,0,-0.238836366,0,-0.804927815,1,-0.340276193
DAPA10_190921_time_04_1,lh,LOS_limbs_toon_JC_10mm,0,-2.313228649,0,-2.363950548,43,1.930350765,42,2.888889578,0,-0.874546899,0,-0.176805211,12,0.881360245,12,0.37900238,1,-0.227267645,0,-0.230668531,0,-3.163929731,49,3.341988925,0,-0.7837189,13,0.86017751,0,-0.315601732
CGSA11_190910_time_04_1,lh,LOS_limbs_toon_JC_10mm,0,-1.735028473,1,-0.767360785,17,1.582356128,54,4.556437881,0,-0.617081251,5,0.74298104,0,-0.891933037,0,-1.360869811,0,-0.608605524,1,-0.683013202,1,-1.615420616,56,4.398926248,0,-0.041297389,0,-1.520299539,1,-0.889379027
OS12_190724_time_06_1,lh,LOS_limbs_toon_JC_10mm,5,-1.761421069,6,-1.365333309,35,2.315456695,63,4.370734326,1,0.059382691,2,-0.208441903,0,-1.869683169,0,-0.665477856,5,-0.487778712,5,-0.21554257,7,-2.081694505,65,4.695363154,6,-0.076780344,0,-1.732645472,7,-0.488066075
CS22_190217_time_03_1,lh,LOS_limbs_toon_JC_10mm,0,-0.972376406,1,-0.620552483,38,3.478078955,47,5.450044944,0,-0.789265397,0,-0.775920473,0,-3.1077063,0,-1.931157712,2,-0.024330572,3,-0.198365301,1,-1.048856163,51,6.20724386,0,-1.070754346,0,-3.428475511,6,-0.151397392
em_050317,lh,LOS_limbs_toon_JC_10mm,3,0.115782535,8,-0.187755858,28,2.231387404,37,3.387093413,0,-0.717832024,0,-2.606986336,3,-1.758853126,0,-0.59017812,1,0.012985953,2,0.027321136,9,-0.049725082,43,3.944802852,0,-2.304990641,3,-1.640409733,2,0.028105568
NAV22_181218_time_03_1,lh,LOS_limbs_toon_JC_10mm,5,-1.422757202,11,-0.615739527,16,1.329797485,34,2.912254225,0,-0.518458701,0,-0.458290607,0,-3.319950927,0,-1.248277536,10,0.86513218,23,2.464169393,10,-1.314497423,35,3.001508238,0,-0.673054035,0,-3.120900701,25,2.275494185
GB23_190117_time_03_1,lh,LOS_limbs_toon_JC_10mm,0,-1.87096549,0,-1.414233187,18,0.522702419,18,1.696895787,0,0.971500386,9,1.295349887,1,-2.044209357,6,-0.035461005,10,0.532747731,9,0.387726227,0,-2.184027059,24,1.598515853,13,1.518640353,5,-1.434190815,12,0.636207849
JEW23_181211_time_03_1,lh,LOS_limbs_toon_JC_10mm,1,-0.75887167,3,-0.188437225,48,4.423692982,40,2.988699968,0,-1.659657199,0,-1.892652265,1,-1.218584587,2,-0.804229077,0,-1.244954486,13,0.857792962,5,-0.595666274,52,4.904820694,0,-2.4055113,5,-1.37560597,4,-0.292241558
JP23_170111_time_02_1,lh,LOS_limbs_toon_JC_10mm,0,-0.354179252,0,0.051297312,13,1.155558925,1,0.251069443,0,-0.037840862,0,0.731605661,0,-0.289886877,0,-0.604474526,0,-0.58761354,0,0.05398983,0,-0.173105737,11,0.879614651,0,0.402021724,0,-0.601941788,0,-0.375556764
MW23_190306_time_03_1,lh,LOS_limbs_toon_JC_10mm,0,-2.249861449,0,-0.515424156,28,1.755657392,64,5.143324168,0,-1.937955941,0,-0.418797656,4,-1.382047189,3,-1.141230486,2,-0.828334973,21,1.521927235,0,-1.733420017,56,4.94732558,0,-1.752610085,4,-1.712470138,15,0.449704541
MZ190410,lh,LOS_limbs_toon_JC_10mm,0,-1.782938205,1,-0.603491957,2,-0.095185469,32,2.481053685,6,1.335296632,0,-0.735219754,0,-1.608035902,0,-1.507683246,11,1.241932904,7,0.763515252,0,-1.54210731,24,1.828132259,1,0.602335421,1,-2.119673613,14,1.393463355
CR24_181106_time_03_2,lh,LOS_limbs_toon_JC_10mm,1,-0.786730816,5,-0.324375774,60,4.032524823,55,3.973392407,0,-0.818097851,0,0.0414342,0,-3.520676236,0,-2.141450148,9,0.600511774,6,-0.217917518,7,-0.714734347,71,5.418199466,0,-0.611168332,0,-3.853266491,12,0.273590751
NC24_190217_time_03_1,lh,LOS_limbs_toon_JC_10mm,0,-0.534860099,0,-0.426130261,19,2.005664701,43,3.641970749,0,0.38653159,0,0.925162392,0,-1.90978841,0,-2.531648706,0,-0.917245364,0,-0.02067304,0,-0.640808298,49,3.957969189,0,0.845866493,0,-3.001104124,0,-0.657303626
TL24_190428_time_03_1,lh,LOS_limbs_toon_JC_10mm,0,-2.992416983,0,-1.897109023,51,3.555306057,54,4.06062325,0,-1.847817209,0,0.342378267,0,-2.554031839,3,0.2216641,5,0.044065424,21,1.422454071,0,-3.218288612,65,5.199710818,0,-1.233720335,2,-1.615037581,19,0.994193245
KM25_181204_time_03_1,lh,LOS_limbs_toon_JC_10mm,0,-0.788984282,3,-0.455344986,67,4.628662816,63,4.360982544,2,-0.527911708,0,0.380686004,5,-2.032038812,4,-0.833154273,0,-1.823783221,0,-1.835778621,3,-0.814749914,76,6.067672625,2,-0.185661356,6,-1.956164595,0,-2.52229031
mh102018,lh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.858965492,1,0.079975155,3,-0.267455876,3,-0.091981934,3,1.114666171
MN181023,lh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.065658659,13,1.012354968,0,-1.269892974,0,0.162584583,7,1.158391565
ST25,lh,LOS_limbs_toon_JC_10mm,1,-2.714304866,21,0.003512841,20,0.136028922,90,6.652419788,15,0.923706036,0,-2.709618762,8,-2.936131081,1,-4.325119019,20,0.49191755,51,3.612907274,6,-1.650468162,76,5.137459164,1,-0.890360451,4,-4.926734717,38,2.764986663
es103118,lh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,3.642556858,5,-1.970857012,0,-2.83069296,13,0.457834707,19,0.680282218
jw103018,lh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1.87335963,3,-1.126881598,10,0.430126468,0,-0.154765929,1,-1.005934864
mg_041817,lh,LOS_limbs_toon_JC_10mm,3,-0.017071422,5,0.401783435,26,2.375622425,61,4.540892163,2,-0.254349553,0,-0.251789312,0,-3.267894378,0,-2.09384249,0,-0.862438544,3,-0.638301643,6,0.265492686,59,4.857186199,3,-0.351377582,0,-3.746449685,0,-1.055289855
SP171101,lh,LOS_limbs_toon_JC_10mm,0,-0.11687167,6,0.398472803,33,2.037638955,16,1.772558928,0,0.824843675,0,-0.332411892,0,-2.217053237,0,-0.746178108,0,-1.859100715,4,0.300640624,6,0.190262393,45,2.631826462,0,0.338188316,0,-1.990752991,0,-1.100930137
TH181012,lh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.382484133,0,0.575545348,0,0.323354609,0,-0.732791405,0,-0.552587156
JG24_170109_time_04_1,lh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28_181008_time_03_1,lh,LOS_limbs_toon_JC_10mm,1,-1.156475865,1,-1.072748536,24,2.357266041,32,2.366942821,1,-0.33016977,3,-0.277273911,0,-1.820771043,0,-0.495194877,5,-0.338661521,14,1.057228508,2,-1.499593919,44,3.200830263,1,-0.4200235,0,-1.585675365,11,0.478438943
KG22_190128_time_03_1,lh,LOS_limbs_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,lh,LOS_limbs_toon_JC_10mm,12,1.159829625,13,1.071801613,33,2.826807677,23,1.794854154,0,-1.733495235,3,0.488708659,0,-2.59390767,0,-1.454699456,0,-0.537136995,1,0.103081716,19,1.515705084,32,3.071926307,0,-1.058774757,0,-2.762763737,0,-0.312978464
DRS22,lh,LOS_limbs_toon_JC_10mm,1,-2.789014937,0,-0.915205911,32,2.537269762,66,5.068444647,0,-1.516509158,0,-0.061345097,0,-1.875278936,0,-1.961404475,17,0.905143688,10,0.71158662,0,-2.389698278,70,5.384632235,0,-1.216582078,0,-2.608524637,18,1.119230769
MBA24_190130_time_03_1,lh,LOS_limbs_toon_JC_10mm,4,-0.862086876,5,-1.006313612,15,1.101686888,24,2.161475301,0,-0.253058783,0,-0.526071651,5,-0.444676714,1,-0.883685612,4,0.096531917,9,0.574724795,5,-1.27353877,29,2.296138695,0,-0.50682774,4,-0.894397525,14,0.45690659
df032518,lh,LOS_limbs_toon_JC_10mm,0,-1.856658762,0,-1.856831142,11,0.495463941,18,1.341258795,0,-0.199750809,0,-1.414537309,38,3.288332481,32,2.61203835,0,-1.399009474,0,-1.705495109,2,-2.532881371,22,1.31860696,0,-0.995512888,46,4.018282172,0,-2.134788284
ENK05_181201_time_03_1,rh,mFus_faces_toon_10mm,8,0.549565146,28,1.948122794,12,0.397642623,9,0.709711511,0,0.393797614,0,-0.831975677,0,-2.069915572,0,-1.355608601,3,0.206511828,0,0.126390272,28,1.796223714,19,0.775345053,0,-0.18465687,0,-2.329672195,8,0.230427371
CLC06_190912_time_04_1,rh,mFus_faces_toon_10mm,9,1.446189732,13,1.200628124,1,0.717850793,2,0.28157602,0,0.284476193,0,-0.201270962,0,-1.672614269,0,-0.411467779,0,-1.121626412,0,-0.017513249,22,1.769144549,5,0.641678128,0,0.102329349,0,-1.427770631,0,-0.798505071
ED07_190824_time_04_2,rh,mFus_faces_toon_10mm,7,0.798282587,13,1.430537097,26,1.728982937,9,0.490418114,0,-0.053476822,0,-1.431510367,0,-0.691897706,0,-0.892355807,0,-0.439960874,0,-0.675765456,18,1.554989699,15,1.403129008,0,-0.885696346,1,-1.070757847,0,-0.766193061
ENK05_190203_time_03_2,rh,mFus_faces_toon_10mm,5,0.285898994,17,1.889902593,8,-0.381437605,6,0.816894036,0,0.389029089,0,-1.2565154,0,-2.314851438,1,-0.446303774,6,0.619189739,0,0.151381556,16,1.594725421,11,0.391941433,0,-0.438708922,0,-1.894110348,7,0.536780361
RJ09_181110_time_03_2,rh,mFus_faces_toon_10mm,23,1.779040903,28,2.085108734,17,1.437282041,2,0.557575484,0,-0.728760273,0,-0.773071261,0,-1.538759525,0,-0.613149565,0,-0.927587941,1,-0.660135033,36,2.634486133,12,1.280070225,0,-1.022066172,0,-1.469498366,1,-1.097602045
INW06_191006_time_04_1,rh,mFus_faces_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ09_190810_time_04_1,rh,mFus_faces_toon_10mm,23,1.835182387,15,1.297821928,15,1.448795809,2,0.127788527,0,-0.358135611,0,-0.764888785,0,-0.499401812,0,-0.445896423,0,-1.236537922,0,-0.80814808,26,2.0749328,9,0.96103123,0,-0.729293005,0,-0.641082493,0,-1.414516698
AOK07_190203_time_03_2,rh,mFus_faces_toon_10mm,20,1.878338331,44,3.192170854,6,0.8025853,0,0.160033805,0,0.357539336,0,-1.379888753,0,-2.540049094,0,-0.403488873,0,-1.154901588,0,-0.525808942,49,3.52788023,8,0.600052598,0,-0.535926295,0,-2.021041866,1,-1.166061076
CS11_181215_time_03_2,rh,mFus_faces_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
