Session,Hemi,ROI,nrAdultFaces,meanAdultFaces,nrChildFaces,meanChildFaces,nrNoHeadBody,meanNoHeadBody,nrLimbs,meanLimbs,nrCars,meanCars,nrGuitars,meanGuitars,nrCorridors,meanCorridors,nrHouses,meanHouses,nrWords,meanWords,nrNumber,meanNumber,nrFaces,meanFaces,nrBodies,meanBodies,nrObjects,meanObjects,nrPlaces,meanPlaces,nrChars,meanChars
ENK05_181201_time_03_1,rh,CoS_places_toon_10mm,0,-2.184614384,0,-2.384369419,0,-0.70100466,0,0.170235479,0,-0.9925699,2,0.168489219,46,3.249786927,26,2.183402116,2,0.186843879,2,-0.363240242,0,-3.102418651,0,-0.28902281,0,-0.671797046,55,3.694231548,3,-0.114945209
CLC06_190912_time_04_1,rh,CoS_places_toon_10mm,0,-0.428286868,0,-1.061611074,0,-0.319480154,0,-0.689747614,0,0.019111005,0,-0.592878611,28,2.371393941,12,1.410372628,0,-0.52341521,0,-0.542078313,0,-1.055844114,0,-0.713586732,0,-0.334767347,31,2.57411997,0,-0.734190037
ED07_190824_time_04_2,rh,CoS_places_toon_10mm,0,-1.430904771,0,-1.271908234,0,-0.776313746,0,-0.818045902,0,0.272869901,0,-0.647942106,21,2.288012727,12,2.101859305,0,-0.006792644,0,-0.407710201,0,-1.813706505,0,-1.083351895,0,-0.170085844,28,2.976339714,0,-0.280866
ENK05_190203_time_03_2,rh,CoS_places_toon_10mm,0,-2.392114094,0,-1.946978242,0,-1.656126764,3,0.678250137,0,-0.437072066,0,-0.212651184,36,2.71465038,24,2.389503899,7,0.293050758,1,-0.426621089,0,-2.896958129,0,-0.473476057,0,-0.46497126,44,3.461992225,8,-0.083379351
RJ09_181110_time_03_2,rh,CoS_places_toon_10mm,0,-2.416009897,0,-2.096456104,0,-1.129943025,0,-0.167496675,0,-0.696426411,0,-0.413319763,36,2.50889459,40,2.71571496,0,0.39537524,1,0.37516992,0,-3.023856771,0,-0.800963117,0,-0.78480292,48,3.53690171,2,0.531359433
INW06_191006_time_04_1,rh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ09_190810_time_04_1,rh,CoS_places_toon_10mm,0,-0.71314151,0,-0.974897177,0,-1.142349757,0,-0.312511819,0,-0.246245236,0,-1.020852136,29,2.665840405,15,1.634898124,0,-0.176203369,0,-0.41808478,0,-1.160821251,0,-0.918327682,0,-0.793301721,32,2.926586745,0,-0.406706744
AOK07_190203_time_03_2,rh,CoS_places_toon_10mm,0,-2.042496499,0,-1.389968508,0,-1.343632381,0,-0.192685644,0,0.030774573,0,-1.199309071,39,3.01426916,39,2.779712738,1,-0.12729717,0,-0.611680252,0,-2.268299268,0,-0.947518165,0,-0.683312206,55,3.92818809,2,-0.503509889
CS11_181215_time_03_2,rh,CoS_places_toon_10mm,0,-1.6998032,0,-2.233778789,0,-1.287119465,0,-0.16226326,0,0.787127468,0,-0.722898006,45,3.674725029,20,1.980177271,0,-0.642708955,0,-0.612625435,0,-2.699116218,0,-0.890742005,0,0.185253547,43,3.852340895,0,-0.865630524
GEJA09_190921_time_04_1,rh,CoS_places_toon_10mm,1,-0.410199382,0,-0.852272332,2,-0.846981825,0,-0.549011628,0,0.02378605,0,-0.391850263,23,1.897561668,12,1.206189349,0,0.038356669,0,-0.540222437,1,-0.887320664,0,-0.921493642,0,-0.212590571,27,2.111392603,0,-0.338938342
MDT09_191027_time_03_2,rh,CoS_places_toon_10mm,0,-2.821121535,0,-2.412491699,0,-1.247586904,6,0.685095438,0,-0.070562127,0,-1.028420274,54,2.926924607,41,2.671087149,2,0.265796887,0,-0.163981968,0,-3.504150886,1,-0.22461302,0,-0.661271763,62,3.795692466,2,0.075365981
DAPA10_181201_time_03_2,rh,CoS_places_toon_10mm,0,-1.319347457,0,-1.47948994,0,-1.256586798,0,-0.196901095,0,-0.349918609,0,-0.934958641,41,2.744037426,22,1.893815678,2,0.193201964,0,-0.143115174,0,-1.903396087,0,-0.898796677,0,-0.823197666,47,3.152696547,1,0.038583053
STM10_190903_time_03_2,rh,CoS_places_toon_10mm,0,-1.811428111,0,-2.313395349,0,-1.491810245,0,-0.455792236,1,0.188886477,0,-0.617771069,31,3.487408809,24,2.90859628,0,-0.377395947,0,-0.467745165,0,-2.825833657,0,-1.235411418,0,-0.217543183,34,4.34037205,0,-0.581441888
DAPA10_190921_time_04_1,rh,CoS_places_toon_10mm,0,-2.006327553,0,-1.922436749,0,-1.095980125,0,0.055996792,0,-0.505419421,0,-1.236228932,32,2.869100188,33,2.793678646,0,0.166070166,0,-0.141679746,0,-2.647820788,0,-0.611231536,0,-1.121666714,37,3.837299445,1,0.020526424
CGSA11_190910_time_04_1,rh,CoS_places_toon_10mm,0,-2.256675653,0,-1.484605153,0,-1.606276762,0,0.178293327,0,-0.298400256,0,-0.939579258,42,3.183773257,35,2.544950255,0,-0.090210098,0,-0.356352061,0,-2.467646048,0,-0.822859148,0,-0.785896441,46,3.889065541,0,-0.304590447
OS12_190724_time_06_1,rh,CoS_places_toon_10mm,0,-1.441141787,0,-1.200826389,0,-1.235710444,0,-0.700075555,0,-0.094851038,0,-0.448700469,34,2.638258189,22,1.760611054,0,0.161695178,0,-0.202837836,0,-1.766275923,0,-1.267900942,0,-0.338286896,38,2.991137843,0,-0.023958304
CS22_190217_time_03_1,rh,CoS_places_toon_10mm,0,-0.833008387,0,-1.448623317,0,-0.766977237,0,-0.331016872,0,-0.133745053,0,-0.467739293,23,2.491121829,16,1.780393821,0,-0.21972474,0,-0.590796319,0,-1.589376679,0,-0.708470305,0,-0.379731702,26,2.902759123,0,-0.554190703
em_050317,rh,CoS_places_toon_10mm,0,-1.259110169,0,-1.870632611,0,0.124163804,0,-0.923998413,0,-1.947891898,0,-1.484380013,58,4.332173849,22,1.860917533,0,0.744075288,4,0.388423992,0,-2.159167134,0,-0.562785187,0,-2.383541355,61,4.325733314,5,0.798527051
NAV22_181218_time_03_1,rh,CoS_places_toon_10mm,0,-1.073239457,0,-1.318635572,0,-0.953721083,0,-0.634123009,0,-0.355871951,0,-1.25064945,38,3.172071941,27,2.408189189,0,-0.539450401,0,-0.24590058,0,-1.635073689,0,-1.049697664,0,-1.013983007,45,3.790061002,0,-0.544864157
GB23_190117_time_03_1,rh,CoS_places_toon_10mm,0,-0.725295029,0,-0.930543895,0,-1.069537265,0,-0.41368981,0,-0.037100931,0,-0.595079543,27,2.152530975,16,1.555090504,0,0.017304199,0,-0.543103541,0,-1.134672982,0,-0.95162192,0,-0.379737746,28,2.519313206,0,-0.355654437
JEW23_181211_time_03_1,rh,CoS_places_toon_10mm,0,-0.913684087,0,-0.696578478,1,-0.321769571,0,0.083104304,0,-0.188910579,0,-0.476919454,13,1.755515737,6,1.186184895,0,-0.45199684,0,-0.381105117,0,-1.071041759,0,-0.128900628,0,-0.428004706,19,2.000072732,0,-0.575089932
JP23_170111_time_02_1,rh,CoS_places_toon_10mm,0,-0.206913483,0,-0.233399407,0,0.311943894,0,0.145629408,0,-0.037408415,0,-0.278596126,4,0.436564498,3,0.46734795,0,-0.496691793,0,-0.142498949,0,-0.29954261,0,0.29648832,0,-0.193349211,5,0.611984137,0,-0.444851942
MW23_190306_time_03_1,rh,CoS_places_toon_10mm,0,-1.346150009,0,-1.310921533,0,-1.487489648,0,-0.037992257,0,0.06910485,0,-1.113405086,36,3.141822556,18,1.576668008,0,-0.307759733,1,-0.134233552,0,-1.792426002,0,-0.916017764,0,-0.6028756,34,3.21632363,0,-0.306748384
MZ190410,rh,CoS_places_toon_10mm,0,-1.516358462,0,-0.790402306,0,-0.823831749,3,0.509172616,0,0.424246911,0,-0.791428442,16,1.384206512,2,0.10859083,6,0.9492654,0,-0.204052112,0,-1.520826182,0,-0.111109288,0,-0.140068839,13,1.02564511,6,0.538548963
CR24_181106_time_03_2,rh,CoS_places_toon_10mm,0,-1.52655016,0,-1.69391472,1,-0.370473338,0,-0.286159511,0,-0.07085857,0,-0.446760781,26,2.280406844,12,1.620545045,3,0.41126618,0,-0.509655064,0,-2.188816694,0,-0.43796163,0,-0.318502702,33,2.651073935,2,-0.056700512
NC24_190217_time_03_1,rh,CoS_places_toon_10mm,0,-1.758430188,0,-2.439723079,0,-1.019960653,0,-0.43266449,0,0.006479565,0,-0.800402313,29,3.62391173,26,3.154494086,0,-0.61406312,0,-0.589940634,0,-2.889319564,0,-0.936440563,0,-0.466955907,35,4.598059431,0,-0.830177778
TL24_190428_time_03_1,rh,CoS_places_toon_10mm,0,-1.038963563,0,-0.157442023,0,-0.247858279,0,-0.006396548,0,-0.070238298,0,0.289029882,13,1.181569543,10,1.536605724,0,0.066400541,0,-1.797064517,0,-0.739772728,0,-0.152684745,0,0.115868345,21,1.837007858,0,-1.170405506
KM25_181204_time_03_1,rh,CoS_places_toon_10mm,0,-2.863729353,0,-2.934876523,1,-0.951341378,0,0.152355792,1,0.574883002,0,-0.546763808,48,3.68561898,54,3.877901309,0,-0.503332688,0,-1.537599932,0,-3.92317378,1,-0.451893447,1,0.12422,61,5.121621354,0,-1.394274191
mh102018,rh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.141729622,0,0.204774263,0,-0.47412367,3,0.629388594,0,-0.210910319
MN181023,rh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.428012641,0,-0.399714672,6,0.855320786,0,-0.461750777,0,-0.415584935
ST25,rh,CoS_places_toon_10mm,0,-2.670999287,0,-2.229327949,1,-2.094899051,3,0.457298709,2,-0.627741517,0,-1.992866348,65,4.743880938,41,2.786411657,0,-0.227947144,3,0.269949673,0,-3.310121492,0,-0.918255222,0,-1.672034557,64,5.137328408,3,0.018398822
es103118,rh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.75842126,1,-0.024541695,0,-3.39569974,9,0.956418596,40,3.158436239
jw103018,rh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.226995212,0,-0.47840277,0,-0.875448491,0,0.23015244,15,1.321118988
mg_041817,rh,CoS_places_toon_10mm,0,-0.97121642,0,-0.791490309,0,-1.302663784,0,-0.023745677,0,-1.134001944,0,-0.995545052,33,3.221011397,14,1.36219694,1,0.464876735,0,0.151636259,0,-1.215937732,0,-0.929160141,0,-1.478613359,32,3.201223269,1,0.436100439
SP171101,rh,CoS_places_toon_10mm,0,-0.208814574,0,-2.098237096,0,-0.033452658,0,0.310466299,1,0.500098373,0,-0.290814105,12,1.845442286,3,0.823798794,0,-0.466659258,0,-0.382783905,0,-1.581212698,0,0.19102301,0,0.142063763,13,1.79358872,0,-0.589444459
TH181012,rh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.403793014,0,-0.083544544,0,-0.296408671,0,0.134844772,1,-0.162853031
JG24_170109_time_04_1,rh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28_181008_time_03_1,rh,CoS_places_toon_10mm,0,-0.433188082,0,-0.801061687,0,-0.460813888,1,0.026907002,0,-0.174153175,1,-0.34070037,10,1.399785948,8,1.37516495,0,-0.367376904,0,-0.520838147,0,-0.862484245,2,-0.254447426,0,-0.336212122,16,1.880249703,0,-0.610369755
KG22_190128_time_03_1,rh,CoS_places_toon_10mm,0,-0.959774594,0,-1.201679775,0,-0.590772404,0,-0.475940479,0,-0.288754403,0,-0.602832217,25,2.399378999,19,1.963166526,0,-0.465906615,0,-0.299231817,0,-1.479125939,0,-0.713268707,0,-0.57982562,37,2.960974009,0,-0.529400725
VN26,rh,CoS_places_toon_10mm,0,-1.167259022,0,-1.592016644,0,-0.745210356,1,-0.349219378,0,-0.571123213,1,-0.024344,40,3.015087176,30,2.551214703,0,-0.647922825,0,-0.991917891,0,-1.913046605,0,-0.7156418,0,-0.458906639,43,3.789336455,0,-1.123756962
DRS22,rh,CoS_places_toon_10mm,1,-1.145222931,0,-0.837994434,0,-0.62527911,0,-0.447579017,0,-0.450385576,0,-0.216361486,22,1.961133215,21,1.925025935,0,-0.286010826,0,-0.368280185,0,-1.330260163,0,-0.717922803,0,-0.478983853,33,2.643180901,0,-0.449542779
MBA24_190130_time_03_1,rh,CoS_places_toon_10mm,0,-0.492402875,0,-0.601254196,0,-0.596976618,0,-0.12204929,0,-0.194189182,0,-0.442149884,16,1.739043643,8,1.388658067,0,-0.353901313,0,-0.697119906,0,-0.747357731,0,-0.448614413,0,-0.411602489,21,2.12332693,0,-0.720297041
df032518,rh,CoS_places_toon_10mm,0,-1.210964603,0,-1.307015178,0,-0.932366457,0,-0.107983344,0,0.045996493,0,-0.14328839,18,1.333162887,11,1.566532402,0,0.111995005,1,0.099429177,0,-1.724459165,0,-0.645405044,0,-0.049301649,24,1.970086207,1,0.146094184
ENK05_181201_time_03_1,lh,CoS_places_toon_10mm,0,-0.831709477,0,-0.810574727,2,-0.327766085,2,0.054824595,0,-1.218431172,0,-0.04826945,22,1.909072892,15,1.433763974,0,0.065075247,0,-0.520110592,0,-1.107913331,4,-0.15392166,0,-0.975095241,25,2.270646293,1,-0.306579674
CLC06_190912_time_04_1,lh,CoS_places_toon_10mm,0,-0.543521323,0,-0.475908025,0,-0.335272747,0,-0.348146961,0,0.379055509,0,-1.121132531,23,2.327131991,9,1.372836366,0,-1.08942744,0,-0.651996052,0,-0.683487628,0,-0.463971277,0,-0.366623597,24,2.51861967,0,-1.205595348
ED07_190824_time_04_2,lh,CoS_places_toon_10mm,0,-1.476022275,0,-1.336591743,0,-0.921225038,0,-0.582943662,0,0.295869661,0,-0.635973357,26,2.283350533,16,1.711874342,1,0.101687738,0,-0.17967977,0,-1.889411337,0,-0.991506337,0,-0.145158863,30,2.713828466,0,-0.050361433
ENK05_190203_time_03_2,lh,CoS_places_toon_10mm,0,-0.339776927,0,-0.489164049,1,-0.462133183,0,-0.065662505,0,-0.288136233,0,-0.201899467,32,2.440272256,15,0.881624014,0,-0.777302752,0,-0.963936513,0,-0.571662549,0,-0.325429534,0,-0.342918909,32,2.270094104,0,-1.197935415
RJ09_181110_time_03_2,lh,CoS_places_toon_10mm,0,-2.376945544,0,-2.292640134,0,-1.249001573,1,0.400258122,0,-0.605802579,1,0.339890143,25,2.058346922,21,2.044247013,0,0.388720073,0,0.532177153,0,-3.148300733,0,-0.441448198,0,-0.270233773,34,2.779552676,1,0.633017436
INW06_191006_time_04_1,lh,CoS_places_toon_10mm,0,-1.257527089,0,-0.753372438,0,-0.907682464,0,-0.48798748,0,0.071508761,0,-0.529439814,25,2.201664391,9,1.410917402,0,-0.138261067,0,-0.25952463,0,-1.319400547,0,-0.911423885,0,-0.256648865,31,2.457359743,0,-0.272718971
RJ09_190810_time_04_1,lh,CoS_places_toon_10mm,0,-0.633114409,0,-0.702360694,0,-0.984425335,0,-0.117076729,0,-0.157890107,0,-0.50695718,22,1.963056231,1,0.847394395,0,-0.098917184,0,-0.128747873,0,-0.907654941,0,-0.675936252,0,-0.421617064,26,1.918030942,0,-0.156563169
AOK07_190203_time_03_2,lh,CoS_places_toon_10mm,0,-1.594353028,0,-1.389640751,0,-0.538420985,0,-0.322330422,0,0.070763966,0,-1.222125548,28,2.559172729,16,1.741317614,0,0.512426336,0,-0.64804751,0,-2.000122767,0,-0.565561764,0,-0.665698068,31,2.923736794,0,-0.079472118
CS11_181215_time_03_2,lh,CoS_places_toon_10mm,0,-1.527535925,0,-1.574303454,0,-0.921202879,0,-0.555458335,0,0.258506044,0,-0.842465034,43,3.853824829,22,2.20126118,0,-1.286802281,0,-0.406559295,0,-2.09929449,0,-0.970651068,0,-0.295953924,44,4.122924073,0,-1.177812672
GEJA09_190921_time_04_1,lh,CoS_places_toon_10mm,0,-0.770562536,0,-0.584093394,0,-0.637945135,0,-0.367868774,0,0.066379604,0,-0.088903866,11,1.209764769,7,0.952579169,1,0.208443736,0,-0.357283405,0,-0.900731396,0,-0.659454232,0,-0.000853753,16,1.46815517,0,-0.095762316
MDT09_191027_time_03_2,lh,CoS_places_toon_10mm,0,-1.639681291,0,-1.648213723,0,-1.185843269,0,-0.134082826,0,0.519927567,0,-0.600054752,41,2.799370904,36,2.069014884,0,-0.243595662,0,-0.769537783,0,-2.222024141,0,-0.808967,0,0.050098488,50,3.307366441,0,-0.691976428
DAPA10_181201_time_03_2,lh,CoS_places_toon_10mm,0,-0.518564682,0,-0.517782206,0,-0.704015833,0,-0.388185009,0,-0.254714257,0,-1.212011044,28,2.769960004,16,1.586943738,0,-0.57611196,0,-0.785081133,0,-0.700113669,0,-0.714267633,0,-0.912606216,32,2.966550798,0,-0.935710459
STM10_190903_time_03_2,lh,CoS_places_toon_10mm,0,-1.066762232,0,-1.145173767,0,-0.754537181,0,-0.397637051,0,-0.058174413,0,-0.513077826,27,2.334733896,16,1.609518325,0,-0.31159307,0,-0.266374646,0,-1.50052023,0,-0.751568385,0,-0.347754612,27,2.681231026,0,-0.398923036
DAPA10_190921_time_04_1,lh,CoS_places_toon_10mm,0,-1.359372072,0,-1.553336911,0,-0.54017672,0,-0.351354981,0,-0.153298339,0,-0.864273257,36,3.026163292,24,2.117561702,0,-0.424954064,0,-0.577030825,0,-1.982959534,0,-0.588618214,0,-0.628755678,43,3.496143196,0,-0.68880488
CGSA11_190910_time_04_1,lh,CoS_places_toon_10mm,0,-1.380424206,0,-0.939832986,0,-1.184668918,0,0.253852034,1,-0.175149856,0,-0.54384456,30,2.615156886,27,2.071128008,0,-0.422465658,0,-1.02761481,0,-1.533350324,0,-0.514096556,1,-0.456778773,38,3.181653928,0,-0.992195876
OS12_190724_time_06_1,lh,CoS_places_toon_10mm,0,-1.635860786,0,-1.838130544,0,-1.365601192,0,-0.56761756,3,0.364842557,0,-0.689424839,39,3.114355941,22,1.929877264,0,-0.240440055,0,0.027974138,0,-2.362817661,0,-1.244931297,2,-0.123091866,47,3.432212771,0,-0.149686868
CS22_190217_time_03_1,lh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
em_050317,lh,CoS_places_toon_10mm,0,-0.676100233,0,-0.386313394,0,-0.279526251,0,-1.047846779,0,-1.460271764,0,-1.730509135,21,2.686916169,8,1.460117206,0,0.575021901,0,0.846319826,0,-0.732821637,0,-0.93264371,0,-2.214659555,25,2.897228397,1,0.993814903
NAV22_181218_time_03_1,lh,CoS_places_toon_10mm,0,-0.913129085,0,-1.401420005,0,-0.668920325,0,-0.74405634,0,0.070196563,0,-0.833653984,29,2.741425317,20,1.987531759,0,-0.585261151,0,-0.251001893,0,-1.601716523,0,-0.963191346,0,-0.437060709,32,3.213204213,0,-0.580447833
GB23_190117_time_03_1,lh,CoS_places_toon_10mm,0,-0.658609394,0,-0.745966337,0,-0.308248474,0,-0.255058256,0,-0.196744147,0,-0.367531223,20,1.865018856,10,1.04266483,0,-0.339779778,0,-0.370377405,0,-0.955748706,0,-0.377263812,0,-0.369585554,23,1.980211776,0,-0.489122434
JEW23_181211_time_03_1,lh,CoS_places_toon_10mm,0,-1.600853838,0,-1.418304227,0,-1.059872134,0,-0.16057204,0,-0.842027102,0,-0.886655346,39,2.970946553,27,2.255211973,1,-0.161345115,0,0.066007669,0,-2.025603585,0,-0.753918631,0,-1.177045661,46,3.549561926,2,-0.068457798
JP23_170111_time_02_1,lh,CoS_places_toon_10mm,0,-0.092252218,0,0.337374369,0,0.238118201,0,0.245633279,0,0.168241117,0,-0.189037624,0,-0.532195737,0,-0.092799787,0,0.019736786,0,-0.097627667,0,0.199013355,0,0.328287905,0,0.019237155,0,-0.428944359,0,-0.052271357
MW23_190306_time_03_1,lh,CoS_places_toon_10mm,0,-1.606916361,0,-1.702276826,0,-1.780941457,0,-0.056493861,0,-0.1824368,0,-0.863419321,27,3.53867421,18,2.145074443,0,-0.476812053,0,-0.028261536,0,-2.243164645,0,-1.105075853,0,-0.650890556,31,3.868095782,0,-0.353547655
MZ190410,lh,CoS_places_toon_10mm,0,-0.776752123,1,-0.522207118,0,-0.820277905,0,0.585324048,0,0.178688747,0,-0.595724061,7,0.832233264,2,0.413153239,0,0.886211615,0,-0.725853862,0,-0.86764108,0,-0.051083005,0,-0.214891205,9,0.850365578,0,0.144891391
CR24_181106_time_03_2,lh,CoS_places_toon_10mm,0,-0.620512944,0,-0.99943985,0,0.046865284,0,-0.172224733,0,-0.034271646,0,-0.036686274,13,1.50108318,3,0.854477734,0,-0.077297557,0,-0.639665945,0,-1.123931532,0,-0.102644926,0,-0.048260108,16,1.603954498,0,-0.487394957
NC24_190217_time_03_1,lh,CoS_places_toon_10mm,0,-1.030216273,0,-1.818623521,0,-0.853891801,0,-0.596474494,0,0.380708382,0,-0.523231367,23,2.58682437,19,2.301734278,0,-0.616317435,0,-0.42443765,0,-1.986027613,0,-0.961606043,0,-0.012762494,26,3.315429,0,-0.71967993
TL24_190428_time_03_1,lh,CoS_places_toon_10mm,0,-1.240833487,0,-0.319060704,0,-0.385541761,0,0.081386966,0,-0.082598826,0,0.15856191,5,0.541449781,5,1.096494937,0,1.104382816,0,-1.314960106,0,-0.982222511,0,-0.168239595,0,0.029329336,14,1.102669246,0,-0.115941778
KM25_181204_time_03_1,lh,CoS_places_toon_10mm,0,-0.813409831,0,-1.085320059,0,-0.471023133,0,-0.101167652,0,0.12151139,0,-0.351129266,23,1.719367618,15,1.530663595,0,-0.27010624,0,-0.681787519,0,-1.303957539,0,-0.357655376,0,-0.112652382,26,2.204166381,0,-0.651144817
mh102018,lh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04809826,1,0.306566391,0,-0.610714731,1,0.096540375,0,0.158093309
MN181023,lh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.584829773,3,0.524165035,0,-1.301903818,0,0.572965816,5,0.782923314
ST25,lh,CoS_places_toon_10mm,0,-3.067564896,0,-1.512865408,3,-1.716298126,2,0.894968407,1,0.363377406,0,-1.492465664,46,3.811862392,27,1.774871054,3,-0.306655219,8,-0.203718975,0,-3.010641781,0,-0.35690856,0,-0.603565551,44,3.816217281,5,-0.354210332
es103118,lh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.261965371,0,-0.886412978,0,-2.807788542,6,0.927864918,42,2.964345233
jw103018,lh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.371317395,1,-0.165038645,0,-0.815329872,1,0.357813311,3,0.973523433
mg_041817,lh,CoS_places_toon_10mm,0,-0.842756791,0,-0.523702255,0,-0.830292448,0,0.081168068,0,-0.652783022,0,-0.526185824,23,2.430233749,5,0.630464627,0,0.438845818,0,-0.224493533,0,-0.9425565,0,-0.524508066,0,-0.818680141,24,2.136990191,0,0.158096032
SP171101,lh,CoS_places_toon_10mm,0,-0.437321253,0,-1.16640251,0,-0.131384636,0,0.412039747,0,0.473910809,0,-0.87454976,11,1.320927975,0,0.528752291,0,-0.15975159,2,0.043742043,0,-1.104791685,0,0.193362705,0,-0.287910007,11,1.242791782,2,-0.082366721
TH181012,lh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.677393909,0,-0.538662971,0,-1.155018325,1,-0.159133238,29,2.553034482
JG24_170109_time_04_1,lh,CoS_places_toon_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28_181008_time_03_1,lh,CoS_places_toon_10mm,0,-0.395434435,0,-0.464583356,0,-0.465620433,0,-0.270780435,0,-0.01310458,0,-0.43491446,16,1.528277218,6,1.164558365,0,-0.528466145,0,-0.433320865,0,-0.5864199,1,-0.48304989,0,-0.266646441,19,1.828886945,0,-0.664081752
KG22_190128_time_03_1,lh,CoS_places_toon_10mm,0,-1.224917931,0,-1.110969635,0,-1.307662954,0,-0.674523743,0,0.102643271,0,-0.777166479,38,2.749552899,21,1.788928367,0,-0.128892105,0,-0.222113768,0,-1.569307713,0,-1.291440908,0,-0.378541835,43,3.086764804,0,-0.240813415
VN26,lh,CoS_places_toon_10mm,0,-0.94370171,1,-1.139563588,1,0.062166957,0,-0.128612274,0,-1.07663538,0,0.110015156,28,2.117974658,18,1.814496929,0,-0.510344719,0,-0.523727677,0,-1.435241873,0,-0.060172286,0,-0.77250389,35,2.676883963,0,-0.712955253
DRS22,lh,CoS_places_toon_10mm,0,-0.810958312,0,-0.370718357,0,-0.654411184,0,-0.502318646,0,-0.278194738,0,-0.179707157,21,2.080701197,14,1.280756741,0,-0.625050087,0,-0.34774781,0,-0.773837303,0,-0.777122177,0,-0.323216306,23,2.292649634,0,-0.676864052
MBA24_190130_time_03_1,lh,CoS_places_toon_10mm,0,-0.469252762,0,-0.390511501,0,-0.555455815,0,-0.360753764,0,-0.138305232,0,-0.412154335,19,1.637244175,14,1.307067836,1,-0.18366448,0,-0.790112764,0,-0.574749814,0,-0.604858454,0,-0.350496675,25,1.998831974,0,-0.663877512
df032518,lh,CoS_places_toon_10mm,0,-0.773056755,0,-0.581998382,0,-1.103288732,0,-0.267985998,0,-0.372660103,0,-0.268009613,14,1.640397125,9,1.399205308,0,0.277639344,0,-0.4867294,0,-0.910292232,0,-0.870266629,0,-0.449170563,18,2.069151089,0,-0.127987455
ENK05_181201_time_03_1,rh,IOG_faces_toon_JC_10mm,4,-1.492644805,13,-0.440840092,1,0.096122403,12,0.980219795,0,0.012159845,6,-0.074759462,3,-0.130280997,7,-0.399220981,5,0.316735563,14,0.818489189,10,-1.224516801,8,0.80063004,2,-0.03463768,10,-0.355335781,18,0.776422575
CLC06_190912_time_04_1,rh,IOG_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ED07_190824_time_04_2,rh,IOG_faces_toon_JC_10mm,2,-0.587575493,11,0.681881482,25,1.964688286,11,0.671782588,0,0.289859949,0,-0.902583638,0,-2.105755737,0,-1.438130557,1,0.324187795,9,1.256324595,9,0.162417976,30,1.681242906,0,-0.307045652,0,-2.409271204,8,1.078152011
ENK05_190203_time_03_2,rh,IOG_faces_toon_JC_10mm,15,-0.585498109,22,0.688997834,0,-1.262196274,3,0.376067743,0,0.084404116,0,-1.212753447,2,-1.477668886,13,0.380054034,18,1.385014603,13,0.963402084,26,0.16902122,1,-0.467661636,0,-0.649574034,10,-0.766979111,23,1.62378808
