sub,group,age,hemi,ROI,ROItype,category,stream,meanT,catSelectivity
MSH28_181008_time_03_1,adults,31,lh,LOS_limbs,category,bodies,lateral,3.200830263,Bodies
MSH28_181008_time_03_1,adults,31,lh,mFus_faces,category,face,ventral,0.847664179,Faces
MSH28_181008_time_03_1,adults,31,lh,MOG_places,category,place,dorsal,4.216755582,Places
MSH28_181008_time_03_1,adults,31,lh,MTG_limbs,category,bodies,lateral,-0.627724,Bodies
MSH28_181008_time_03_1,adults,31,lh,OTS_bodies,category,bodies,ventral,2.287618131,Bodies
MSH28_181008_time_03_1,adults,31,lh,pFus_faces,category,face,ventral,0.432757435,Faces
MSH28_181008_time_03_1,adults,31,lh,pOTS_words,category,words,ventral,1.402562087,Words
MW23_190306_time_03_1,adults,23,lh,CoS_places,category,place,ventral,3.868095782,Places
MW23_190306_time_03_1,adults,23,lh,IOG_faces,category,face,ventral,0.618747243,Faces
MW23_190306_time_03_1,adults,23,lh,IPS_places,category,place,dorsal,2.012595756,Places
MW23_190306_time_03_1,adults,23,lh,ITG_limbs,category,bodies,lateral,4.578913021,Bodies
MW23_190306_time_03_1,adults,23,lh,LOS_limbs,category,bodies,lateral,4.94732558,Bodies
MW23_190306_time_03_1,adults,23,lh,mFus_faces,category,face,ventral,2.204109899,Faces
MW23_190306_time_03_1,adults,23,lh,MOG_places,category,place,dorsal,3.208358671,Places
MW23_190306_time_03_1,adults,23,lh,mOTS_words,category,words,ventral,3.694549336,Words
MW23_190306_time_03_1,adults,23,lh,MTG_limbs,category,bodies,lateral,1.04675697,Bodies
MW23_190306_time_03_1,adults,23,lh,pOTS_words,category,words,ventral,2.904493067,Words
MW23_190306_time_03_1,adults,23,lh,pSTS_faces,category,face,lateral,0.75497854,Faces
MZ190410,adults,23,lh,CoS_places,category,place,ventral,0.850365578,Places
MZ190410,adults,23,lh,IPS_places,category,place,dorsal,2.124200641,Places
MZ190410,adults,23,lh,ITG_limbs,category,bodies,lateral,0.09413397,Bodies
MZ190410,adults,23,lh,LOS_limbs,category,bodies,lateral,1.828132259,Bodies
MZ190410,adults,23,lh,mFus_faces,category,face,ventral,-0.233298625,Faces
MZ190410,adults,23,lh,MOG_places,category,place,dorsal,0.820114158,Places
MZ190410,adults,23,lh,mOTS_words,category,words,ventral,1.787401336,Words
MZ190410,adults,23,lh,MTG_limbs,category,bodies,lateral,1.24093728,Bodies
MZ190410,adults,23,lh,OTS_bodies,category,bodies,ventral,0.98359367,Bodies
MZ190410,adults,23,lh,pFus_faces,category,face,ventral,0.149034698,Faces
MZ190410,adults,23,lh,pOTS_words,category,words,ventral,2.937752288,Words
MZ190410,adults,23,lh,pSTS_faces,category,face,lateral,-1.222729,Faces
NAV22_181218_time_03_1,adults,22,lh,CoS_places,category,place,ventral,3.213204213,Places
NAV22_181218_time_03_1,adults,22,lh,IOG_faces,category,face,ventral,0.602200537,Faces
NAV22_181218_time_03_1,adults,22,lh,IPS_places,category,place,dorsal,3.773269968,Places
NAV22_181218_time_03_1,adults,22,lh,ITG_limbs,category,bodies,lateral,0.282700391,Bodies
NAV22_181218_time_03_1,adults,22,lh,LOS_limbs,category,bodies,lateral,3.001508238,Bodies
NAV22_181218_time_03_1,adults,22,lh,mFus_faces,category,face,ventral,1.7753111,Faces
NAV22_181218_time_03_1,adults,22,lh,MOG_places,category,place,dorsal,5.49209275,Places
NAV22_181218_time_03_1,adults,22,lh,mOTS_words,category,words,ventral,4.585551334,Words
NAV22_181218_time_03_1,adults,22,lh,MTG_limbs,category,bodies,lateral,0.20819058,Bodies
NAV22_181218_time_03_1,adults,22,lh,pFus_faces,category,face,ventral,2.66815907,Faces
NAV22_181218_time_03_1,adults,22,lh,pOTS_words,category,words,ventral,4.837498017,Words
NAV22_181218_time_03_1,adults,22,lh,pSTS_faces,category,face,lateral,-0.4646491,Faces
NC24_190217_time_03_1,adults,24,lh,CoS_places,category,place,ventral,3.315429,Places
NC24_190217_time_03_1,adults,24,lh,IOG_faces,category,face,ventral,0.37789096,Faces
NC24_190217_time_03_1,adults,24,lh,IPS_places,category,place,dorsal,4.728557369,Places
NC24_190217_time_03_1,adults,24,lh,ITG_limbs,category,bodies,lateral,3.883775052,Bodies
NC24_190217_time_03_1,adults,24,lh,LOS_limbs,category,bodies,lateral,3.957969189,Bodies
NC24_190217_time_03_1,adults,24,lh,mFus_faces,category,face,ventral,2.162868859,Faces
NC24_190217_time_03_1,adults,24,lh,MOG_places,category,place,dorsal,3.826925838,Places
NC24_190217_time_03_1,adults,24,lh,mOTS_words,category,words,ventral,3.140652652,Words
NC24_190217_time_03_1,adults,24,lh,MTG_limbs,category,bodies,lateral,3.58697473,Bodies
NC24_190217_time_03_1,adults,24,lh,pOTS_words,category,words,ventral,1.394560354,Words
NC24_190217_time_03_1,adults,24,lh,pSTS_faces,category,face,lateral,-0.9450707,Faces
OS12_190724_time_06_1,kids,17,lh,CoS_places,category,place,ventral,3.432212771,Places
OS12_190724_time_06_1,kids,17,lh,IOG_faces,category,face,ventral,-0.514979929,Faces
OS12_190724_time_06_1,kids,17,lh,IPS_places,category,place,dorsal,4.011194273,Places
OS12_190724_time_06_1,kids,17,lh,LOS_limbs,category,bodies,lateral,4.695363154,Bodies
OS12_190724_time_06_1,kids,17,lh,mFus_faces,category,face,ventral,-0.281978962,Faces
OS12_190724_time_06_1,kids,17,lh,MOG_places,category,place,dorsal,3.646903959,Places
OS12_190724_time_06_1,kids,17,lh,mOTS_words,category,words,ventral,2.430968148,Words
OS12_190724_time_06_1,kids,17,lh,MTG_limbs,category,bodies,lateral,-0.280179,Bodies
OS12_190724_time_06_1,kids,17,lh,OTS_bodies,category,bodies,ventral,0.066565705,Bodies
OS12_190724_time_06_1,kids,17,lh,pFus_faces,category,face,ventral,2.026561272,Faces
OS12_190724_time_06_1,kids,17,lh,pOTS_words,category,words,ventral,2.966295904,Words
OS12_190724_time_06_1,kids,17,lh,pSTS_faces,category,face,lateral,-0.1565921,Faces
RJ09_190810_time_04_1,kids,12,lh,CoS_places,category,place,ventral,1.918030942,Places
RJ09_190810_time_04_1,kids,12,lh,IPS_places,category,place,dorsal,3.582580832,Places
RJ09_190810_time_04_1,kids,12,lh,ITG_limbs,category,bodies,lateral,3.578346592,Bodies
RJ09_190810_time_04_1,kids,12,lh,LOS_limbs,category,bodies,lateral,4.01627657,Bodies
RJ09_190810_time_04_1,kids,12,lh,mFus_faces,category,face,ventral,1.135911529,Faces
RJ09_190810_time_04_1,kids,12,lh,MOG_places,category,place,dorsal,3.034447707,Places
RJ09_190810_time_04_1,kids,12,lh,mOTS_words,category,words,ventral,1.79437042,Words
RJ09_190810_time_04_1,kids,12,lh,MTG_limbs,category,bodies,lateral,1.26026441,Bodies
RJ09_190810_time_04_1,kids,12,lh,OTS_bodies,category,bodies,ventral,1.374917112,Bodies
RJ09_190810_time_04_1,kids,12,lh,pFus_faces,category,face,ventral,0.972644355,Faces
RJ09_190810_time_04_1,kids,12,lh,pOTS_words,category,words,ventral,2.089949942,Words
RJ09_190810_time_04_1,kids,12,lh,pSTS_faces,category,face,lateral,0.00735725,Faces
SP171101,adults,30,lh,CoS_places,category,place,ventral,1.242791782,Places
SP171101,adults,30,lh,IOG_faces,category,face,ventral,2.168622374,Faces
SP171101,adults,30,lh,IPS_places,category,place,dorsal,1.940920824,Places
SP171101,adults,30,lh,ITG_limbs,category,bodies,lateral,3.520709191,Bodies
SP171101,adults,30,lh,LOS_limbs,category,bodies,lateral,2.631826462,Bodies
SP171101,adults,30,lh,mFus_faces,category,face,ventral,0.93347268,Faces
SP171101,adults,30,lh,MOG_places,category,place,dorsal,0.796127783,Places
SP171101,adults,30,lh,mOTS_words,category,words,ventral,1.015077943,Words
SP171101,adults,30,lh,MTG_limbs,category,bodies,lateral,1.83090529,Bodies
SP171101,adults,30,lh,OTS_bodies,category,bodies,ventral,0.807792377,Bodies
SP171101,adults,30,lh,pFus_faces,category,face,ventral,2.638653377,Faces
SP171101,adults,30,lh,pOTS_words,category,words,ventral,1.066601888,Words
SP171101,adults,30,lh,pSTS_faces,category,face,lateral,0.54943755,Faces
ST25,adults,25,lh,CoS_places,category,place,ventral,3.816217281,Places
ST25,adults,25,lh,IOG_faces,category,face,ventral,-1.11328314,Faces
ST25,adults,25,lh,IPS_places,category,place,dorsal,2.260753622,Places
ST25,adults,25,lh,ITG_limbs,category,bodies,lateral,2.855007358,Bodies
ST25,adults,25,lh,LOS_limbs,category,bodies,lateral,5.137459164,Bodies
ST25,adults,25,lh,mFus_faces,category,face,ventral,1.46535658,Faces
ST25,adults,25,lh,MOG_places,category,place,dorsal,5.736911036,Places
ST25,adults,25,lh,MTG_limbs,category,bodies,lateral,4.76417234,Bodies
ST25,adults,25,lh,OTS_bodies,category,bodies,ventral,0.980494268,Bodies
ST25,adults,25,lh,pOTS_words,category,words,ventral,4.95574811,Words
ST25,adults,25,lh,pSTS_faces,category,face,lateral,1.03967601,Faces
STM10_190903_time_03_2,kids,15,lh,CoS_places,category,place,ventral,2.681231026,Places
STM10_190903_time_03_2,kids,15,lh,IPS_places,category,place,dorsal,5.843800513,Places
STM10_190903_time_03_2,kids,15,lh,ITG_limbs,category,bodies,lateral,3.329391432,Bodies
STM10_190903_time_03_2,kids,15,lh,LOS_limbs,category,bodies,lateral,2.137711136,Bodies
STM10_190903_time_03_2,kids,15,lh,mFus_faces,category,face,ventral,3.868543016,Faces
STM10_190903_time_03_2,kids,15,lh,MOG_places,category,place,dorsal,5.411257727,Places
STM10_190903_time_03_2,kids,15,lh,mOTS_words,category,words,ventral,0.880358465,Words
STM10_190903_time_03_2,kids,15,lh,MTG_limbs,category,bodies,lateral,1.8415258,Bodies
STM10_190903_time_03_2,kids,15,lh,OTS_bodies,category,bodies,ventral,2.227657876,Bodies
STM10_190903_time_03_2,kids,15,lh,pFus_faces,category,face,ventral,0.445869334,Faces
STM10_190903_time_03_2,kids,15,lh,pOTS_words,category,words,ventral,1.419789096,Words
STM10_190903_time_03_2,kids,15,lh,pSTS_faces,category,face,lateral,-0.6325674,Faces
TH181012,adults,32,lh,CoS_places,category,place,ventral,-0.159133238,Places
TH181012,adults,32,lh,IOG_faces,category,face,ventral,-0.922796282,Faces
TH181012,adults,32,lh,IPS_places,category,place,dorsal,0.363224773,Places
TH181012,adults,32,lh,ITG_limbs,category,bodies,lateral,0.664635238,Bodies
TH181012,adults,32,lh,LOS_limbs,category,bodies,lateral,0.575545348,Bodies
TH181012,adults,32,lh,mFus_faces,category,face,ventral,-0.212795777,Faces
TH181012,adults,32,lh,MOG_places,category,place,dorsal,0.516280662,Places
TH181012,adults,32,lh,MTG_limbs,category,bodies,lateral,0.66654217,Bodies
TH181012,adults,32,lh,OTS_bodies,category,bodies,ventral,0.389246964,Bodies
TH181012,adults,32,lh,pFus_faces,category,face,ventral,0.331083877,Faces
TH181012,adults,32,lh,pSTS_faces,category,face,lateral,0.13133512,Faces
TL24_190428_time_03_1,adults,24,lh,CoS_places,category,place,ventral,1.102669246,Places
TL24_190428_time_03_1,adults,24,lh,IOG_faces,category,face,ventral,2.50839642,Faces
TL24_190428_time_03_1,adults,24,lh,IPS_places,category,place,dorsal,3.408547569,Places
TL24_190428_time_03_1,adults,24,lh,ITG_limbs,category,bodies,lateral,3.440392482,Bodies
TL24_190428_time_03_1,adults,24,lh,LOS_limbs,category,bodies,lateral,5.199710818,Bodies
TL24_190428_time_03_1,adults,24,lh,mFus_faces,category,face,ventral,0.681095454,Faces
TL24_190428_time_03_1,adults,24,lh,MOG_places,category,place,dorsal,2.522654081,Places
TL24_190428_time_03_1,adults,24,lh,MTG_limbs,category,bodies,lateral,2.2349413,Bodies
TL24_190428_time_03_1,adults,24,lh,OTS_bodies,category,bodies,ventral,2.611315905,Bodies
TL24_190428_time_03_1,adults,24,lh,pFus_faces,category,face,ventral,1.341856922,Faces
TL24_190428_time_03_1,adults,24,lh,pOTS_words,category,words,ventral,0.653605436,Words
TL24_190428_time_03_1,adults,24,lh,pSTS_faces,category,face,lateral,-2.4497723,Faces
VN26,adults,30,lh,CoS_places,category,place,ventral,2.676883963,Places
VN26,adults,30,lh,IPS_places,category,place,dorsal,3.841763359,Places
VN26,adults,30,lh,ITG_limbs,category,bodies,lateral,2.683373496,Bodies
VN26,adults,30,lh,LOS_limbs,category,bodies,lateral,3.071926307,Bodies
VN26,adults,30,lh,MOG_places,category,place,dorsal,3.112443085,Places
VN26,adults,30,lh,mOTS_words,category,words,ventral,1.600279194,Words
VN26,adults,30,lh,MTG_limbs,category,bodies,lateral,1.75547589,Bodies
VN26,adults,30,lh,pFus_faces,category,face,ventral,1.031837322,Faces
VN26,adults,30,lh,pOTS_words,category,words,ventral,3.73265458,Words
VN26,adults,30,lh,pSTS_faces,category,face,lateral,1.02363288,Faces
AOK07_190203_time_03_2,kids,13,rh,CoS_places,category,place,ventral,3.92818809,Places
AOK07_190203_time_03_2,kids,13,rh,IOG_faces,category,face,ventral,2.057697763,Faces
AOK07_190203_time_03_2,kids,13,rh,IPS_places,category,place,dorsal,3.726688611,Places
AOK07_190203_time_03_2,kids,13,rh,ITG_limbs,category,bodies,lateral,3.691281339,Bodies
AOK07_190203_time_03_2,kids,13,rh,LOS_limbs,category,bodies,lateral,2.81863337,Bodies
AOK07_190203_time_03_2,kids,13,rh,mFus_faces,category,face,ventral,3.52788023,Faces
AOK07_190203_time_03_2,kids,13,rh,MOG_places,category,place,dorsal,5.984558291,Places
AOK07_190203_time_03_2,kids,13,rh,MTG_limbs,category,bodies,lateral,1.9107359,Bodies
AOK07_190203_time_03_2,kids,13,rh,OTS_bodies,category,bodies,ventral,1.233616121,Bodies
AOK07_190203_time_03_2,kids,13,rh,pSTS_faces,category,face,lateral,0.47469592,Faces
CGSA11_190910_time_04_1,kids,17,rh,CoS_places,category,place,ventral,3.889065541,Places
CGSA11_190910_time_04_1,kids,17,rh,IOG_faces,category,face,ventral,0.380217385,Faces
CGSA11_190910_time_04_1,kids,17,rh,IPS_places,category,place,dorsal,3.038458561,Places
CGSA11_190910_time_04_1,kids,17,rh,ITG_limbs,category,bodies,lateral,4.568310374,Bodies
CGSA11_190910_time_04_1,kids,17,rh,LOS_limbs,category,bodies,lateral,5.608815743,Bodies
CGSA11_190910_time_04_1,kids,17,rh,mFus_faces,category,face,ventral,1.372401032,Faces
CGSA11_190910_time_04_1,kids,17,rh,MOG_places,category,place,dorsal,3.533269721,Places
CGSA11_190910_time_04_1,kids,17,rh,MTG_limbs,category,bodies,lateral,3.60857679,Bodies
CGSA11_190910_time_04_1,kids,17,rh,OTS_bodies,category,bodies,ventral,0.800349936,Bodies
CGSA11_190910_time_04_1,kids,17,rh,pFus_faces,category,face,ventral,1.176071599,Faces
CGSA11_190910_time_04_1,kids,17,rh,pOTS_words,category,words,ventral,1.769709717,Words
CGSA11_190910_time_04_1,kids,17,rh,pSTS_faces,category,face,lateral,0.286427,Faces
CLC06_190912_time_04_1,kids,11,rh,CoS_places,category,place,ventral,2.57411997,Places
CLC06_190912_time_04_1,kids,11,rh,IPS_places,category,place,dorsal,2.039257602,Places
CLC06_190912_time_04_1,kids,11,rh,ITG_limbs,category,bodies,lateral,1.867221191,Bodies
CLC06_190912_time_04_1,kids,11,rh,LOS_limbs,category,bodies,lateral,1.720467149,Bodies
CLC06_190912_time_04_1,kids,11,rh,mFus_faces,category,face,ventral,1.769144549,Faces
CLC06_190912_time_04_1,kids,11,rh,MOG_places,category,place,dorsal,3.307618341,Places
CLC06_190912_time_04_1,kids,11,rh,MTG_limbs,category,bodies,lateral,1.49884301,Bodies
CLC06_190912_time_04_1,kids,11,rh,OTS_bodies,category,bodies,ventral,1.68926216,Bodies
CLC06_190912_time_04_1,kids,11,rh,pFus_faces,category,face,ventral,0.761676369,Faces
CLC06_190912_time_04_1,kids,11,rh,pSTS_faces,category,face,lateral,0.80466556,Faces
CR24_181106_time_03_2,adults,24,rh,CoS_places,category,place,ventral,2.651073935,Places
CR24_181106_time_03_2,adults,24,rh,IOG_faces,category,face,ventral,4.846005562,Faces
CR24_181106_time_03_2,adults,24,rh,LOS_limbs,category,bodies,lateral,5.005257704,Bodies
CR24_181106_time_03_2,adults,24,rh,mFus_faces,category,face,ventral,2.79673416,Faces
CR24_181106_time_03_2,adults,24,rh,MOG_places,category,place,dorsal,4.002600633,Places
CR24_181106_time_03_2,adults,24,rh,MTG_limbs,category,bodies,lateral,2.52647149,Bodies
CR24_181106_time_03_2,adults,24,rh,OTS_bodies,category,bodies,ventral,0.970563624,Bodies
CR24_181106_time_03_2,adults,24,rh,pFus_faces,category,face,ventral,5.014635841,Faces
CR24_181106_time_03_2,adults,24,rh,pOTS_words,category,words,ventral,2.965556327,Words
CR24_181106_time_03_2,adults,24,rh,pSTS_faces,category,face,lateral,0.40479958,Faces
CS11_181215_time_03_2,kids,14,rh,CoS_places,category,place,ventral,3.852340895,Places
CS11_181215_time_03_2,kids,14,rh,IOG_faces,category,face,ventral,0.027275433,Faces
CS11_181215_time_03_2,kids,14,rh,IPS_places,category,place,dorsal,6.860170218,Places
CS11_181215_time_03_2,kids,14,rh,ITG_limbs,category,bodies,lateral,1.586878786,Bodies
CS11_181215_time_03_2,kids,14,rh,LOS_limbs,category,bodies,lateral,5.11997808,Bodies
CS11_181215_time_03_2,kids,14,rh,MOG_places,category,place,dorsal,6.643819883,Places
CS11_181215_time_03_2,kids,14,rh,MTG_limbs,category,bodies,lateral,1.96911237,Bodies
CS11_181215_time_03_2,kids,14,rh,pFus_faces,category,face,ventral,0.977178246,Faces
CS11_181215_time_03_2,kids,14,rh,pOTS_words,category,words,ventral,1.28768665,Words
CS11_181215_time_03_2,kids,14,rh,pSTS_faces,category,face,lateral,0.74261123,Faces
CS22_190217_time_03_1,adults,22,rh,CoS_places,category,place,ventral,2.902759123,Places
CS22_190217_time_03_1,adults,22,rh,IOG_faces,category,face,ventral,1.065198389,Faces
CS22_190217_time_03_1,adults,22,rh,IPS_places,category,place,dorsal,4.248191301,Places
CS22_190217_time_03_1,adults,22,rh,ITG_limbs,category,bodies,lateral,3.770962573,Bodies
CS22_190217_time_03_1,adults,22,rh,LOS_limbs,category,bodies,lateral,5.35971233,Bodies
CS22_190217_time_03_1,adults,22,rh,mFus_faces,category,face,ventral,3.073362203,Faces
CS22_190217_time_03_1,adults,22,rh,MOG_places,category,place,dorsal,4.358066107,Places
CS22_190217_time_03_1,adults,22,rh,MTG_limbs,category,bodies,lateral,3.89497815,Bodies
CS22_190217_time_03_1,adults,22,rh,pFus_faces,category,face,ventral,3.981656198,Faces
CS22_190217_time_03_1,adults,22,rh,pSTS_faces,category,face,lateral,0.60262906,Faces
DAPA10_181201_time_03_2,kids,15,rh,CoS_places,category,place,ventral,3.152696547,Places
DAPA10_181201_time_03_2,kids,15,rh,IPS_places,category,place,dorsal,1.316035525,Places
DAPA10_181201_time_03_2,kids,15,rh,ITG_limbs,category,bodies,lateral,5.292001309,Bodies
DAPA10_181201_time_03_2,kids,15,rh,LOS_limbs,category,bodies,lateral,4.930190341,Bodies
DAPA10_181201_time_03_2,kids,15,rh,mFus_faces,category,face,ventral,1.255866991,Faces
DAPA10_181201_time_03_2,kids,15,rh,MOG_places,category,place,dorsal,6.082115305,Places
DAPA10_181201_time_03_2,kids,15,rh,MTG_limbs,category,bodies,lateral,2.85478956,Bodies
DAPA10_181201_time_03_2,kids,15,rh,OTS_bodies,category,bodies,ventral,4.135920739,Bodies
DAPA10_181201_time_03_2,kids,15,rh,pFus_faces,category,face,ventral,1.97014408,Faces
DAPA10_181201_time_03_2,kids,15,rh,pOTS_words,category,words,ventral,3.185041402,Words
DAPA10_181201_time_03_2,kids,15,rh,pSTS_faces,category,face,lateral,1.11257244,Faces
DAPA10_190921_time_04_1,kids,16,rh,CoS_places,category,place,ventral,3.837299445,Places
DAPA10_190921_time_04_1,kids,16,rh,IPS_places,category,place,dorsal,3.67532395,Places
DAPA10_190921_time_04_1,kids,16,rh,ITG_limbs,category,bodies,lateral,6.784739567,Bodies
DAPA10_190921_time_04_1,kids,16,rh,LOS_limbs,category,bodies,lateral,6.603316414,Bodies
DAPA10_190921_time_04_1,kids,16,rh,mFus_faces,category,face,ventral,0.401141002,Faces
DAPA10_190921_time_04_1,kids,16,rh,MOG_places,category,place,dorsal,8.1265984,Places
DAPA10_190921_time_04_1,kids,16,rh,MTG_limbs,category,bodies,lateral,3.74718854,Bodies
DAPA10_190921_time_04_1,kids,16,rh,OTS_bodies,category,bodies,ventral,5.45728258,Bodies
DAPA10_190921_time_04_1,kids,16,rh,pFus_faces,category,face,ventral,0.968432924,Faces
DAPA10_190921_time_04_1,kids,16,rh,pOTS_words,category,words,ventral,3.035426548,Words
DAPA10_190921_time_04_1,kids,16,rh,pSTS_faces,category,face,lateral,-0.0034433,Faces
df032518,adults,25,rh,CoS_places,category,place,ventral,1.970086207,Places
df032518,adults,25,rh,IPS_places,category,place,dorsal,2.626359251,Places
df032518,adults,25,rh,mFus_faces,category,face,ventral,2.462477434,Faces
df032518,adults,25,rh,MOG_places,category,place,dorsal,4.912847436,Places
df032518,adults,25,rh,MTG_limbs,category,bodies,lateral,2.07399214,Bodies
df032518,adults,25,rh,OTS_bodies,category,bodies,ventral,1.550959853,Bodies
df032518,adults,25,rh,pFus_faces,category,face,ventral,2.039814642,Faces
df032518,adults,25,rh,pOTS_words,category,words,ventral,1.330115322,Words
df032518,adults,25,rh,pSTS_faces,category,face,lateral,1.34980084,Faces
DRS22,adults,22,rh,CoS_places,category,place,ventral,2.643180901,Places
DRS22,adults,22,rh,IPS_places,category,place,dorsal,0.18750256,Places
DRS22,adults,22,rh,ITG_limbs,category,bodies,lateral,5.202720347,Bodies
DRS22,adults,22,rh,LOS_limbs,category,bodies,lateral,4.948445063,Bodies
DRS22,adults,22,rh,mFus_faces,category,face,ventral,1.118448181,Faces
DRS22,adults,22,rh,MOG_places,category,place,dorsal,5.205546415,Places
DRS22,adults,22,rh,MTG_limbs,category,bodies,lateral,1.12795262,Bodies
DRS22,adults,22,rh,OTS_bodies,category,bodies,ventral,1.833280095,Bodies
DRS22,adults,22,rh,pFus_faces,category,face,ventral,2.949669964,Faces
DRS22,adults,22,rh,pSTS_faces,category,face,lateral,0.87409531,Faces
ED07_190824_time_04_2,kids,11,rh,CoS_places,category,place,ventral,2.976339714,Places
ED07_190824_time_04_2,kids,11,rh,IOG_faces,category,face,ventral,0.162417976,Faces
ED07_190824_time_04_2,kids,11,rh,IPS_places,category,place,dorsal,2.494208851,Places
ED07_190824_time_04_2,kids,11,rh,ITG_limbs,category,bodies,lateral,2.989545334,Bodies
ED07_190824_time_04_2,kids,11,rh,LOS_limbs,category,bodies,lateral,2.433152142,Bodies
ED07_190824_time_04_2,kids,11,rh,mFus_faces,category,face,ventral,1.554989699,Faces
ED07_190824_time_04_2,kids,11,rh,MOG_places,category,place,dorsal,4.602620029,Places
ED07_190824_time_04_2,kids,11,rh,MTG_limbs,category,bodies,lateral,1.73177655,Bodies
ED07_190824_time_04_2,kids,11,rh,pFus_faces,category,face,ventral,2.913120452,Faces
ED07_190824_time_04_2,kids,11,rh,pSTS_faces,category,face,lateral,0.37502262,Faces
em_050317,adults,22,rh,CoS_places,category,place,ventral,4.325733314,Places
em_050317,adults,22,rh,IOG_faces,category,face,ventral,-0.470090154,Faces
em_050317,adults,22,rh,IPS_places,category,place,dorsal,4.300675092,Places
em_050317,adults,22,rh,ITG_limbs,category,bodies,lateral,5.524745381,Bodies
em_050317,adults,22,rh,LOS_limbs,category,bodies,lateral,6.754507573,Bodies
em_050317,adults,22,rh,mFus_faces,category,face,ventral,-2.960054291,Faces
em_050317,adults,22,rh,MOG_places,category,place,dorsal,0.785774686,Places
em_050317,adults,22,rh,MTG_limbs,category,bodies,lateral,3.72319934,Bodies
em_050317,adults,22,rh,OTS_bodies,category,bodies,ventral,3.753434923,Bodies
em_050317,adults,22,rh,pFus_faces,category,face,ventral,-0.636004424,Faces
em_050317,adults,22,rh,pSTS_faces,category,face,lateral,-2.2441176,Faces
ENK05_181201_time_03_1,kids,10,rh,CoS_places,category,place,ventral,3.694231548,Places
ENK05_181201_time_03_1,kids,10,rh,IOG_faces,category,face,ventral,-1.224516801,Faces
ENK05_181201_time_03_1,kids,10,rh,IPS_places,category,place,dorsal,5.993985207,Places
ENK05_181201_time_03_1,kids,10,rh,ITG_limbs,category,bodies,lateral,4.36894768,Bodies
ENK05_181201_time_03_1,kids,10,rh,LOS_limbs,category,bodies,lateral,6.375690719,Bodies
ENK05_181201_time_03_1,kids,10,rh,mFus_faces,category,face,ventral,1.796223714,Faces
ENK05_181201_time_03_1,kids,10,rh,MOG_places,category,place,dorsal,6.988282176,Places
ENK05_181201_time_03_1,kids,10,rh,MTG_limbs,category,bodies,lateral,1.69418698,Bodies
ENK05_181201_time_03_1,kids,10,rh,OTS_bodies,category,bodies,ventral,2.111781876,Bodies
ENK05_181201_time_03_1,kids,10,rh,pFus_faces,category,face,ventral,-1.224516801,Faces
ENK05_181201_time_03_1,kids,10,rh,pOTS_words,category,words,ventral,2.816450858,Words
ENK05_181201_time_03_1,kids,10,rh,pSTS_faces,category,face,lateral,1.01925208,Faces
ENK05_190203_time_03_2,kids,11,rh,CoS_places,category,place,ventral,3.461992225,Places
ENK05_190203_time_03_2,kids,11,rh,IOG_faces,category,face,ventral,0.16902122,Faces
ENK05_190203_time_03_2,kids,11,rh,IPS_places,category,place,dorsal,6.581739183,Places
ENK05_190203_time_03_2,kids,11,rh,ITG_limbs,category,bodies,lateral,3.152329474,Bodies
ENK05_190203_time_03_2,kids,11,rh,LOS_limbs,category,bodies,lateral,5.546910595,Bodies
ENK05_190203_time_03_2,kids,11,rh,mFus_faces,category,face,ventral,1.594725421,Faces
ENK05_190203_time_03_2,kids,11,rh,MOG_places,category,place,dorsal,8.275298878,Places
ENK05_190203_time_03_2,kids,11,rh,MTG_limbs,category,bodies,lateral,1.00211692,Bodies
ENK05_190203_time_03_2,kids,11,rh,OTS_bodies,category,bodies,ventral,1.869843512,Bodies
ENK05_190203_time_03_2,kids,11,rh,pFus_faces,category,face,ventral,3.270782065,Faces
ENK05_190203_time_03_2,kids,11,rh,pSTS_faces,category,face,lateral,1.75627455,Faces
es103118,adults,28,rh,CoS_places,category,place,ventral,0.956418596,Places
es103118,adults,28,rh,IOG_faces,category,face,ventral,0.166156086,Faces
es103118,adults,28,rh,IPS_places,category,place,dorsal,0.627734482,Places
es103118,adults,28,rh,ITG_limbs,category,bodies,lateral,-0.370761271,Bodies
es103118,adults,28,rh,LOS_limbs,category,bodies,lateral,-2.504326085,Bodies
es103118,adults,28,rh,mFus_faces,category,face,ventral,0.586653191,Faces
es103118,adults,28,rh,MOG_places,category,place,dorsal,1.071512577,Places
es103118,adults,28,rh,MTG_limbs,category,bodies,lateral,1.53779628,Bodies
es103118,adults,28,rh,OTS_bodies,category,bodies,ventral,-0.519544725,Bodies
es103118,adults,28,rh,pFus_faces,category,face,ventral,-0.726132535,Faces
es103118,adults,28,rh,pSTS_faces,category,face,lateral,0.89236696,Faces
GB23_190117_time_03_1,adults,23,rh,CoS_places,category,place,ventral,2.519313206,Places
GB23_190117_time_03_1,adults,23,rh,IPS_places,category,place,dorsal,2.408097086,Places
GB23_190117_time_03_1,adults,23,rh,ITG_limbs,category,bodies,lateral,4.749249084,Bodies
GB23_190117_time_03_1,adults,23,rh,LOS_limbs,category,bodies,lateral,3.656665724,Bodies
GB23_190117_time_03_1,adults,23,rh,MOG_places,category,place,dorsal,4.318267885,Places
GB23_190117_time_03_1,adults,23,rh,MTG_limbs,category,bodies,lateral,2.63674367,Bodies
GB23_190117_time_03_1,adults,23,rh,pFus_faces,category,face,ventral,2.525128652,Faces
